match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_totalOffside,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_accurateCross,stat_blockedScoringAttempt,stat_keyPass,stat_bigChanceMissed,player_sofascoreId,stat_bigChanceCreated,stat_errorLeadToAShot,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_goalAssist,stat_goals,stat_hitWoodwork
11067653,home,Cuiabá,Walter,walter,Walter,G,22,188,774,M,329055,EUR,564192000,G,1,1,False,True,19.0,15.0,7.0,3.0,14.0,16.0,1.0,3.0,6.0,3.0,3.0,90.0,27.0,6.4,4.0,0.0,0.0,0.00013618,0,-0.8128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067653,home,Cuiabá,Matheus Alexandre,matheus-alexandre,M. Alexandre,D,33,188,291,M,953736,EUR,923443200,D,2,2,False,,43.0,38.0,3.0,2.0,17.0,20.0,21.0,25.0,4.0,,,90.0,72.0,6.1,12.0,0.0245,0.0,0.0201379,1,,,,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067653,home,Cuiabá,Marllon,marllon,Marllon,D,3,184,365,M,221206,EUR,703382400,D,4,4,False,,34.0,31.0,1.0,,17.0,18.0,14.0,16.0,4.0,,,90.0,40.0,6.5,3.0,0.0237,0.0,0.0122662,1,,,,,4.0,2.0,1.0,,,,,3.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11067653,home,Cuiabá,Alan Empereur,alan-empereur,A. Empereur,D,33,186,199,M,373740,EUR,763257600,D,33,33,False,,27.0,21.0,7.0,4.0,8.0,13.0,13.0,15.0,4.0,,,71.0,38.0,6.5,9.0,0.0,0.0,0.00538359,0,,,,1.0,2.0,4.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
11067653,home,Cuiabá,Rikelme,rikelme,Rikelme,D,16,184,260,M,1102383,EUR,1058313600,D,20,20,False,,22.0,20.0,3.0,3.0,7.0,8.0,15.0,21.0,1.0,,,90.0,45.0,7.1,9.0,0.0393,0.3981,0.154412,2,,,,7.0,1.0,3.0,,,,,1.0,2.0,,,,,,1.0,,,3.0,3.0,1.0,,2.0,1.0,2.0,,,,,,,,,,,,
11067653,home,Cuiabá,Fernando Sobral,fernando-sobral,F. Sobral,M,88,178,655,M,931479,EUR,787708800,M,88,88,False,,38.0,34.0,3.0,1.0,9.0,9.0,26.0,32.0,6.0,,,71.0,51.0,7.1,8.0,0.1502,0.0,0.42108,1,,,,3.0,3.0,5.0,,1.0,,,,,,,1.0,1.0,1.0,2.0,,,2.0,2.0,1.0,2.0,1.0,,,1.0,,,,,,,,,,,
11067653,home,Cuiabá,Raniele,raniele,Raniele,M,14,184,6186,M,866392,EUR,851990400,M,14,14,False,,42.0,37.0,6.0,4.0,18.0,19.0,19.0,24.0,9.0,,,90.0,59.0,7.0,9.0,0.0225,0.0,0.0166628,1,,,,1.0,5.0,8.0,1.0,,1.0,,,,1.0,3.0,2.0,1.0,1.0,,,,3.0,2.0,1.0,3.0,,,,,R14niele,,,,,,,,,,
11067653,home,Cuiabá,Pablo Ceppelini,pablo-ceppelini,P. Ceppelini,M,,181,476,M,146599,EUR,684547200,M,10,10,False,,19.0,14.0,,,6.0,8.0,10.0,21.0,3.0,,,54.0,35.0,6.5,14.0,0.0,0.0,0.0957695,0,,,,10.0,3.0,2.0,2.0,,1.0,1.0,,1.0,,,,,,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,
11067653,home,Cuiabá,Jonathan Cafú,jonathan-cafu,Jonathan Cafú,M,11,175,197,M,790103,EUR,679104000,F,7,7,False,,30.0,23.0,,,1.0,3.0,22.0,30.0,5.0,,,71.0,47.0,6.6,19.0,0.0613,0.0,0.0272045,1,,,,3.0,6.0,5.0,,2.0,,,,,,1.0,2.0,1.0,,4.0,,,2.0,,6.0,1.0,,,1.0,,,,,,,,,,,,
11067653,home,Cuiabá,Deyverson,deyverson,Deyverson,F,16,185,4460,M,270287,EUR,673660800,F,16,16,False,,22.0,11.0,1.0,,6.0,8.0,5.0,14.0,5.0,,,90.0,35.0,6.8,15.0,0.1674,0.0991,0.0553536,2,,,,,7.0,6.0,,1.0,2.0,1.0,1.0,,,1.0,2.0,,,4.0,1.0,,,,2.0,3.0,,1.0,2.0,,,1.0,,,,,,,,,
