match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_dispossessed,stat_unsuccessfulTouch,stat_errorLeadToAShot,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_goalAssist,stat_bigChanceMissed,stat_totalOffside
11399413,home,Excelsior,Stijn van Gassel,,,stijn-van-gassel,S. van Gassel,G,1,185,166,M,367118,EUR,845596800,G,1,1,False,True,40.0,14.0,37.0,11.0,6.0,7.0,8.0,33.0,1.0,11.0,1.0,3.0,3.0,1.0,90.0,53.0,6.3,26.0,0.0,0.0,0.00856338,0,-0.9225,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399413,home,Excelsior,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,,36.0,27.0,2.0,1.0,17.0,18.0,10.0,21.0,4.0,5.0,,,,,90.0,86.0,7.9,17.0,0.0523,0.0528,0.0114186,1,,3.0,5.0,4.0,10.0,15.0,1.0,2.0,1.0,1.0,3.0,10.0,5.0,1.0,2.0,2.0,,,,,,,,,,,,
11399413,home,Excelsior,Casper Widell,,,widell-casper,C. Widell,D,4,192,137,M,1031721,EUR,1052092800,D,5,5,False,,39.0,34.0,6.0,3.0,23.0,24.0,11.0,15.0,6.0,4.0,,,,,90.0,50.0,6.5,7.0,0.0,0.0,0.00423956,0,,,,,2.0,1.0,1.0,,,,2.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,
11399413,home,Excelsior,Serano Seymor,Serano Seymor,,serano-seymor,S. Seymor,D,34,190,15,M,1091021,EUR,1010102400,D,34,34,False,,31.0,24.0,9.0,5.0,20.0,22.0,4.0,9.0,2.0,2.0,,,,,54.0,39.0,6.8,8.0,0.0,0.0,0.00224602,0,,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11399413,home,Excelsior,Arthur Zagre,Arthur,Zagre,zagre-arthur,A. Zagre,D,12,168,411,M,910053,EUR,1002153600,D,12,12,False,,32.0,25.0,7.0,3.0,15.0,15.0,10.0,18.0,,5.0,,,,,90.0,60.0,6.6,12.0,0.0,0.0,0.0246599,0,,1.0,1.0,1.0,4.0,8.0,1.0,,,,2.0,4.0,2.0,3.0,,,2.0,1.0,1.0,,,,,,,,,
11399413,home,Excelsior,Noah Naujoks,,,noah-naujoks,N. Naujoks,M,10,183,201,M,1048487,EUR,1020297600,M,15,15,False,,12.0,10.0,,,5.0,5.0,5.0,8.0,1.0,2.0,,,,,71.0,22.0,6.7,4.0,0.0952,0.0,0.0131671,1,,1.0,2.0,,3.0,2.0,1.0,1.0,,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,,,,,,
11399413,home,Excelsior,Redouan El Yaakoubi,,,redouan-el-yaakoubi,R. E. Yaakoubi,D,,182,100,M,887617,EUR,822528000,M,4,4,False,,59.0,43.0,15.0,7.0,29.0,33.0,14.0,26.0,3.0,8.0,,,,,90.0,70.0,6.8,17.0,0.0,0.0,0.0379107,0,,,4.0,3.0,7.0,9.0,1.0,1.0,,,1.0,4.0,2.0,1.0,1.0,,1.0,,,1.0,,,,,,,,
11399413,home,Excelsior,Julian Baas,,,julian-baas,J. Baas,M,16,184,147,M,1046143,EUR,1018915200,M,33,33,False,,38.0,31.0,7.0,5.0,15.0,17.0,16.0,24.0,,4.0,,,,,90.0,57.0,7.1,11.0,0.1204,0.0,0.0294414,2,,3.0,1.0,,5.0,6.0,2.0,1.0,,,1.0,4.0,3.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,,,,,,
11399413,home,Excelsior,Derensili Sanches Fernandes,,,derensili-sanches-fernandes,D. S. Fernandes,M,30,176,146,M,1046142,EUR,991008000,F,30,30,False,,19.0,12.0,4.0,1.0,4.0,7.0,9.0,15.0,,8.0,,,,,86.0,42.0,6.9,19.0,0.0,0.0,0.282564,0,,3.0,3.0,,10.0,1.0,1.0,2.0,,,1.0,1.0,1.0,,,3.0,4.0,3.0,,,,,1.0,1.0,,,,
11399413,home,Excelsior,Nikolas Agrafiotis,Nikolas Agrafiotis,,nikolas-agrafiotis,N. Agrafiotis,F,25,190,138,M,1036005,EUR,956620800,F,19,19,False,,13.0,7.0,,,1.0,1.0,6.0,13.0,,1.0,,,,,71.0,27.0,7.3,11.0,0.3568,0.2938,0.014272,2,,1.0,8.0,1.0,10.0,4.0,,2.0,2.0,,,2.0,1.0,1.0,,,,2.0,,,,,,,1.0,,,
