match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalClearance,stat_totalTackle,stat_wonTackle,captain,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_shotOffTarget,player_firstName,player_lastName,stat_aerialLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_fouls,stat_goalAssist,stat_totalCross,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_goals,stat_accurateCross,stat_interceptionWon,stat_outfielderBlock,stat_hitWoodwork
11177071,home,Phoenix Rising FC,Patrick Rakovsky,patrick-rakovsky,P. Rakovsky,G,1,186.0,23,M,97934,EUR,738979200,G,22,22,False,41.0,39.0,12.0,10.0,36.0,37.0,3.0,4.0,1.0,11.0,1.0,2.0,4.0,90.0,51.0,7.9,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11177071,home,Phoenix Rising FC,Darnell King,darnell-king,D. King,M,21,173.0,1,M,798129,EUR,654048000,D,2,2,False,71.0,61.0,3.0,3.0,39.0,42.0,22.0,29.0,1.0,3.0,,,,90.0,78.0,7.0,10.0,0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11177071,home,Phoenix Rising FC,Alejandro Fuenmayor,alejandro-fuenmayor,A. Fuenmayor,D,,180.0,41,M,805039,EUR,841276800,D,30,30,False,70.0,65.0,11.0,8.0,44.0,44.0,21.0,26.0,5.0,2.0,1.0,,,62.0,76.0,7.0,6.0,1,1.0,,,True,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11177071,home,Phoenix Rising FC,Mohamed Traore,mohamed-traore,M. Traore,D,,185.0,32,M,1049055,EUR,1029369600,D,5,5,False,85.0,74.0,17.0,13.0,44.0,48.0,30.0,37.0,7.0,6.0,1.0,,,81.0,96.0,7.5,12.0,2,1.0,2.0,2.0,,3.0,2.0,,1.0,Mohamed Traore,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11177071,home,Phoenix Rising FC,Baboucarr Njie,baboucarr-njie,B. Njie,D,5,185.0,58,M,1025227,EUR,802310400,D,6,6,False,37.0,33.0,1.0,1.0,15.0,16.0,18.0,22.0,4.0,5.0,4.0,,,72.0,58.0,7.1,9.0,2,2.0,,,,,4.0,1.0,1.0,,,,1.0,,,,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,,,,,
11177071,home,Phoenix Rising FC,Carlos Harvey,carlos-harvey,C. Harvey,D,67,184.0,269,M,985131,EUR,949536000,M,67,67,False,37.0,35.0,1.0,1.0,21.0,22.0,14.0,15.0,2.0,1.0,,,,45.0,41.0,7.3,3.0,1,,2.0,1.0,,,4.0,,,,,1.0,,,,3.0,,,,,1.0,1.0,,,1.0,,,,
11177071,home,Phoenix Rising FC,Carlos Anguiano,carlos-anguiano,C. Anguiano,M,,168.0,3,M,1020489,EUR,937180800,M,13,13,False,59.0,58.0,1.0,1.0,35.0,36.0,24.0,24.0,1.0,3.0,1.0,,,90.0,65.0,6.9,3.0,0,1.0,,,,,2.0,1.0,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,1.0,,,
11177071,home,Phoenix Rising FC,Edwin Munjoma,edwin-munjoma,E. Munjoma,D,,178.0,9,M,1014820,EUR,900720000,M,23,23,False,34.0,28.0,,,10.0,10.0,19.0,27.0,3.0,4.0,,,,90.0,48.0,7.3,10.0,2,1.0,2.0,1.0,,,3.0,,,,,,1.0,1.0,1.0,3.0,,3.0,,,1.0,2.0,,2.0,,1.0,,,
11177071,home,Phoenix Rising FC,Emil Cuello,emil-cuello,E. Cuello,D,,180.0,20,M,977875,EUR,852163200,M,14,14,False,38.0,32.0,,,7.0,9.0,25.0,31.0,8.0,4.0,2.0,,,90.0,61.0,7.2,16.0,2,,1.0,1.0,,1.0,3.0,2.0,2.0,,,,5.0,4.0,,,,2.0,,,,5.0,,2.0,,,,,
11177071,home,Phoenix Rising FC,Erickson Gallardo,erickson-gallardo,E. Gallardo,F,7,167.0,65,M,886522,EUR,802396800,M,7,7,False,20.0,14.0,1.0,1.0,6.0,8.0,9.0,13.0,1.0,1.0,,,,62.0,28.0,6.7,10.0,2,,,,,1.0,1.0,,1.0,,,,1.0,,1.0,,,1.0,,,,1.0,,1.0,,1.0,1.0,,
