match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_wasFouled,stat_accurateCross,stat_bigChanceCreated,captain,stat_goals,stat_penaltyWon,stat_totalOffside,stat_goalAssist,stat_penaltyConceded,stat_penaltyFaced,stat_punches,stat_outfielderBlock,stat_errorLeadToAShot
11396412,home,1. FC Köln,Marvin Schwäbe,,,marvin-schwabe,M. Schwäbe,G,1,189,324,M,187185,EUR,798768000,G,1,1,False,44.0,35.0,18.0,9.0,31.0,34.0,4.0,10.0,4.0,1.0,1.0,90.0,47.0,6.7,9.0,0.0009138,1.0,0,-0.3384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396412,home,1. FC Köln,Rasmus Carstensen,,,rasmus-carstensen,R. Carstensen,D,29,187,193,M,988203,EUR,973814400,D,18,18,False,51.0,34.0,2.0,,12.0,17.0,22.0,39.0,6.0,,,90.0,87.0,6.8,25.0,0.0486764,1.0,0,,5.0,2.0,1.0,6.0,6.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11396412,home,1. FC Köln,Timo Hübers,,,timo-hubers,T. Hübers,D,4,190,271,M,387220,EUR,837820800,D,4,4,False,44.0,39.0,6.0,3.0,26.0,27.0,13.0,17.0,9.0,,,79.0,58.0,7.3,8.0,0.00785537,,2,,,1.0,2.0,6.0,9.0,2.0,,1.0,1.0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,0.159,0.1788,,,,,,,,,,,,,,,,
11396412,home,1. FC Köln,Jeff Chabot,,,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,False,81.0,68.0,9.0,3.0,52.0,57.0,16.0,24.0,8.0,,,90.0,93.0,7.1,14.0,0.0119912,,2,,,2.0,5.0,2.0,8.0,,,,,2.0,1.0,2.0,1.0,,1.0,,2.0,0.1512,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11396412,home,1. FC Köln,Leart Paqarada,,,leart-paqarada,L. Paqarada,D,32,184,333,M,151581,EUR,781574400,D,17,17,False,56.0,46.0,3.0,2.0,13.0,17.0,36.0,48.0,8.0,,,90.0,85.0,7.7,20.0,0.714568,4.0,1,,9.0,1.0,2.0,4.0,3.0,,2.0,,,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,0.0334,0.2315,,,,,3.0,1.0,,,,,,,,,,
11396412,home,1. FC Köln,Dejan Ljubičić,,,dejan-ljubicic,D. Ljubičić,M,21,186,826,M,869883,EUR,876268800,M,7,7,False,59.0,49.0,3.0,1.0,19.0,20.0,30.0,39.0,10.0,,,90.0,72.0,7.4,12.0,0.0577758,3.0,2,,,,1.0,2.0,7.0,,1.0,1.0,1.0,,,3.0,1.0,1.0,,,2.0,0.0959,,,2.0,,2.0,,,,,,,,,,,,
11396412,home,1. FC Köln,Eric Martel,,,martel-eric,E. Martel,M,6,186,936,M,988639,EUR,1020038400,M,6,6,False,66.0,57.0,2.0,1.0,31.0,32.0,27.0,36.0,5.0,,,90.0,84.0,6.9,14.0,0.303573,1.0,0,,2.0,3.0,1.0,9.0,5.0,2.0,2.0,2.0,1.0,1.0,,2.0,1.0,1.0,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,
11396412,home,1. FC Köln,Linton Maina,,,linton-maina,L. Maina,M,37,173,490,M,921033,EUR,930096000,M,37,37,False,12.0,8.0,2.0,1.0,,1.0,9.0,12.0,4.0,,,72.0,25.0,6.8,9.0,0.0427693,,2,,1.0,1.0,,4.0,3.0,,2.0,3.0,2.0,,,,1.0,,1.0,1.0,,0.06,0.1643,,,,1.0,1.0,,,,,,,,,,,
11396412,home,1. FC Köln,Florian Kainz,,,florian-kainz,F. Kainz,M,11,176,502,M,78781,EUR,719884800,M,11,11,False,49.0,42.0,3.0,1.0,18.0,19.0,27.0,37.0,5.0,,,89.0,66.0,8.4,12.0,0.33289,3.0,3,,7.0,1.0,1.0,3.0,3.0,,,2.0,1.0,,,,,1.0,,2.0,,1.6227,1.9924,,1.0,,1.0,3.0,,True,2.0,,,,,,,,
11396412,home,1. FC Köln,Luca Waldschmidt,,,luca-waldschmidt,L. Waldschmidt,F,7,181,704,M,319861,EUR,832464000,M,9,9,False,33.0,27.0,2.0,1.0,11.0,13.0,16.0,20.0,5.0,,,90.0,51.0,7.9,10.0,0.0281604,,8,,,,2.0,6.0,2.0,,1.0,1.0,,1.0,1.0,,2.0,4.0,2.0,3.0,,0.2581,0.9483,,3.0,1.0,1.0,,,,1.0,1.0,,,,,,,
