match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,isHome,incidentClass,player_id,player_name,injury
11399502,FT,0.0,4.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,
11399502,,,,,90,0.0,,1,,,injuryTime,3.0,,,,,,
11399502,,0.0,4.0,,86,,,5,,,goal,,171824621.0,False,regular,975798.0,Malik Tillman,
11399502,,,,,84,,,7,,,substitution,,121984446.0,False,regular,,,False
11399502,,,,,84,,,7,,,substitution,,121984445.0,False,regular,,,False
11399502,,,,,82,,,9,,,substitution,,121984418.0,True,regular,,,False
11399502,,,,,72,,,19,,,substitution,,121984329.0,False,regular,,,False
11399502,,,,,72,,,19,,,substitution,,121984328.0,False,regular,,,False
11399502,,,,,72,,,19,,,substitution,,121984327.0,False,regular,,,False
11399502,,,,,71,,,20,,,substitution,,121984326.0,True,regular,,,False
11399502,,0.0,3.0,,64,,,27,,,goal,,171824125.0,False,regular,40878.0,Luuk de Jong,
11399502,,,,,62,,,29,,,substitution,,121984254.0,True,regular,,,False
11399502,,,,,61,,,30,,,substitution,,121984253.0,True,regular,,,False
11399502,,,,,61,,,30,,,substitution,,121984252.0,True,regular,,,False
11399502,,0.0,2.0,,53,,,38,,,goal,,171823862.0,False,regular,875136.0,Noa Lang,
11399502,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,
11399502,,,,,45,0.0,,1,,,injuryTime,1.0,,,,,,
11399502,,0.0,1.0,,44,,,2,,,goal,,171822924.0,False,regular,850816.0,Joey Veerman,
