match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_sofascoreId,captain,stat_interceptionWon,stat_accurateCross,stat_aerialLost,stat_outfielderBlock,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_keyPass,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals
14566781,home,Villarreal,Luiz Júnior,Luiz Lúcio Reis Júnior,,luiz-junior,L. Júnior,G,1,192,2366,M,1066603,EUR,979430400,G,1,1,False,21.0,14.0,10.0,3.0,0.0,13.0,13.0,1.0,8.0,1.0,2.0,3.0,6.0,1.0,3.0,3.0,5.0,1.0,2.0,2.0,90.0,40.0,8.3,8.0,0.00010224,21.852,5.17271,0.0,1.1715,0,0.5795,0.03,0.0,-0.14,0.74,3.62,1.35,0.16,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566781,home,Villarreal,Santiago Mouriño,,,santiago-mourino,S. Mouriño,D,15,186,2618,M,1468046,EUR,1013558400,D,15,15,False,32.0,26.0,1.0,,0.0,16.0,18.0,10.0,14.0,,10.0,1.0,6.0,4.0,,,,,,,90.0,56.0,6.5,11.0,0.0117668,29.16,9.76118,12.0,,1,,0.04,0.08,-0.27,,3.1,4.65,1.24,0.55,0.22,1.0,8.0,2.0,1.0,1.0,1.0,6.0,4.0,2.0,4.0,0.1395,0.01,,,,,,,,,,,,,,,,
14566781,home,Villarreal,Juan Foyth,,,juan-foyth,J. Foyth,D,8,187,6464,M,873189,EUR,884563200,D,8,8,False,42.0,38.0,7.0,5.0,0.0,24.0,25.0,14.0,17.0,,3.0,2.0,3.0,1.0,,,,,,,90.0,50.0,6.7,5.0,0.00668376,27.684,9.95783,6.0,,1,,0.14,0.08,-0.21,,2.94,5.13,1.36,0.43,0.1,,,,,,1.0,2.0,,1.0,,0.0221,-0.12,juanfoyth,True,1.0,,,,,,,,,,,,,
14566781,home,Villarreal,Renato Veiga,,,renato-veiga,R. Veiga,D,12,190,11674,M,1087359,EUR,1059436800,D,12,12,False,41.0,38.0,3.0,,0.0,26.0,26.0,12.0,15.0,,2.0,4.0,1.0,,,,,,,,90.0,51.0,6.6,4.0,0.0141148,29.304,10.27027,9.0,,0,,0.13,0.06,0.0,,2.89,5.33,1.35,0.49,0.21,1.0,2.0,,1.0,,,2.0,,,,,,renatoveiga95,,,1.0,1.0,1.0,,,,,,,,,,
14566781,home,Villarreal,Alfonso Pedraza,,,alfonso-pedraza,A. Pedraza,D,24,184,604,M,797290,EUR,829008000,D,24,24,False,18.0,17.0,2.0,1.0,0.0,9.0,9.0,8.0,9.0,,,1.0,2.0,,,,,,,,45.0,30.0,5.7,6.0,0.00535377,30.492,5.54897,9.0,,0,,-0.06,-0.36,-0.43,,1.32,2.87,0.79,0.35,0.21,2.0,6.0,3.0,,1.0,,,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,
14566781,home,Villarreal,Santi Comesaña,,,santi-comesana,S. Comesaña,M,14,187,1063,M,843678,EUR,844473600,M,14,14,False,21.0,14.0,2.0,,0.0,7.0,10.0,7.0,11.0,,,1.0,2.0,,,,,,,,72.0,28.0,6.5,8.0,0.0256603,29.916,9.51088,10.0,,1,,0.1,0.05,-0.06,,2.09,4.52,2.02,0.66,0.23,,6.0,,1.0,,,,,,2.0,0.5691,0.3,,,1.0,,3.0,,1.0,1.0,0.3236,,,,,,,
14566781,home,Villarreal,Thomas Partey,,,thomas-partey,T. Partey,M,16,185,42257,M,316148,EUR,739929600,M,16,16,False,40.0,37.0,3.0,1.0,0.0,17.0,18.0,20.0,22.0,1.0,4.0,,3.0,,,,,,,,90.0,50.0,6.6,5.0,0.0272686,27.864,11.52382,7.0,,0,,-0.04,0.05,-0.17,,2.66,6.18,1.91,0.6,0.16,1.0,,,,,,3.0,2.0,,,,,TPartey5,,2.0,,,,,,,1.0,3.0,,,,,
14566781,home,Villarreal,Pape Gueye,,,pape-gueye,P. Gueye,M,18,187,36251,M,879694,EUR,917136000,M,18,18,False,49.0,39.0,11.0,5.0,0.0,13.0,14.0,26.0,35.0,,3.0,,3.0,3.0,,,,,,,81.0,59.0,6.6,12.0,0.0398453,26.496,10.12969,6.0,,2,,0.2,0.27,-0.13,,2.29,5.51,1.64,0.59,0.1,,4.0,1.0,1.0,1.0,1.0,,,,1.0,0.0805,-0.05,p.gueye24,,2.0,,,,,1.0,0.1116,,,,,,,
14566781,home,Villarreal,Tajon Buchanan,,,tajon-buchanan,T. Buchanan,M,17,183,7493,M,973290,EUR,918432000,M,17,17,False,9.0,8.0,,,0.0,4.0,4.0,4.0,5.0,,,,3.0,,,,,,,,66.0,15.0,6.1,5.0,0.00101074,30.492,8.49307,15.0,,0,,-0.03,0.11,-0.15,,1.89,4.09,1.42,0.78,0.31,2.0,5.0,1.0,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,
14566781,home,Villarreal,Nicolas Pépé,,,nicolas-pepe,N. Pépé,F,19,183,12626,M,593526,EUR,801705600,F,19,19,False,25.0,22.0,,,0.0,4.0,5.0,18.0,20.0,,3.0,1.0,5.0,1.0,,,,,,,90.0,43.0,6.8,8.0,0.165325,32.976,10.36623,21.0,,2,,0.31,0.16,0.2,,2.96,4.73,1.38,0.76,0.53,2.0,6.0,,,4.0,2.0,1.0,1.0,1.0,2.0,0.1492,-0.28,nicolas_pepe19,,,1.0,1.0,,,,,,4.0,1.0,1.0,,,
14566781,home,Villarreal,Georges Mikautadze,,,mikautadze-georges,G. Mikautadze,F,9,176,13228,M,1009372,EUR,972950400,F,9,9,False,6.0,4.0,,,0.0,3.0,3.0,1.0,3.0,,2.0,,1.0,,,,,,,,66.0,11.0,6.7,4.0,0.00091966,29.232,8.11657,10.0,,0,,-0.08,0.12,0.16,,1.81,4.09,1.38,0.63,0.2,,1.0,,,1.0,,2.0,2.0,1.0,,,,georgesmkd,,,,,,,,,,,,,,,
14566781,home,Villarreal,Sergi Cardona,,,sergi-cardona,S. Cardona,D,23,186,1112,M,986245,EUR,932256000,D,23,23,True,16.0,14.0,2.0,1.0,0.0,6.0,6.0,8.0,10.0,,3.0,,2.0,2.0,,,,,,,45.0,27.0,7.1,4.0,0.11316,29.052,5.56313,9.0,,0,,0.24,0.09,-0.04,,1.49,2.6,0.79,0.49,0.2,5.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,3.0,,,,,,,2.0,,,,,
14566781,home,Villarreal,Alberto Moleiro,,,alberto-moleiro,A. Moleiro,M,20,172,3697,M,1012444,EUR,1064880000,M,20,20,True,3.0,2.0,,,0.0,,,2.0,3.0,,,,,,,,,,,,24.0,7.0,6.5,3.0,0.00600075,30.132,3.60318,7.0,,1,,0.05,0.22,-0.01,,0.81,1.7,0.58,0.37,0.14,1.0,1.0,,,,,,,1.0,1.0,0.0419,-0.13,,,1.0,,,,,,,,,,,1.0,,
14566781,home,Villarreal,Tani Oluwaseyi,Tani Oluwaseyi,,oluwaseyi-tani,T. Oluwaseyi,F,21,188,2600,M,1172477,EUR,958348800,F,21,21,True,4.0,3.0,,,0.0,,,3.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,24.0,8.0,6.4,1.0,0.00767608,28.512,3.319,4.0,,2,,-0.03,0.1,-0.02,,0.84,1.57,0.61,0.22,0.08,,4.0,1.0,,,1.0,,,,1.0,0.2373,-0.44,,,,,2.0,,1.0,,,,,,,1.0,1.0,
14566781,home,Villarreal,Ayoze Pérez,,,ayoze-perez,A. Pérez,F,22,180,3792,M,345195,EUR,743385600,F,22,22,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,1.0,,1.0,1.0,,,,,,,18.0,8.0,6.3,3.0,0.00348972,27.756,2.59142,3.0,,1,,0.01,0.22,-0.01,,0.62,1.29,0.43,0.2,0.05,,4.0,,,1.0,1.0,,,1.0,1.0,0.0423,-0.44,,,,,2.0,,,,,,,,,,,
14566781,home,Villarreal,Dani Parejo,,,dani-parejo,D. Parejo,M,10,180,2000,M,39182,EUR,608688000,M,10,10,True,5.0,4.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,,1.0,,,1.0,,,,,,,9.0,7.0,6.6,1.0,0.00040983,27.072,1.79949,1.0,,0,,0.01,,-0.04,,0.38,0.82,0.43,0.14,0.03,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
14566781,home,Villarreal,Diego Conde,,,diego-conde,D. Conde,G,13,188,453,M,951008,EUR,909532800,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566781,home,Villarreal,Arnau Tenas,,,arnau-tenas,A. Tenas,G,25,185,5082,M,908714,EUR,991180800,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566781,home,Villarreal,Adrià Altimira,,,altimira-adria,A. Altimira,D,2,170,359,M,980732,EUR,985737600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566781,home,Villarreal,Rafa Marín,,,rafa-marin,R. Marín,D,4,190,2323,M,984623,EUR,1021766400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566781,home,Villarreal,Manor Solomon,,,manor-solomon,M. Solomon,M,19,167,5465,M,862223,EUR,932774400,F,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566781,home,Villarreal,Ilias Akhomach,,,ilias-akhomach,I. Akhomach,M,12,175,15804,M,1089108,EUR,1082073600,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,iliasakhomach,,,,,,,,,,,,,,,
14566781,home,Villarreal,Gerard Moreno,,,gerard-moreno,G. Moreno,F,7,180,3996,M,146866,EUR,702604800,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,GerardMoreno9,,,,,,,,,,,,,,,
14566781,away,Manchester City,Gianluigi Donnarumma,,,gianluigi-donnarumma,G. Donnarumma,G,25,196,70015,M,824509,EUR,919900800,G,25,25,False,31.0,28.0,4.0,1.0,0.0,28.0,28.0,,3.0,1.0,3.0,1.0,6.0,2.0,,1.0,2.0,,,,90.0,42.0,7.9,3.0,5.186e-05,19.656,5.17709,0.0,0.5139,0,0.4352,0.06,0.02,0.26,0.43,3.55,1.46,0.15,0.02,0.0,,,,,,,,,,,,,donnarumma,,,,,,,,,1.0,,,,,,
14566781,away,Manchester City,Matheus Nunes,,,matheus-nunes,M. Nunes,D,27,183,19609,M,945122,EUR,904176000,D,27,27,False,99.0,97.0,3.0,3.0,0.0,45.0,45.0,52.0,54.0,,4.0,,3.0,3.0,,,,,,,90.0,110.0,7.6,3.0,0.0276242,30.708,10.61858,14.0,,0,,0.23,0.26,0.3,,2.86,5.54,1.28,0.64,0.31,1.0,1.0,,,,,1.0,1.0,,1.0,,,matheusnunes,,1.0,,,,,,,,,,,,,
14566781,away,Manchester City,John Stones,,,john-stones,J. Stones,D,5,188,22291,M,152077,EUR,770083200,D,5,5,False,75.0,73.0,5.0,5.0,0.0,37.0,39.0,36.0,36.0,3.0,7.0,5.0,,2.0,,,,,,,90.0,89.0,7.7,3.0,0.0306242,29.628,11.33157,12.0,,0,,-0.16,0.15,0.37,,2.63,5.87,1.91,0.66,0.26,,1.0,,1.0,,,2.0,2.0,,,,,johnstones5,,,,,1.0,,,,,,,,,,
14566781,away,Manchester City,Rúben Dias,,,ruben-dias,R. Dias,D,3,188,40381,M,318941,EUR,863568000,D,3,3,False,117.0,114.0,3.0,1.0,0.0,79.0,81.0,35.0,36.0,2.0,4.0,3.0,2.0,,,,,,,,90.0,127.0,7.7,4.0,0.00977971,29.556,10.44641,6.0,,0,,0.25,0.22,0.4,,2.7,5.81,1.32,0.47,0.14,,1.0,,,1.0,,1.0,,1.0,1.0,,,RúbenD,,1.0,,,1.0,,,,,,1.0,,,,
14566781,away,Manchester City,Joško Gvardiol,,,josko-gvardiol,J. Gvardiol,D,24,186,50024,M,964994,EUR,1011744000,D,24,24,False,78.0,70.0,2.0,1.0,0.0,42.0,45.0,28.0,33.0,3.0,6.0,7.0,2.0,1.0,,,,,,,90.0,100.0,7.5,8.0,0.0154455,30.06,10.19339,13.0,,0,,0.09,0.22,0.42,,3.03,4.83,1.45,0.63,0.26,,3.0,,,,,2.0,2.0,,1.0,,,JGvardiol,,2.0,,2.0,,,,,,,,,,,
14566781,away,Manchester City,Nico González,,,nico-gonzalez,N. González,M,14,186,19848,M,954056,EUR,1010016000,M,14,14,False,56.0,52.0,4.0,2.0,0.0,23.0,25.0,29.0,31.0,,2.0,,4.0,,,,,,,,57.0,63.0,6.8,7.0,0.0469214,27.36,7.61349,2.0,,0,,0.22,0.14,0.18,,1.45,4.2,1.51,0.39,0.06,,4.0,,2.0,2.0,,1.0,1.0,,1.0,,,nico14,,,,,,,,,,,1.0,,,,
