match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,captain,stat_aerialWon,stat_fouls,stat_keyPass,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_challengeLost,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_totalContest,stat_bigChanceCreated,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId
14572804,home,Malmö FF,Melker Ellborg,Melker Ellborg,,melker-ellborg,M. Ellborg,G,31,191.0,169,M,1099795,EUR,1053561600,G,33,33,False,32.0,23.0,10.0,1.0,0.0,22.0,25.0,1.0,7.0,1.0,8.0,1.0,1.0,1.0,2.0,90.0,40.0,6.3,10.0,0.00221014,54.341359354224,10.0,9.975,6.09,0.0581,0,-0.1873,-0.03,0.08,-0.01,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572804,home,Malmö FF,Johan Karlsson,,,karlsson-johan,J. Karlsson,D,2,172.0,55,M,1021937,EUR,992995200,D,2,2,False,49.0,37.0,5.0,,0.0,27.0,33.0,10.0,16.0,,5.0,,,,,90.0,64.0,6.1,17.0,0.00547366,113.13068142446,16.0,32.235,13.545,,0,,-0.09,0.02,-0.12,,1.0,1.0,2.0,1.0,6.0,1.0,1.0,18.812925370606,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14572804,home,Malmö FF,Pontus Jansson,,,pontus-jansson,P. Jansson,D,18,194.0,315,M,55123,EUR,666403200,D,18,18,False,46.0,37.0,7.0,1.0,0.0,31.0,36.0,6.0,10.0,4.0,6.0,,,,,90.0,65.0,6.5,10.0,0.0210942,47.83784439502,8.0,1.785,7.035,,0,,0.01,0.01,0.14,,,2.0,4.0,1.0,14.0,2.0,,,,True,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14572804,home,Malmö FF,Colin Rösler,,,colin-rosler,C. Rösler,D,19,186.0,116,M,907462,EUR,956361600,D,19,19,False,71.0,64.0,5.0,3.0,0.0,53.0,58.0,11.0,13.0,2.0,4.0,,,,,90.0,86.0,6.8,8.0,0.0026382,188.08747344948,30.0,-15.75,13.965,,0,,0.0,0.04,-0.03,,,,,,9.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
14572804,home,Malmö FF,Busanello,,,busanello,Busanello,D,25,179.0,319,M,880179,EUR,909619200,D,25,25,False,39.0,26.0,5.0,1.0,0.0,18.0,27.0,8.0,12.0,5.0,3.0,2.0,,,,90.0,69.0,6.5,23.0,0.0153377,43.82889370143,4.0,-5.67,6.615,,1,,-0.18,0.04,-0.05,,3.0,,4.0,2.0,5.0,1.0,2.0,,,,1.0,1.0,,2.0,,1.0,1.0,1.0,0.0411,-0.05,,,,,,,,,,,,,
14572804,home,Malmö FF,Hugo Bolin,Hugo Bolin,,bolin-hugo,H. Bolin,M,38,179.0,801,M,1142210,EUR,1059004800,M,38,38,False,22.0,17.0,1.0,1.0,0.0,9.0,11.0,8.0,11.0,1.0,2.0,,,,,72.0,31.0,6.4,7.0,0.0100495,71.674599180558,12.0,30.45,10.395,,0,,0.01,0.11,-0.06,,,,4.0,,2.0,,1.0,12.018003161923,1.0,,,2.0,3.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,
14572804,home,Malmö FF,Theodor Lundbergh,,,theodor-lundbergh,T. Lundbergh,M,48,,45,M,2261898,EUR,1219276800,M,48,48,False,40.0,32.0,3.0,,0.0,21.0,25.0,11.0,15.0,2.0,4.0,1.0,,,,72.0,48.0,6.3,10.0,0.00996273,37.462735154718,6.0,2.415,5.775,,0,,0.07,-0.02,0.15,,,2.0,5.0,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,
14572804,home,Malmö FF,Kenan Busuladzic,,,busuladzic-kenan,K. Busuladzic,M,40,181.0,216,M,1471065,EUR,1170720000,M,40,40,False,61.0,50.0,5.0,2.0,0.0,29.0,36.0,21.0,25.0,7.0,11.0,2.0,,,,90.0,73.0,6.9,16.0,0.0107143,137.23807322921,22.0,4.515,7.245,,1,,-0.1,0.1,0.19,,1.0,1.0,4.0,,,,3.0,,,,2.0,1.0,,2.0,2.0,,1.0,1.0,0.0194,-0.05,2.0,,1.0,,,,,,,,,,
14572804,home,Malmö FF,Adrian Skogmar,,,skogmar-adrian,A. Skogmar,M,37,175.0,120,M,1503622,EUR,1132704000,M,37,37,False,10.0,7.0,,,0.0,6.0,9.0,1.0,1.0,2.0,2.0,1.0,,,,62.0,15.0,6.5,5.0,0.00036851,37.732233149197,3.0,29.19,28.98,,0,,-0.09,0.02,-0.01,,,,1.0,,,,2.0,29.148323862617,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
14572804,home,Malmö FF,Erik Botheim,,,erik-botheim,E. Botheim,F,20,187.0,1101,M,844292,EUR,947462400,F,20,20,False,13.0,9.0,1.0,1.0,0.0,5.0,8.0,4.0,5.0,4.0,,2.0,,,,62.0,18.0,6.6,6.0,0.00347605,17.937929879318,4.0,11.76,5.775,,0,,0.0,0.14,0.15,,,3.0,5.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,
