match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_outfielderBlock,stat_bigChanceCreated,stat_lastManTackle,stat_fouls,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_goals,stat_wasFouled,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAGoal
12448329,home,NEC Nijmegen,Robin Roefs,robin-roefs,R. Roefs,G,22,193.0,2142,M,1012928,EUR,1042761600,G,22,22,False,40.0,19.0,30.0,9.0,0.0,12.0,17.0,7.0,23.0,1.0,1.0,14.0,4.0,3.0,3.0,90.0,50.0,6.8,21.0,0.00243681,0,0.0967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448329,home,NEC Nijmegen,Brayann Pereira,brayann-pereira,B. Pereira,D,2,172.0,178,M,1012639,EUR,1053475200,D,2,2,False,16.0,13.0,3.0,2.0,0.0,12.0,13.0,2.0,6.0,,4.0,5.0,,,,90.0,43.0,6.4,11.0,0.0195798,0,,,,3.0,1.0,1.0,5.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
12448329,home,NEC Nijmegen,Philippe Sandler,philippe-sandler,P. Sandler,D,3,188.0,233,M,842275,EUR,855532800,D,3,3,False,27.0,24.0,2.0,1.0,0.0,20.0,21.0,4.0,6.0,2.0,6.0,1.0,,,,90.0,45.0,6.6,4.0,0.00187099,0,,,,,,,2.0,2.0,,1.0,1.0,5.0,2.0,3.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,
12448329,home,NEC Nijmegen,Iván Márquez,ivan-marquez,I. Márquez,D,44,191.0,78,M,862479,EUR,771120000,D,4,4,False,48.0,39.0,9.0,5.0,0.0,30.0,31.0,9.0,17.0,2.0,5.0,1.0,,,,90.0,68.0,7.2,11.0,0.884009,0,,,,,,4.0,7.0,,1.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,
12448329,home,NEC Nijmegen,Calvin Verdonk,calvin-verdonk,C. Verdonk,D,24,174.0,14345,M,361780,EUR,862012800,D,24,24,False,39.0,29.0,9.0,2.0,0.0,17.0,20.0,13.0,23.0,,2.0,6.0,,,,90.0,65.0,6.5,16.0,0.0319852,1,,,,4.0,1.0,2.0,3.0,,,,,3.0,,2.0,,3.0,,1.0,,,1.0,c.verdonk,1.0,0.0213,0.0882,,,,,,,,
12448329,home,NEC Nijmegen,Dirk Proper,dirk-proper,D. Proper,M,71,167.0,193,M,961685,EUR,1014508800,M,71,71,False,33.0,28.0,1.0,1.0,0.0,18.0,19.0,10.0,14.0,1.0,2.0,5.0,,,,90.0,43.0,6.5,7.0,0.00947922,0,,,,,,5.0,6.0,,,,,4.0,,1.0,1.0,2.0,,,,,2.0,,,,,True,,,,,,,
12448329,home,NEC Nijmegen,Mees Hoedemakers,mees-hoedemakers,M. Hoedemakers,M,4,181.0,102,M,893748,EUR,887760000,M,6,6,False,44.0,40.0,3.0,2.0,0.0,23.0,25.0,17.0,19.0,1.0,4.0,5.0,,,,89.0,57.0,6.9,6.0,0.0200846,0,,,,,,,3.0,,1.0,,,4.0,1.0,3.0,2.0,1.0,,1.0,,,2.0,,,,,,,,,,,,
12448329,home,NEC Nijmegen,Sami Ouaissa,sami-ouaissa,S. Ouaissa,M,25,180.0,488,M,1394147,EUR,1096675200,M,25,25,False,15.0,13.0,,,0.0,5.0,5.0,9.0,14.0,,4.0,4.0,,,,84.0,31.0,7.3,10.0,0.283396,2,,Sami Ouaissa,,4.0,1.0,,4.0,,1.0,5.0,2.0,,,,,1.0,,,,,,,2.0,0.1997,0.9105,,1.0,2.0,,,,,
12448329,home,NEC Nijmegen,Vito van Crooij,vito-van-crooij,V. van Crooij,M,32,172.0,213,M,385708,EUR,822873600,M,32,32,False,19.0,11.0,1.0,,0.0,6.0,10.0,6.0,13.0,5.0,7.0,3.0,,,,90.0,37.0,7.3,12.0,0.0682056,1,,,,4.0,1.0,1.0,2.0,,,,,6.0,,1.0,,,3.0,,,,1.0,,1.0,0.057,0.2105,,,1.0,,,,,
12448329,home,NEC Nijmegen,Sontje Hansen,sontje-hansen,S. Hansen,M,27,172.0,611,M,1199057,EUR,1021680000,M,10,10,False,16.0,13.0,,,0.0,7.0,8.0,7.0,9.0,,4.0,2.0,,,,65.0,43.0,6.6,14.0,0.315507,1,,,,1.0,1.0,,6.0,1.0,4.0,4.0,3.0,4.0,1.0,,,6.0,1.0,,1.0,,,,,0.1424,,,,1.0,1.0,1.0,,,
