match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_penaltyWon,stat_expectedGoals,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_bigChanceCreated,stat_outfielderBlock,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalOffside,stat_blockedScoringAttempt,stat_hitWoodwork,captain,player_sofascoreId,stat_bigChanceMissed,stat_lastManTackle,stat_errorLeadToAShot,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
13472592,home,Internacional,Sergio Rochet,sergio-rochet,S. Rochet,G,1,190.0,2554,M,581060,EUR,732844800,G,1,1,False,19.0,12.0,16.0,9.0,0.0,5.0,5.0,7.0,14.0,1.0,6.0,2.0,90.0,25.0,6.6,8.0,0.00180105,19.368256270662,3.0,16.38,9.03,0,-0.0538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472592,home,Internacional,Braian Aguirre,braian-aguirre,B. Aguirre,D,35,174.0,797,M,1084963,EUR,964742400,D,35,35,False,18.0,10.0,2.0,2.0,0.0,2.0,2.0,8.0,16.0,5.0,,,90.0,48.0,7.9,10.0,0.00567726,111.61292437129,10.0,98.7,24.045,1,,Brian Aguirre,,1.0,3.0,9.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,3.0,1.0,0.0299,,,,,,,,,,,,,,,,,,,,,,
13472592,home,Internacional,Vitão,vitao,Vitão,D,44,185.0,3503,M,876625,EUR,949449600,D,4,4,False,19.0,15.0,2.0,,1.0,9.0,9.0,6.0,10.0,8.0,4.0,,90.0,36.0,7.7,4.0,0.227224,35.793175796115,5.0,29.4,9.975,1,,,,1.0,3.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,0.0554,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
13472592,home,Internacional,Gabriel Mercado,gabriel-mercado,G. Mercado,D,25,180.0,995,M,128376,EUR,543024000,D,25,25,False,31.0,22.0,10.0,4.0,0.0,17.0,21.0,5.0,10.0,1.0,4.0,,90.0,42.0,7.5,10.0,0.00189893,49.487154785624,5.0,-27.09,0.84,2,,,,,3.0,3.0,,,,1.0,1.0,,,,1.0,1.0,,0.201,,2.0,2.0,,1.0,,1.0,1.0,0.1454,,,,,,,,,,,,,
13472592,home,Internacional,Alexandro Bernabei,alexandro-bernabei,A. Bernabei,D,26,169.0,2144,M,989200,EUR,969753600,D,26,26,False,28.0,22.0,3.0,2.0,0.0,9.0,12.0,13.0,16.0,6.0,6.0,,88.0,63.0,6.9,18.0,0.0439274,116.91993112724,11.0,58.17,27.615,0,,,,3.0,8.0,5.0,2.0,1.0,,,2.0,2.0,2.0,3.0,3.0,2.0,,,1.0,1.0,,,,1.0,,,,2.0,1.0,,,,,,,,,,,
13472592,home,Internacional,Vitinho,vitinho,Vitinho,M,28,181.0,1064,M,982405,EUR,922924800,M,28,28,False,16.0,11.0,1.0,1.0,0.0,1.0,2.0,10.0,14.0,3.0,4.0,,71.0,30.0,6.9,8.0,0.0833866,56.41268878867,6.0,-15.015,4.305,0,,,,,3.0,4.0,1.0,1.0,1.0,,,,,2.0,2.0,2.0,,,,,1.0,,,2.0,,,,1.0,,,,,,,,,,,,
13472592,home,Internacional,Bruno Gomes,bruno-gomes,B. Gomes,D,15,175.0,903,M,995071,EUR,986342400,M,15,15,False,21.0,16.0,2.0,,0.0,6.0,6.0,10.0,15.0,2.0,3.0,,89.0,38.0,6.8,10.0,0.00448061,65.366188366652,8.0,55.44,23.31,2,,,,2.0,6.0,4.0,3.0,3.0,2.0,1.0,2.0,,,1.0,1.0,1.0,,0.0529,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,
13472592,home,Internacional,Thiago Maia,thiago-maia,T. Maia,M,29,179.0,1392,M,358550,EUR,859075200,M,29,29,False,44.0,38.0,4.0,2.0,0.0,15.0,16.0,23.0,28.0,2.0,6.0,,90.0,55.0,7.4,6.0,0.0387282,94.229692602837,10.0,64.47,27.51,0,,,,,2.0,5.0,,2.0,2.0,,3.0,2.0,1.0,,1.0,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,
13472592,home,Internacional,Alan Rodríguez,alan-rodriguez,Á. Rodríguez,M,14,170.0,557,M,874576,EUR,948758400,M,14,14,False,24.0,16.0,2.0,,0.0,5.0,7.0,11.0,17.0,,4.0,,90.0,46.0,6.5,15.0,0.0092403,97.260419960219,13.0,51.24,19.53,3,,Alan,Rodríguez,2.0,7.0,7.0,,4.0,1.0,1.0,,3.0,1.0,1.0,2.0,3.0,,0.0518,,,1.0,,,,1.0,,0.0371,1.0,,1.0,,,,,,,,,,
13472592,home,Internacional,Alan Patrick,alan-patrick,A. Patrick,M,10,177.0,6630,M,124997,EUR,674092800,F,10,10,False,27.0,24.0,3.0,2.0,0.0,3.0,4.0,21.0,23.0,,4.0,,89.0,42.0,7.6,10.0,0.549371,54.443810901074,8.0,30.555,13.02,1,,,,3.0,10.0,4.0,3.0,2.0,1.0,,,2.0,1.0,2.0,1.0,1.0,,0.7884,2.0,2.0,,,,2.0,1.0,1.0,0.803,3.0,,,,True,,,,,,,,
