match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_aerialWon,stat_totalContest,stat_wonContest,stat_clearanceOffLine,stat_wonTackle,stat_unsuccessfulTouch,stat_challengeLost,stat_interceptionWon,captain,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_punches,stat_penaltyWon,stat_totalOffside,stat_goals
14131904,home,AVS - Futebol SAD,Simão,,,simao,Simão,G,93,187,92,M,981817,EUR,738979200,G,93,93,False,30.0,21.0,13.0,4.0,0.0,18.0,18.0,3.0,12.0,5.0,2.0,1.0,2.0,90.0,32.0,6.9,9.0,0.00044871,0.5419,0,-0.7068,0.01,0.01,-0.28,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131904,home,AVS - Futebol SAD,Sidi Bane,,,sidi-bane,S. Bane,D,,184,152,M,1211830,EUR,1074038400,D,4,4,False,21.0,18.0,2.0,1.0,0.0,13.0,13.0,5.0,8.0,1.0,,,,90.0,36.0,5.6,6.0,0.00160873,,1,,0.0,0.01,-0.71,,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0388,-0.21,,,,,,,,,,,,,,,,,,,,,,,,
14131904,home,AVS - Futebol SAD,Cristian Castro,Cristian Castro,,cristian-castro,C. Castro,D,42,192,155,M,1067320,EUR,980380800,D,42,42,False,36.0,30.0,6.0,4.0,0.0,23.0,26.0,7.0,10.0,5.0,,,,90.0,52.0,7.2,7.0,0.00229923,,0,,-0.03,0.15,-0.24,,,2.0,7.0,,5.0,3.0,3.0,,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14131904,home,AVS - Futebol SAD,Paulo Vitor,,,paulo-vitor,P. Vitor,D,3,190,73,M,1176165,EUR,995500800,D,3,3,False,39.0,36.0,9.0,7.0,0.0,22.0,22.0,14.0,17.0,4.0,,,,90.0,47.0,6.6,4.0,0.00640002,,0,,0.21,0.07,-0.32,,3.0,6.0,5.0,,3.0,1.0,2.0,,,2.0,,,3.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14131904,home,AVS - Futebol SAD,Kiki Afonso,,,kiki-afonso,K. Afonso,D,24,181,59,M,324345,EUR,787017600,D,24,24,False,14.0,8.0,3.0,1.0,0.0,3.0,5.0,5.0,9.0,2.0,,,,66.0,38.0,6.0,9.0,0.00300014,,0,,-0.05,0.04,-0.53,,,4.0,8.0,,2.0,1.0,5.0,,,3.0,,,,3.0,3.0,,3.0,,1.0,1.0,True,1.0,,,,,,,,,,,,,,
14131904,home,AVS - Futebol SAD,Jaume Grau,,,jaume-grau,J. G. Ciscar,M,15,183,72,M,838633,EUR,862790400,M,15,15,False,36.0,25.0,6.0,2.0,0.0,14.0,17.0,11.0,19.0,6.0,,,,90.0,47.0,6.8,11.0,0.0148244,,0,,0.04,0.14,-0.06,,3.0,7.0,9.0,,2.0,,5.0,,1.0,2.0,,,3.0,,,,3.0,,2.0,,,,,,,,,,,,,,,,,
14131904,home,AVS - Futebol SAD,Babatunde Akinsola,,,akinsola-babatunde,B. Akinsola,F,11,175,163,M,1133063,EUR,1047254400,M,11,11,False,15.0,10.0,3.0,2.0,0.0,5.0,5.0,5.0,10.0,5.0,,,,90.0,38.0,7.1,14.0,0.250692,,0,,0.41,0.26,-0.14,,3.0,7.0,9.0,,1.0,,1.0,,2.0,,,,,8.0,6.0,,1.0,2.0,,1.0,,4.0,1.0,2.0,1.0,,,,,,,,,,,
14131904,home,AVS - Futebol SAD,Ángel Algobia,,,angel-algobia,Á. Algobia,M,27,186,39,M,966219,EUR,930096000,M,27,27,False,20.0,17.0,2.0,2.0,0.0,12.0,13.0,5.0,7.0,4.0,,,,79.0,33.0,6.7,7.0,0.00949912,,1,,0.07,0.01,0.3,,,2.0,2.0,,1.0,1.0,2.0,,,1.0,0.0194,-0.1,,,,,1.0,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,
14131904,home,AVS - Futebol SAD,Bruno Lourenço,,,bruno-lourenco,B. Lourenço,M,8,179,99,M,984810,EUR,886377600,M,17,17,False,2.0,2.0,,,0.0,,,2.0,2.0,,,,,16.0,5.0,6.5,2.0,0.00023565,,0,,-0.03,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,
14131904,home,AVS - Futebol SAD,Óscar Perea,Óscar,Perea,oscar-perea,Ó. Perea,F,14,174,1176,M,1185986,EUR,1127779200,M,14,14,False,12.0,10.0,1.0,,0.0,4.0,5.0,6.0,7.0,4.0,,,,66.0,31.0,6.2,12.0,0.0191451,,2,,0.05,0.27,-0.19,,2.0,8.0,2.0,2.0,,,1.0,,,,0.0596,-0.09,,6.0,1.0,,,2.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,
