match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_shotOffTarget,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_challengeLost,stat_dispossessed,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_keyPass,player_firstName,player_lastName,stat_totalContest,stat_bigChanceCreated,stat_goalAssist,stat_wonContest,captain,stat_bigChanceMissed,stat_goals,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_crossNotClaimed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_ownGoals,stat_outfielderBlock
10408635,home,Girona FC,Juan Carlos,juan-carlos,J. Carlos,G,1,187.0,226,M,83708,EUR,569635200,G,1,1,False,32.0,27.0,9.0,4.0,25.0,29.0,2.0,3.0,8.0,2.0,2.0,2.0,90.0,41.0,6.6,5.0,0.0,0.0,0.00047345,0,0.1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408635,home,Girona FC,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189.0,1175,M,846308,EUR,910569600,D,22,22,False,69.0,60.0,4.0,,39.0,39.0,21.0,30.0,1.0,,,,90.0,86.0,7.2,9.0,0.0,0.0,0.00700119,0,,3.0,4.0,3.0,10.0,5.0,1.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408635,home,Girona FC,David López,david-lopez,D. López,D,5,185.0,551,M,135116,EUR,623894400,D,5,5,False,79.0,74.0,10.0,7.0,55.0,56.0,19.0,23.0,8.0,,,,90.0,86.0,6.3,6.0,0.0591,0.0,0.0202023,1,,2.0,1.0,4.0,2.0,3.0,,1.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10408635,home,Girona FC,Juanpe,juanpe,Juanpe,D,6,189.0,179,M,129861,EUR,672969600,D,15,15,False,82.0,75.0,9.0,6.0,54.0,59.0,21.0,23.0,4.0,,,,90.0,88.0,6.4,8.0,0.0,0.0,0.00723569,0,,1.0,,5.0,1.0,4.0,,1.0,1.0,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10408635,home,Girona FC,Aleix García,aleix-garcia,A. García,M,24,173.0,4524,M,796047,EUR,867456000,M,14,14,False,71.0,69.0,7.0,5.0,31.0,31.0,41.0,50.0,3.0,,,,90.0,93.0,7.6,13.0,0.0345,0.3391,0.161221,1,,1.0,,6.0,4.0,1.0,1.0,1.0,,3.0,,,2.0,2.0,,2.0,1.0,AlexGarcia97,10.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,
10408635,home,Girona FC,Yan Couto,couto-yan,Y. Couto,D,2,169.0,7132,M,1002813,EUR,1023062400,M,20,20,False,51.0,45.0,4.0,3.0,21.0,22.0,24.0,31.0,4.0,,,,90.0,73.0,6.5,16.0,0.0,0.0,0.303735,0,,1.0,,6.0,2.0,1.0,,1.0,,1.0,,,2.0,,,,,yan.couto,2.0,,,1.0,,,5.0,1.0,,,,,,,,,,,,,
10408635,home,Girona FC,Yangel Herrera,yangel-herrera,Y. Herrera,M,12,184.0,4247,M,839585,EUR,884131200,M,21,21,False,40.0,30.0,3.0,,10.0,11.0,20.0,30.0,6.0,,,,90.0,64.0,7.3,19.0,0.036,0.0,0.116789,1,,4.0,3.0,9.0,9.0,3.0,1.0,1.0,,4.0,1.0,,5.0,2.0,,,2.0,YangelHerrera8,1.0,,,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,
10408635,home,Girona FC,Rodrigo Riquelme,rodrigo-riquelme,R. Riquelme,M,17,174.0,4780,M,989113,EUR,954633600,M,17,17,False,21.0,17.0,,,3.0,4.0,15.0,18.0,1.0,,,,55.0,34.0,7.1,8.0,0.2776,0.354,0.0949527,2,,,,2.0,4.0,,1.0,,,3.0,,,2.0,,,,1.0,,1.0,1.0,2.0,2.0,,,2.0,,,1.0,,,,,,,,,,,
10408635,home,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180.0,4281,M,908716,EUR,996192000,M,3,3,False,28.0,23.0,4.0,2.0,10.0,11.0,13.0,18.0,2.0,,,,69.0,44.0,7.0,10.0,0.0205,0.0,0.0248458,1,,,,3.0,3.0,,,1.0,1.0,1.0,1.0,,2.0,,,1.0,1.0,MGutiérrez,1.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,
10408635,home,Girona FC,Cristhian Stuani,cristhian-stuani,C. Stuani,F,7,184.0,1894,M,32048,EUR,529459200,F,7,7,False,6.0,4.0,2.0,1.0,3.0,5.0,1.0,1.0,3.0,,,,69.0,13.0,7.0,2.0,0.2819,0.562,0.00027451,2,,1.0,,6.0,3.0,,,1.0,,2.0,,,,4.0,,1.0,,,,,2.0,,,,,,,,True,1.0,1.0,,,,,,,,
