match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_blockedScoringAttempt,stat_challengeLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_lastManTackle,stat_keyPass,stat_shotOffTarget,stat_goalAssist,stat_bigChanceMissed,stat_goals,captain,stat_totalOffside,stat_punches
11392848,home,AS Monaco,Philipp Köhn,,,philipp-kohn,P. Köhn,G,16,191,698,M,868964,EUR,891475200,G,16,16,False,29.0,19.0,23.0,13.0,7.0,9.0,12.0,20.0,9.0,2.0,1.0,2.0,90.0,38.0,7.2,10.0,0.0,0.0,0.00238054,0,-0.5636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392848,home,AS Monaco,Wilfried Singo,,,wilfried-singo,W. Singo,D,90,190,12125,M,978285,EUR,977702400,D,99,99,False,43.0,31.0,9.0,1.0,20.0,23.0,11.0,21.0,4.0,,,,90.0,61.0,7.0,14.0,0.0,0.0,0.00452824,0,,stephane_singo,1.0,4.0,2.0,11.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,
11392848,home,AS Monaco,Guillermo Maripán,,,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,3,3,False,61.0,50.0,7.0,3.0,33.0,36.0,17.0,25.0,7.0,,,,90.0,77.0,6.9,11.0,0.0524,0.0,0.0107313,1,,,,2.0,1.0,4.0,,,5.0,4.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
11392848,home,AS Monaco,Soungoutou Magassa,Soungoutou Magassa,,soungoutou-magassa,S. Magassa,M,27,188,1742,M,1170560,EUR,1065571200,D,88,88,False,42.0,33.0,10.0,4.0,20.0,21.0,13.0,21.0,8.0,,,,90.0,60.0,6.7,14.0,0.0,0.0,0.0175107,0,,,,1.0,3.0,6.0,1.0,1.0,4.0,,3.0,1.0,1.0,2.0,,,1.0,1.0,5.0,,,,,,,,,,,,,
11392848,home,AS Monaco,Vanderson,Vanderson,,vanderson,Vanderson,D,2,173,6111,M,1090694,EUR,993081600,M,2,2,False,34.0,27.0,3.0,3.0,12.0,14.0,16.0,25.0,3.0,,,,90.0,63.0,7.1,16.0,0.0548,0.1039,0.0799727,1,,,5.0,,9.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,,2.0,2.0,,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,
11392848,home,AS Monaco,Youssouf Fofana,,,youssouf-fofana,Y. Fofana,M,19,185,6182,M,945062,EUR,915926400,M,19,19,False,47.0,38.0,2.0,2.0,25.0,25.0,13.0,23.0,9.0,,,,90.0,67.0,7.0,14.0,0.0238,0.0,0.0130041,1,,YFofana19_,1.0,,7.0,6.0,3.0,2.0,,3.0,4.0,3.0,,4.0,1.0,,,,2.0,,1.0,,,,,1.0,,,,,,
11392848,home,AS Monaco,Denis Zakaria,,,denis-zakaria,D. Zakaria,M,6,191,3221,M,770677,EUR,848448000,M,6,6,False,32.0,31.0,,,15.0,16.0,16.0,16.0,4.0,,,,89.0,46.0,6.6,6.0,0.0,0.0,0.036273,0,,,,1.0,3.0,4.0,1.0,,1.0,2.0,3.0,1.0,,,,,,,2.0,,2.0,,,,,,,,,,,
11392848,home,AS Monaco,Ismail Jakobs,,,ismail-jakobs,I. Jakobs,D,4,184,7001,M,897291,EUR,934848000,M,14,14,False,26.0,16.0,1.0,1.0,8.0,9.0,8.0,21.0,3.0,,,,75.0,53.0,7.1,24.0,0.0347,0.0,0.00983865,1,,ismaijakobs,4.0,5.0,2.0,7.0,,,2.0,2.0,,,2.0,,2.0,,,,4.0,,,,,,,1.0,,,,,,
11392848,home,AS Monaco,Maghnes Akliouche,,,maghnes-akliouche,M. Akliouche,M,11,183,5917,M,1130939,EUR,1014595200,F,21,21,False,18.0,16.0,2.0,2.0,4.0,4.0,12.0,14.0,2.0,,,,75.0,32.0,8.8,7.0,0.3429,0.9863,0.0553518,3,,,,,5.0,4.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,,,,3.0,,2.0,,3.0,,1.0,,1.0,1.0,2.0,,,
11392848,home,AS Monaco,Wissam Ben Yedder,,,wissam-ben-yedder,W. Ben Yedder,F,35,170,5487,M,119192,EUR,650419200,F,10,10,False,30.0,21.0,1.0,,4.0,6.0,17.0,24.0,3.0,,,,90.0,37.0,6.6,12.0,0.1214,0.484,0.033667,1,,wisbenyedder,,2.0,7.0,4.0,1.0,,,,,,2.0,1.0,4.0,,,,,,2.0,,1.0,,,,,1.0,,True,1.0,
11392848,home,AS Monaco,Folarin Balogun,,,folarin-balogun,F. Balogun,F,9,179,5047,M,934237,EUR,994118400,F,29,29,False,17.0,15.0,,,7.0,7.0,8.0,10.0,3.0,,,,83.0,31.0,8.2,7.0,0.4735,0.5261,0.144237,2,,balogun,,,6.0,4.0,2.0,2.0,,1.0,1.0,,1.0,1.0,3.0,,,,3.0,,2.0,1.0,2.0,,4.0,,1.0,1.0,1.0,,,
