match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_errorLeadToAShot,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_wasFouled,stat_penaltyWon,stat_totalOffside,stat_wonTackle,stat_totalCross,stat_wonContest,captain,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_dispossessed,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_hitWoodwork
14032392,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187.0,289,M,996979,EUR,1015632000,G,1,1,False,25.0,12.0,16.0,3.0,0.0,10.0,11.0,2.0,14.0,1.0,1.0,3.0,6.0,4.0,5.0,2.0,90.0,33.0,7.5,13.0,0.00212778,26.717659630462,5.0,10.958259420629,1.4193,0,0.8303,0.08,0.0,-0.22,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14032392,home,Oud-Heverlee Leuven,Ewoud Pletinckx,,,ewoud-pletinckx,E. Pletinckx,D,28,190.0,193,M,949101,EUR,971136000,D,28,28,False,33.0,26.0,4.0,1.0,0.0,19.0,20.0,7.0,13.0,6.0,7.0,6.0,4.0,,,,90.0,49.0,6.5,8.0,0.00492408,41.047349314563,7.0,-16.732590797925,,2,,0.08,0.0,-0.33,,3.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.1646,1.0,-0.48,,,,,,,,,,,,,,,,,,,,,,,,
14032392,home,Oud-Heverlee Leuven,Noë Dussenne,,,noe-dussenne,N. Dussenne,D,3,191.0,108,M,115569,EUR,702604800,D,3,3,False,28.0,24.0,7.0,4.0,0.0,15.0,16.0,9.0,12.0,2.0,6.0,1.0,4.0,,,,43.0,36.0,7.6,4.0,0.0169568,97.63052733637,12.0,14.544308357722,,1,,0.21,0.03,0.14,,,1.0,,,,,,,,1.0,0.1456,,-0.19,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14032392,home,Oud-Heverlee Leuven,Takahiro Akimoto,,,takahiro-akimoto,T. Akimoto,D,30,170.0,293,M,1028340,EUR,886204800,D,30,30,False,27.0,20.0,7.0,3.0,0.0,14.0,18.0,6.0,9.0,2.0,7.0,5.0,5.0,,,,90.0,42.0,6.9,7.0,0.00326326,41.152062439866,9.0,-6.4347985258939,,0,,0.12,0.06,-0.19,,,4.0,2.0,,,,,4.0,,2.0,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,
14032392,home,Oud-Heverlee Leuven,Óscar Gil,,,oscar-gil,Ó. Gil,D,27,175.0,90,M,959820,EUR,893548800,M,27,27,False,11.0,9.0,2.0,1.0,0.0,2.0,2.0,7.0,9.0,2.0,4.0,2.0,2.0,,,,70.0,25.0,6.8,4.0,0.00430637,35.550167261578,6.0,7.1366643045202,,0,,0.06,0.08,-0.02,,2.0,3.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
14032392,home,Oud-Heverlee Leuven,Siebe Schrijvers,,,siebe-schrijvers,S. Schrijvers,M,8,178.0,212,M,190413,EUR,837648000,M,8,8,False,25.0,17.0,2.0,,0.0,7.0,8.0,10.0,17.0,,6.0,2.0,2.0,,,,80.0,43.0,7.3,10.0,0.00842988,69.482568025665,9.0,33.155901484911,,2,,0.05,0.06,0.23,,1.0,4.0,1.0,1.0,,1.0,1.0,5.0,,1.0,0.8176,,0.31,,,1.0,,,3.0,,,True,1.0,1.0,1.0,1.0,0.8414,,,,,,,,,,
14032392,home,Oud-Heverlee Leuven,Łukasz Łakomy,,,lukasz-lakomy,Ł. Łakomy,M,24,181.0,794,M,1001201,EUR,979776000,M,24,24,False,46.0,31.0,5.0,2.0,0.0,10.0,13.0,21.0,33.0,,3.0,1.0,13.0,,,,90.0,67.0,6.9,23.0,0.0687073,66.01470255372,9.0,19.493117453147,,1,,0.37,0.12,0.13,,,2.0,,2.0,,1.0,2.0,1.0,,1.0,0.0164,1.0,-0.07,,,1.0,,,1.0,5.0,1.0,,,,,3.0,,1.0,12.827672473679,14.807946549066,1.0,,,,,,
14032392,home,Oud-Heverlee Leuven,Thibaud Verlinden,,,thibaud-verlinden,T. Verlinden,M,7,173.0,110,M,826172,EUR,931478400,M,7,7,False,14.0,12.0,2.0,2.0,0.0,3.0,3.0,9.0,11.0,,4.0,1.0,4.0,,,,70.0,37.0,7.1,7.0,0.0949265,56.729445708127,4.0,38.487139601478,,0,,0.3,0.09,-0.06,,,4.0,2.0,1.0,,,2.0,3.0,,2.0,,,,,,,,,3.0,2.0,1.0,,,,,,,1.0,27.332057996752,48.572930304022,2.0,,,,,,
14032392,home,Oud-Heverlee Leuven,Henok Teklab,,,henok-teklab,H. Teklab,M,14,174.0,150,M,940558,EUR,911174400,F,14,14,False,29.0,15.0,3.0,,0.0,5.0,8.0,10.0,21.0,2.0,7.0,2.0,4.0,,,,90.0,55.0,6.6,22.0,0.0166599,52.579665144451,8.0,25.437110471589,,1,,-0.01,0.26,0.31,,2.0,10.0,3.0,2.0,,,,4.0,,3.0,0.0464,1.0,-0.27,,1.0,,,,3.0,2.0,1.0,,,,1.0,5.0,,1.0,8.6113807540426,11.484525632345,1.0,1.0,,,,,
14032392,home,Oud-Heverlee Leuven,Youssef Maziz,,,youssef-maziz,Y. Maziz,M,10,175.0,445,M,862821,EUR,898646400,F,10,10,False,35.0,24.0,7.0,2.0,0.0,8.0,10.0,16.0,25.0,1.0,5.0,1.0,5.0,,,,80.0,56.0,7.1,19.0,0.343051,73.764202804338,11.0,31.06269996483,,3,,0.48,0.16,0.15,,,3.0,,2.0,1.0,1.0,,2.0,,,0.2454,4.0,-0.5,,1.0,2.0,,,1.0,5.0,,,1.0,,,2.0,0.1845,3.0,8.6744076277048,9.1530823223655,1.0,1.0,,,,,
