match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_totalContest,stat_wonContest,captain,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_accurateCross,player_firstName,stat_bigChanceCreated,player_lastName,stat_lastManTackle,player_sofascoreId,stat_bigChanceMissed
14572770,home,SC Freiburg,Noah Atubolu,noah-atubolu,N. Atubolu,G,1,190,1842,M,980626,EUR,1022284800,G,1,1,False,51.0,28.0,27.0,5.0,0.0,25.0,30.0,3.0,21.0,1.0,8.0,2.0,3.0,1.0,90.0,57.0,6.5,23.0,0.00061583,0.2892,0,-0.0796,0.01,0.0,-0.14,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572770,home,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,False,31.0,29.0,3.0,3.0,0.0,17.0,17.0,12.0,14.0,1.0,,,,,90.0,45.0,6.7,4.0,0.113697,,1,,0.29,0.07,-0.16,,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0844,1.0,-0.07,,,,,,,,,,,,,,,,,,
14572770,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,886,M,142259,EUR,758937600,D,28,28,False,46.0,36.0,12.0,6.0,0.0,26.0,29.0,10.0,17.0,7.0,4.0,,,,90.0,59.0,7.1,10.0,0.00369157,,0,,0.09,0.07,0.41,,,1.0,2.0,2.0,,,,,,,,,,,2.0,1.0,3.0,,,,,,,,,,,,,,,
14572770,home,SC Freiburg,Anthony Jung,anthony-jung,A. Jung,D,5,186,137,M,103442,EUR,689126400,D,5,5,False,54.0,49.0,3.0,1.0,0.0,40.0,41.0,9.0,13.0,5.0,2.0,,,,90.0,66.0,6.8,5.0,0.00246564,,0,,0.1,0.04,-0.1,,,1.0,1.0,4.0,,,1.0,1.0,1.0,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,
14572770,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,354,M,142231,EUR,730857600,D,30,30,False,27.0,21.0,2.0,,0.0,11.0,13.0,10.0,14.0,,2.0,,,,71.0,35.0,6.6,10.0,0.00706472,,0,,-0.08,-0.19,-0.03,,1.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,,,,True,,,,,,,,,,,,
14572770,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,51.0,41.0,3.0,,0.0,20.0,23.0,21.0,28.0,2.0,6.0,,,,90.0,69.0,8.6,15.0,0.0317221,,3,,0.22,0.09,0.2,,,1.0,3.0,8.0,,1.0,1.0,2.0,1.0,3.0,1.0,0.3228,1.0,0.64,3.0,,1.0,2.0,1.0,,2.0,1.0,1.0,0.5048,,,,,,,,
14572770,home,SC Freiburg,Patrick Osterhage,osterhage-patrick,P. Osterhage,M,6,183,262,M,914755,EUR,949363200,M,6,6,False,37.0,34.0,4.0,2.0,0.0,13.0,14.0,21.0,23.0,2.0,8.0,,,,90.0,59.0,8.4,5.0,0.0116651,,3,,0.16,0.03,0.41,,,1.0,2.0,5.0,,1.0,3.0,2.0,1.0,3.0,1.0,0.1257,,0.54,,,2.0,,,,1.0,1.0,2.0,0.5298,1.0,,,,,,,
14572770,home,SC Freiburg,Jan-Niklas Beste,jan-niklas-beste,J. Beste,D,19,177,1026,M,836711,EUR,915408000,M,19,19,False,16.0,13.0,1.0,1.0,0.0,6.0,8.0,7.0,8.0,,2.0,,,,71.0,34.0,6.7,10.0,0.118335,,1,,0.24,0.15,0.14,,4.0,1.0,7.0,3.0,3.0,1.0,,1.0,1.0,1.0,1.0,0.1145,2.0,0.02,,1.0,,2.0,1.0,,,,1.0,,,2.0,,,,,,
14572770,home,SC Freiburg,Johan Manzambi,johan-manzambi,J. Manzambi,M,44,182,2012,M,1518931,EUR,1129248000,M,44,44,False,31.0,25.0,2.0,1.0,0.0,4.0,4.0,21.0,27.0,1.0,12.0,,,,89.0,53.0,7.2,14.0,0.0555198,,2,,0.27,0.55,-0.01,,,3.0,6.0,8.0,,1.0,1.0,2.0,,3.0,1.0,0.0901,1.0,-0.37,1.0,1.0,,3.0,2.0,,1.0,,7.0,0.074,,,Johan Manzambi,,,,,
14572770,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2064,M,171961,EUR,734140800,M,32,32,False,25.0,17.0,2.0,,1.0,10.0,13.0,7.0,12.0,1.0,2.0,,,,75.0,44.0,6.6,15.0,0.117811,,2,,0.2,0.2,-0.03,,5.0,2.0,6.0,3.0,1.0,1.0,,1.0,1.0,,1.0,0.0802,1.0,-0.36,,,,4.0,2.0,,1.0,,,0.03,,1.0,,1.0,,,,
