match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_fouls,stat_expectedGoalsOnTarget,stat_aerialWon,player_sofascoreId,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_wasFouled,stat_keyPass,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAShot
11352451,home,Bournemouth,Mark Travers,,,mark-travers,M. Travers,G,12,191,619,M,856720,EUR,926985600,G,42,42,False,35.0,21.0,24.0,10.0,11.0,13.0,10.0,22.0,6.0,1.0,1.0,1.0,1.0,90.0,39.0,7.0,14.0,0.0012801,0,0.9114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352451,home,Bournemouth,Adam Smith,,,adam-smith,A. Smith,D,15,180,494,M,44566,EUR,672883200,D,15,15,False,20.0,13.0,4.0,,11.0,12.0,2.0,9.0,4.0,,,,,90.0,40.0,7.2,12.0,0.0023156,1,,True,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0362,,,,,,,,,,,,,,,,,,,,,
11352451,home,Bournemouth,Marcos Senesi,,,marcos-senesi,M. Senesi,D,5,184,5596,M,830659,EUR,863222400,D,25,25,False,28.0,24.0,5.0,2.0,19.0,20.0,5.0,9.0,6.0,,,,,89.0,42.0,7.0,8.0,0.0176241,1,,,1.0,,,4.0,,1.0,,,1.0,0.5796,2.0,8.0,2.0,2.0,1.0,1.0,2.0,0.9431,,,,,,,,,,,,,
11352451,home,Bournemouth,Lloyd Kelly,,,lloyd-kelly,L. Kelly,D,6,191,3053,M,865167,EUR,907632000,D,5,5,False,26.0,23.0,7.0,4.0,18.0,19.0,5.0,7.0,3.0,,,,,90.0,35.0,7.1,4.0,0.00190223,0,,,,1.0,,6.0,1.0,1.0,,,1.0,,,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,
11352451,home,Bournemouth,Dango Ouattara,Dango Ouattara,,dango-ouattara,D. Ouattara,F,19,177,33926,M,1106451,EUR,1013385600,D,11,11,False,14.0,11.0,1.0,1.0,4.0,4.0,8.0,12.0,3.0,,,,,90.0,41.0,7.5,11.0,0.105098,0,,,2.0,5.0,,1.0,,5.0,2.0,1.0,2.0,,2.0,8.0,2.0,2.0,,,2.0,,1.0,d.ouattara15,1.0,1.0,1.0,1.0,1.0,2.0,,,,,
11352451,home,Bournemouth,Antoine Semenyo,,,antoine-semenyo,A. Semenyo,M,42,185,84914,M,934354,EUR,947203200,M,24,24,False,19.0,13.0,3.0,2.0,7.0,7.0,7.0,17.0,8.0,,,,,89.0,44.0,7.1,19.0,0.463674,1,,,5.0,12.0,1.0,1.0,1.0,,,,,0.0382,2.0,11.0,,7.0,,,1.0,,8.0,antoinesemenyo42,,1.0,3.0,2.0,2.0,2.0,,,,,
11352451,home,Bournemouth,Alex Scott,Alex Scott,,alex-scott,A. Scott,M,8,178,2382,M,1104986,EUR,1061424000,M,14,14,False,21.0,17.0,5.0,3.0,8.0,9.0,9.0,12.0,7.0,,,,,77.0,30.0,7.1,5.0,0.0827371,1,,,,4.0,,2.0,,,1.0,,,0.0958,1.0,6.0,,1.0,,,4.0,,1.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,
11352451,home,Bournemouth,Lewis Cook,,,lewis-cook,L. Cook,M,4,175,895,M,548188,EUR,854928000,M,4,4,False,28.0,20.0,3.0,1.0,12.0,14.0,9.0,21.0,7.0,,,,,90.0,49.0,7.3,16.0,0.233618,0,,,7.0,4.0,,3.0,1.0,4.0,4.0,2.0,1.0,,,3.0,1.0,1.0,,,1.0,,,,,1.0,,,,2.0,,,,,
11352451,home,Bournemouth,Justin Kluivert,,,justin-kluivert,J. Kluivert,M,19,171,6976,M,851596,EUR,925862400,M,19,19,False,21.0,13.0,3.0,2.0,5.0,9.0,8.0,14.0,5.0,,,,,89.0,36.0,7.0,14.0,0.0173711,3,,,2.0,3.0,1.0,1.0,,,,,,0.3974,,7.0,1.0,5.0,2.0,1.0,2.0,0.2278,1.0,justinkluivert,,,,1.0,1.0,,,,1.0,,
11352451,home,Bournemouth,Enes Ünal,,,enes-unal,E. Ünal,F,26,185,3634,M,336655,EUR,863222400,F,26,26,False,8.0,7.0,,,1.0,1.0,6.0,9.0,1.0,,,,,67.0,26.0,7.6,9.0,0.00372918,4,,,2.0,3.0,1.0,2.0,,,1.0,,2.0,0.6203,,6.0,1.0,4.0,2.0,1.0,1.0,0.1367,1.0,EnesUnal16,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
11352451,home,Bournemouth,Dominic Solanke,,,dominic-solanke,D. Solanke,F,19,186,11267,M,361420,EUR,874195200,F,9,9,False,10.0,7.0,,,3.0,3.0,4.0,7.0,6.0,,,,,90.0,33.0,7.5,9.0,0.0989065,4,,,,6.0,,,1.0,1.0,,,4.0,0.3392,3.0,5.0,,4.0,1.0,,,0.0331,1.0,Dom_Solanke,,,,2.0,3.0,1.0,1.0,3.0,,,
11352451,home,Bournemouth,Ryan Christie,,,ryan-christie,R. Christie,M,10,178,1213,M,322391,EUR,793411200,M,10,10,True,10.0,8.0,1.0,1.0,1.0,1.0,7.0,9.0,2.0,,,,,23.0,13.0,7.1,3.0,0.0145417,0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,2.0,,,,,
11352451,home,Bournemouth,Max Aarons,,,max-aarons,M. Aarons,D,3,178,1261,M,943645,EUR,946944000,D,37,37,True,9.0,8.0,,,4.0,4.0,4.0,6.0,,,,,,13.0,12.0,6.3,3.0,0.00365606,0,,,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,
11352451,home,Bournemouth,James Hill,,,james-hill,J. Hill,D,23,184,554,M,1156586,EUR,1010620800,D,23,23,True,,,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352451,home,Bournemouth,Dominic Sadi,Dominic Sadi,,sadi-dominic,D. Sadi,F,10,174,176,M,1398550,EUR,1062460800,M,49,49,True,1.0,,,,,,,1.0,,,,,,1.0,2.0,,1.0,,0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11352451,home,Bournemouth,Neto,,,neto,Neto,G,22,190,5148,M,84844,EUR,616809600,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Neto_Murara,,,,,,,,,,,
11352451,home,Bournemouth,Callan McKenna,Callan McKenna,,callan-mckenna,C. McKenna,G,46,192,82,M,1214988,EUR,1136073600,G,46,46,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352451,home,Bournemouth,Maxwell Kinsey-Wellings,,,maxwell-kinsey-wellings,M. Kinsey-Wellings,D,21,185,82,M,1902493,EUR,1107302400,D,48,48,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352451,home,Bournemouth,Michael Dacosta Gonzalez,Michael Dacosta Gonzalez,,michael-dacosta-gonzalez,M. D. Gonzalez,F,51,186,165,M,1463438,EUR,1109980800,F,50,50,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
