match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_bigChanceCreated,stat_shotOffTarget,captain,player_firstName,player_lastName,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_fouls,stat_totalOffside,stat_wonContest,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
12476442,home,Barrow AFC,Paul Farman,paul-farman,P. Farman,G,1,196.0,35,M,93150,EUR,625968000.0,G,1,1,False,31.0,17.0,27.0,13.0,0.0,7.0,8.0,10.0,23.0,1.0,1.0,8.0,2.0,3.0,90.0,37.0,6.4,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476442,home,Barrow AFC,Rory Feely,feely-rory,R. Feely,D,28,171.0,21,M,838866,EUR,852249600.0,D,24,24,False,30.0,16.0,4.0,,0.0,10.0,12.0,6.0,19.0,2.0,,,,,62.0,49.0,7.1,18.0,1,1.0,1.0,7.0,13.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
12476442,home,Barrow AFC,Theo Vassell,theo-vassell,T. Vassell,D,42,184.0,15,M,823907,EUR,852163200.0,D,42,42,False,44.0,37.0,4.0,2.0,1.0,26.0,28.0,11.0,16.0,2.0,,2.0,,,90.0,55.0,7.5,7.0,1,,2.0,3.0,8.0,,,4.0,,3.0,2.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
12476442,home,Barrow AFC,Niall Canavan,niall-canavan,N. Canavan,D,6,191.0,14,M,73410,EUR,671328000.0,D,6,6,False,49.0,39.0,9.0,2.0,0.0,32.0,34.0,7.0,15.0,3.0,,4.0,,,90.0,57.0,6.3,11.0,0,,2.0,,,1.0,,3.0,3.0,,,,,,,,True,,,,,,,,,,,,,,,,
12476442,home,Barrow AFC,Ben Jackson,ben-jackson,B. Jackson,D,7,182.0,36,M,1009739,EUR,982800000.0,D,30,30,False,36.0,25.0,8.0,3.0,0.0,14.0,16.0,12.0,26.0,4.0,,2.0,,,90.0,63.0,6.9,20.0,3,6.0,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,
12476442,home,Barrow AFC,Robbie Gotts,robbie-gotts,R. Gotts,M,22,177.0,43,M,967501,EUR,942105600.0,M,15,15,False,24.0,19.0,1.0,,1.0,10.0,11.0,11.0,19.0,1.0,,3.0,,,71.0,40.0,7.3,9.0,1,6.0,1.0,,3.0,,,1.0,1.0,3.0,2.0,,,2.0,,1.0,,,,2.0,,,,,,,,,,,,,
12476442,home,Barrow AFC,Dean Campbell,dean-campbell,D. Campbell,M,4,181.0,18,M,880702,EUR,984960000.0,M,4,4,False,46.0,40.0,3.0,1.0,1.0,20.0,21.0,20.0,26.0,5.0,1.0,6.0,,,90.0,62.0,7.4,8.0,3,1.0,2.0,1.0,6.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,1.0,,,,,,
12476442,home,Barrow AFC,Connor Mahoney,connor-mahoney,C. Mahoney,F,23,175.0,28,M,838912,EUR,855705600.0,M,23,23,False,28.0,25.0,3.0,2.0,0.0,11.0,11.0,18.0,28.0,3.0,3.0,7.0,,,71.0,50.0,7.0,13.0,0,11.0,,,4.0,,,,,2.0,1.0,1.0,,2.0,,,,,,4.0,1.0,,,,1.0,1.0,2.0,,,,,,
12476442,home,Barrow AFC,Kian Spence,kian-spence,K. Spence,M,8,178.0,23,M,1109081,EUR,978998400.0,M,8,8,False,19.0,17.0,,,0.0,7.0,7.0,10.0,14.0,8.0,3.0,3.0,,,90.0,38.0,6.8,8.0,2,2.0,,,6.0,3.0,1.0,1.0,,4.0,3.0,2.0,,1.0,,,,,,,1.0,1.0,,,3.0,,2.0,,,,,,
12476442,home,Barrow AFC,Mohamed Katia Kouyate,mohamed-katia-kouyate,M. K. Kouyate,F,17,183.0,27,M,1461521,EUR,1063065600.0,M,17,17,False,13.0,11.0,1.0,,0.0,1.0,1.0,10.0,18.0,7.0,3.0,5.0,,,88.0,43.0,7.0,16.0,3,6.0,1.0,2.0,9.0,1.0,,,,1.0,1.0,3.0,3.0,,,3.0,,,,,5.0,,,,,,3.0,1.0,,,,,
12476442,home,Barrow AFC,Gerard Garner,gerard-garner,G. Garner,F,19,188.0,17,M,1067411,EUR,909964800.0,F,10,10,False,11.0,9.0,,,0.0,3.0,3.0,6.0,8.0,7.0,,4.0,,,62.0,16.0,7.1,5.0,2,,3.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,2.0,1.0,1.0,,1.0,,,,,,,,
12476442,home,Barrow AFC,Neo Eccleston,neo-eccleston,N. Eccleston,D,12,177.0,20,M,1414931,EUR,1060560000.0,D,2,2,True,16.0,13.0,1.0,,0.0,7.0,8.0,6.0,9.0,4.0,,1.0,,,28.0,24.0,6.4,6.0,0,1.0,2.0,3.0,4.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
12476442,home,Barrow AFC,Emile Acquah,emile-acquah,E. Acquah,F,12,191.0,30,M,980016,EUR,963446400.0,F,20,20,True,7.0,5.0,,,0.0,2.0,2.0,3.0,5.0,,1.0,,,,28.0,13.0,7.7,2.0,3,,,3.0,4.0,,1.0,,,,,,,1.0,,,,,,,,2.0,1.0,,,,1.0,,,,,,
12476442,home,Barrow AFC,Elliot Newby,elliot-newby,E. Newby,M,11,177.0,6,M,805084,EUR,816912000.0,M,11,11,True,9.0,8.0,,,0.0,2.0,2.0,7.0,8.0,3.0,1.0,,,,19.0,12.0,6.5,3.0,0,1.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,
