match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoalsOnTarget,player_lastName,stat_blockedScoringAttempt,stat_accurateCross,stat_challengeLost,stat_bigChanceMissed,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_hitWoodwork,player_sofascoreId,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_goodHighClaim,stat_errorLeadToAShot
12441740,home,SC Heerenveen,Andries Noppert,andries-noppert,A. Noppert,G,44,203,438,M,339339,EUR,765676800,G,44,44,False,34.0,17.0,25.0,8.0,0.0,12.0,14.0,5.0,20.0,1.0,5.0,1.0,2.0,1.0,90.0,40.0,6.5,18.0,0.00552613,0,-0.3826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441740,home,SC Heerenveen,Oliver Braude,braude-oliver,O. Braude,D,45,174,214,M,1150061,EUR,1077321600,D,45,45,False,49.0,40.0,6.0,3.0,0.0,21.0,25.0,19.0,26.0,2.0,6.0,,,,90.0,69.0,7.1,14.0,0.0179211,1,,Oliver Braude,2.0,1.0,3.0,7.0,2.0,1.0,1.0,5.0,4.0,2.0,0.014,1.0,,,,,,,,,,,,,,,,,,,,,
12441740,home,SC Heerenveen,Sam Kersten,sam-kersten,S. Kersten,D,4,191,83,M,847072,EUR,886118400,D,4,4,False,54.0,47.0,3.0,1.0,0.0,31.0,33.0,16.0,21.0,4.0,4.0,,,,90.0,68.0,8.0,7.0,0.00558826,1,,,,2.0,1.0,5.0,,,,3.0,3.0,,0.5508,1.0,1.0,1.0,1.0,1.0,2.0,0.947,,,,,,,,,,,,,,,
12441740,home,SC Heerenveen,Nikolai Soyset Hopland,hopland-nikolai-soyset,N. S. Hopland,D,17,186,224,M,1121247,EUR,1090627200,D,17,17,False,46.0,42.0,3.0,2.0,0.0,29.0,32.0,13.0,14.0,7.0,4.0,,,,90.0,54.0,6.8,4.0,0.00488989,1,,,,4.0,4.0,4.0,,,,,,1.0,0.0863,,3.0,,,,,,,1.0,,,,,,,,,,,,,
12441740,home,SC Heerenveen,Mats Köhlert,mats-kohlert,M. Köhlert,D,27,168,173,M,794998,EUR,894067200,D,11,11,False,33.0,29.0,2.0,,0.0,14.0,16.0,17.0,22.0,1.0,4.0,,,,90.0,61.0,6.9,13.0,0.117061,1,,,5.0,1.0,4.0,3.0,1.0,,,1.0,1.0,1.0,0.0609,2.0,1.0,1.0,,,1.0,0.2376,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,
12441740,home,SC Heerenveen,Marcus Linday,marcus-linday,M. Linday,M,16,186,207,M,1627623,EUR,1054512000,M,16,16,False,40.0,33.0,2.0,1.0,0.0,15.0,16.0,18.0,24.0,1.0,8.0,,,,89.0,53.0,7.0,10.0,0.0455308,1,,Marcus Linday,,1.0,2.0,7.0,1.0,,,4.0,4.0,1.0,0.0253,,,,,,,,,1.0,,,,2.0,2.0,,,,,,,,
12441740,home,SC Heerenveen,Luuk Brouwers,luuk-brouwers,L. Brouwers,M,8,180,141,M,794014,EUR,894153600,M,8,8,False,22.0,22.0,1.0,1.0,1.0,6.0,6.0,16.0,16.0,3.0,4.0,,,,45.0,31.0,7.7,,0.130903,2,,,,1.0,1.0,2.0,,,,1.0,1.0,1.0,0.1028,2.0,,1.0,,,2.0,0.0107,,1.0,,,,,,True,1.0,,,,,,
12441740,home,SC Heerenveen,Alireza Jahanbakhsh,alireza-jahanbakhsh,A. Jahanbakhsh,M,27,180,3825,M,331837,EUR,745027200,M,30,30,False,40.0,32.0,3.0,1.0,0.0,10.0,10.0,23.0,36.0,,3.0,,,,89.0,61.0,7.3,17.0,0.263426,4,,,6.0,3.0,5.0,5.0,2.0,,,1.0,,,0.1164,2.0,1.0,2.0,,,1.0,0.3505,,2.0,1.0,2.0,,1.0,1.0,,,alirezajb,,,,,
12441740,home,SC Heerenveen,Levi Smans,levi-smans,L. Smans,M,14,175,135,M,1133678,EUR,1048550400,M,14,14,False,31.0,26.0,2.0,2.0,0.0,8.0,10.0,21.0,32.0,1.0,4.0,,,,90.0,54.0,7.5,19.0,0.628731,0,,Levi Smans,11.0,,9.0,3.0,3.0,1.0,,1.0,1.0,1.0,,6.0,3.0,,,,,,,,3.0,,,1.0,1.0,,,,3.0,1.0,1.0,,
12441740,home,SC Heerenveen,Ilias Sebaoui,ilias-sebaoui,I. Sebaoui,M,10,180,683,M,1154586,EUR,1002153600,M,10,10,False,14.0,9.0,2.0,1.0,0.0,1.0,2.0,8.0,12.0,1.0,3.0,,,,79.0,36.0,7.1,14.0,0.00800007,4,,Ilias Sebaoui,,1.0,11.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,0.1453,,2.0,1.0,1.0,,1.0,0.5126,,1.0,,2.0,,4.0,,,,,3.0,,,,
