match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_interceptionWon,stat_expectedGoals,stat_accurateCross,stat_aerialLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,captain,stat_goalAssist,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_wasFouled,stat_fouls,stat_expectedGoalsOnTarget,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
11401960,home,AZ Alkmaar,Myron Van Brederode,,,myron-van-brederode,M. V. Brederode,M,9,172,395,M,1012925,EUR,1057449600,F,19,19,False,17.0,11.0,,,2.0,3.0,16.0,1.0,7.0,,,,,,77.0,33.0,7.0,13.0,0.0567873,1,,9.0,2.0,,2.0,4.0,,,,,1.0,0.0376,,,,1.0,,,,,,,2.0,2.0,3.0,3.0,1.0,,,0.1802,1.0,,,,,,
11401960,home,AZ Alkmaar,Sven Mijnans,,,sven-mijnans,S. Mijnans,M,10,190,1199,M,980671,EUR,952560000,M,16,16,True,9.0,9.0,1.0,1.0,2.0,2.0,7.0,,1.0,,,,,,26.0,14.0,7.4,,0.0440005,2,,7.0,,,,,,1.0,,,,0.4546,,,,,,,,,,,,,,,1.0,,,0.7446,,,,1.0,,,
11401960,home,AZ Alkmaar,Jayden Addai,,,jayden-addai,J. Addai,M,42,176,3073,M,1177723,EUR,1125014400,F,17,17,True,10.0,6.0,,,,1.0,11.0,,2.0,,,,,,25.0,24.0,6.5,11.0,0.0889222,1,,6.0,2.0,,5.0,2.0,,,1.0,,,0.0243,,,,1.0,,1.0,,,,,1.0,1.0,4.0,1.0,,,1.0,,,,,,,,
11401960,home,AZ Alkmaar,Tiago Dantas,,,tiago-dantas,T. Dantas,M,26,169,1156,M,945097,EUR,977616000,M,6,6,True,19.0,18.0,3.0,2.0,6.0,6.0,16.0,,,,,,,,25.0,26.0,6.9,4.0,0.0357583,1,,12.0,3.0,,1.0,1.0,1.0,1.0,,,,0.0458,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,
11401960,home,AZ Alkmaar,David Möller Wolfe,,,david-moller-wolfe,D. M. Wolfe,D,6,185,958,M,1031283,EUR,1019520000,D,18,18,True,10.0,8.0,1.0,,1.0,2.0,9.0,,1.0,,,,,,13.0,13.0,6.3,3.0,0.0125769,0,,7.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11401960,home,AZ Alkmaar,Jens Odgaard,,,jens-odgaard,J. Odgaard,M,21,188,1839,M,826064,EUR,922838400,F,7,7,True,3.0,2.0,,,,,5.0,,,,,,,,13.0,10.0,6.5,5.0,0.0210377,0,,2.0,2.0,,2.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,
11401960,home,AZ Alkmaar,Tristan Kuijsten,Tristan Kuijsten,,kuijsten-tristan,T. Kuijsten,G,12,191,34,M,1177180,EUR,1105833600,G,53,53,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401960,home,AZ Alkmaar,Wouter Goes,,,wouter-goes,W. Goes,D,3,187,709,M,1145982,EUR,1086825600,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401960,home,AZ Alkmaar,Mees de Wit,,,mees-de-wit,M. de Wit,D,34,178,170,M,893559,EUR,892771200,D,34,34,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401960,home,AZ Alkmaar,Ruben van Bommel,,,ruben-van-bommel,R. van Bommel,M,7,191,2030,M,1212550,EUR,1091491200,F,15,15,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401960,home,AZ Alkmaar,Ibrahim Sadiq,,,ibrahim-sadiq,I. Sadiq,M,11,166,1316,M,905174,EUR,957657600,F,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401960,home,AZ Alkmaar,Ernest Poku,,,ernest-poku,E. Poku,M,19,172,5105,M,1119502,EUR,1075248000,F,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401960,home,AZ Alkmaar,Mexx Meerdink,,,mexx-meerdink,M. Meerdink,F,35,182,933,M,1153117,EUR,1059004800,F,29,29,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401960,away,PEC Zwolle,Jasper Schendelaar,Jasper,Schendelaar,jasper-schendelaar,J. Schendelaar,G,1,182,179,M,856636,EUR,967852800,G,1,1,False,34.0,18.0,26.0,10.0,15.0,19.0,15.0,2.0,17.0,6.0,6.0,1.0,,,90.0,60.0,8.3,16.0,0.00057435,0,0.4084,3.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,
11401960,away,PEC Zwolle,Bram van Polen,,,bram-van-polen,B. v. Polen,D,,179,52,M,17032,EUR,497836800,D,2,2,False,30.0,23.0,7.0,3.0,18.0,22.0,8.0,7.0,5.0,,,,,,90.0,56.0,7.1,10.0,0.0076546,0,,5.0,,1.0,1.0,2.0,,,,,3.0,,,,1.0,1.0,1.0,2.0,True,,,,,,1.0,,,,,,,,,,,,
11401960,away,PEC Zwolle,Sam Kersten,,,sam-kersten,S. Kersten,D,4,191,83,M,847072,EUR,886118400,D,4,4,False,37.0,31.0,6.0,2.0,26.0,28.0,9.0,8.0,6.0,,,,,,90.0,51.0,6.8,8.0,0.00130688,0,,5.0,,1.0,3.0,2.0,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,2.0,,,,,,2.0,,,,,,,,
11401960,away,PEC Zwolle,Thomas Lam,,,thomas-lam,T. Lam,D,3,188,86,M,110934,EUR,756172800,D,13,13,False,43.0,40.0,3.0,1.0,35.0,35.0,8.0,13.0,2.0,,,,,,90.0,61.0,6.9,3.0,0.00197595,1,,5.0,,3.0,3.0,5.0,2.0,,,,1.0,0.2173,,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,,0.4275,,,,,,,
11401960,away,PEC Zwolle,Anselmo Garcia McNulty,,,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187,281,M,1005693,EUR,1045612800,D,15,15,False,43.0,33.0,11.0,5.0,25.0,33.0,11.0,1.0,4.0,,,,,,82.0,62.0,7.0,12.0,0.00420968,0,,8.0,1.0,2.0,1.0,8.0,,,,,2.0,,,,1.0,3.0,1.0,,,,,,,,1.0,1.0,,2.0,1.0,,,,,,,,
11401960,away,PEC Zwolle,Nick Fichtinger,Nick,Fichtinger,fichtinger-nick,N. Fichtinger,M,34,178,50,M,1509752,EUR,1081209600,M,34,34,False,31.0,19.0,6.0,1.0,14.0,21.0,10.0,2.0,6.0,,,,,,90.0,48.0,6.2,16.0,0.0130017,1,,5.0,,,7.0,5.0,7.0,,1.0,,2.0,0.0187,,,,5.0,3.0,,,,,,4.0,,,,,,,,,,,,,,
11401960,away,PEC Zwolle,Davy van den Berg,,,davy-van-den-berg,D. v. d. Berg,M,6,185,272,M,1001468,EUR,949622400,M,11,11,False,36.0,27.0,3.0,1.0,16.0,19.0,17.0,1.0,6.0,,,,,,90.0,54.0,6.6,15.0,0.206142,0,,11.0,,1.0,7.0,6.0,2.0,,,,2.0,,,1.0,,1.0,1.0,1.0,,,1.0,,4.0,,2.0,,,4.0,3.0,,,,,,,,1.0
11401960,away,PEC Zwolle,Younes Namli,,,younes-namli,Y. Namli,M,9,180,239,M,235538,EUR,772070400,M,7,7,False,29.0,20.0,4.0,3.0,13.0,18.0,12.0,,7.0,,,,,,90.0,41.0,7.0,13.0,0.0667183,1,,7.0,1.0,,1.0,3.0,,,,,1.0,0.0263,,,,2.0,2.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,,,0.0592,,,,,,,
11401960,away,PEC Zwolle,Odysseus Velanas,Odysseus,Velanas,odysseus-velanas,O. Velanas,M,18,180,83,M,846003,EUR,897004800,M,18,18,False,11.0,8.0,4.0,1.0,6.0,6.0,8.0,,2.0,,,,,,90.0,25.0,6.4,12.0,0.0007796,2,,2.0,3.0,,7.0,1.0,3.0,1.0,,1.0,,0.8584,,1.0,,,,,,,,,3.0,3.0,,,1.0,1.0,,0.9107,1.0,,1.0,1.0,,,
11401960,away,PEC Zwolle,Eliano Reijnders,,,eliano-reijnders,E. Reijnders,D,2,168,8068,M,960112,EUR,972259200,M,23,23,False,21.0,13.0,2.0,1.0,5.0,6.0,15.0,1.0,4.0,,,,,,71.0,39.0,6.6,15.0,0.0112687,2,,8.0,,,5.0,2.0,,,1.0,,1.0,0.0819,,2.0,,1.0,,,,,,,4.0,2.0,2.0,1.0,1.0,,,0.3656,,eliano.r,,,,,
11401960,away,PEC Zwolle,Lennart Thy,,,lennart-thy,L. Thy,F,9,184,263,M,109126,EUR,698976000,F,9,9,False,38.0,24.0,2.0,2.0,14.0,18.0,20.0,2.0,4.0,,,,,,90.0,55.0,7.1,22.0,0.00519161,1,,10.0,,4.0,7.0,5.0,2.0,,,,,0.5711,,2.0,,1.0,1.0,,,,,,5.0,2.0,1.0,,1.0,,,0.9066,,,,1.0,,,
11401960,away,PEC Zwolle,Dean Huiberts,,,huiberts-dean,D. Huiberts,M,30,186,75,M,990922,EUR,958435200,M,8,8,True,3.0,1.0,,,,,3.0,1.0,,,,,,,19.0,7.0,6.3,3.0,0.00049223,0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,
11401960,away,PEC Zwolle,Damian van der Haar,Damian van der Haar,,damian-van-der-haar,D. v. d. Haar,D,33,183,49,M,1172732,EUR,1074211200,D,33,33,True,1.0,,1.0,,,1.0,,,1.0,,,,,,8.0,4.0,6.4,1.0,4.39e-06,0,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11401960,away,PEC Zwolle,Mike Hauptmeijer,,,mike-hauptmeijer,M. Hauptmeijer,G,1,190,66,M,376448,EUR,858643200,G,40,40,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401960,away,PEC Zwolle,Kenneth Vermeer,Kenneth,Vermeer,kenneth-vermeer,K. Vermeer,G,,182,115,M,9874,EUR,505699200,G,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401960,away,PEC Zwolle,Luis Görlich,,,luis-gorlich,L. Görlich,D,2,182,16,M,944299,EUR,954547200,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401960,away,PEC Zwolle,Teun Gijselhart,Teun,Gijselhart,gijselhart-teun,T. Gijselhart,M,8,176,53,M,1405763,EUR,1112745600,M,38,38,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401960,away,PEC Zwolle,Divaio Bobson,,,divaio-bobson,D. Bobson,M,16,182,51,M,1145587,EUR,1076025600,M,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401960,away,PEC Zwolle,Apostolos Vellios,Apostolos,Vellios,apostolos-vellios,A. Vellios,F,,191,184,M,51021,EUR,694828800,F,14,14,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
