match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_expectedGoals,stat_shotValueNormalized,stat_dribbleValueNormalized,stat_wonTackle,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_challengeLost,stat_accurateCross,stat_shotOffTarget,stat_bigChanceCreated,player_sofascoreId,captain,stat_bigChanceMissed,stat_goals,stat_penaltyWon,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_outfielderBlock
14429532,home,Al-Shabab,Georgiy Bushchan,heorhiy-bushchan,G. Bushchan,G,1,198.0,641,M,138813,EUR,770342400.0,G,1,1,False,15.0,15.0,4.0,4.0,0.0,14.0,14.0,1.0,1.0,6.0,1.0,1.0,90.0,21.0,6.3,0.00041768,0.202,0,-0.9184,0.02,-0.35,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429532,home,Al-Shabab,Mubarak Al-Rajeh,mubarak-al-rajeh,M. Al-Rajeh,D,94,,39,M,1429814,EUR,1059696000.0,D,94,94,False,24.0,19.0,2.0,,0.0,7.0,8.0,12.0,16.0,1.0,,,90.0,48.0,5.4,0.00701156,,1,,-0.03,-0.9,,Mubarak Abdul Rahman Al Rajeh,,2.0,2.0,3.0,4.0,5.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,12.0,0.0372,-0.08,0.03,,,,,,,,,,,,,,,,,,,,
14429532,home,Al-Shabab,Ali Makki,ali-makki,A. Makki,D,5,174.0,20,M,1399144,EUR,924566400.0,D,5,5,False,45.0,38.0,8.0,3.0,0.0,19.0,20.0,19.0,25.0,4.0,,,90.0,55.0,5.8,0.0236243,,0,,0.18,-0.66,,Ali Makki,,1.0,2.0,,3.0,3.0,,,1.0,,2.0,1.0,,1.0,1.0,9.0,,,0.05,2.0,,,,,,,,,,,,,,,,,,,
14429532,home,Al-Shabab,Wesley Hoedt,wesley-hoedt,W. Hoedt,D,4,188.0,354,M,336813,EUR,762912000.0,D,4,4,False,69.0,62.0,19.0,13.0,0.0,27.0,27.0,35.0,42.0,3.0,,,90.0,81.0,7.1,0.0796379,,1,,0.45,-0.55,,,,,,1.0,1.0,4.0,,,7.0,1.0,2.0,,,,1.0,7.0,0.0301,0.0,0.23,2.0,1.0,1.0,1.0,0.0424,1.0,,,,,,,,,,,,,,
14429532,home,Al-Shabab,Sultan Al Anzi,sultan,Sultan,D,34,,11,M,2234431,EUR,1060214400.0,D,34,34,False,25.0,22.0,3.0,1.0,0.0,18.0,18.0,4.0,7.0,3.0,,,73.0,41.0,6.0,0.00267954,,0,,-0.02,-0.55,,Sultan,,1.0,1.0,,3.0,4.0,,,2.0,,2.0,2.0,,2.0,1.0,6.0,,,0.02,1.0,,,,,,1.0,,,,,,,,,,,,,
14429532,home,Al-Shabab,Carlos Junior,carlos-junior,C. Junior,M,13,176.0,437,M,555624,EUR,808444800.0,M,13,13,False,14.0,10.0,,,0.0,2.0,2.0,8.0,12.0,2.0,,,67.0,25.0,6.7,0.0896793,,0,,0.1,-0.17,,,,2.0,,1.0,,3.0,,,,1.0,1.0,2.0,,1.0,,9.0,,,0.25,,,,,,,,,,,,,,,,,,,,
14429532,home,Al-Shabab,Faisal Al-Sibyani,faisal-al-sibyani,F. Al-Sibyani,M,6,172.0,54,M,1217924,EUR,1057536000.0,M,6,6,False,43.0,38.0,3.0,1.0,0.0,16.0,17.0,22.0,26.0,2.0,,,90.0,58.0,6.7,0.0803035,,1,,0.27,-0.16,,,,3.0,2.0,,4.0,5.0,,,1.0,,3.0,2.0,,2.0,2.0,9.0,0.0234,-0.04,0.06,,,,,,1.0,,1.0,1.0,,,,,,,,,,,
14429532,home,Al-Shabab,Vincent Sierro,vincent-sierro,V. Sierro,M,14,184.0,459,M,794412,EUR,813110400.0,M,14,14,False,51.0,43.0,8.0,5.0,0.0,17.0,18.0,26.0,33.0,5.0,,,90.0,66.0,7.0,0.351158,,2,,0.49,-0.21,,,,2.0,1.0,,4.0,3.0,2.0,2.0,,1.0,2.0,1.0,,1.0,1.0,12.0,0.0689,-0.15,0.25,2.0,,,,,3.0,,1.0,,1.0,,,,,,,,,,
14429532,home,Al-Shabab,Yannick Carrasco,yannick-carrasco,Y. Carrasco,F,10,180.0,4751,M,182001,EUR,747100800.0,M,10,10,False,33.0,30.0,1.0,,0.0,8.0,8.0,22.0,25.0,5.0,,,86.0,66.0,6.6,0.144081,,4,,0.03,-0.17,,,,10.0,,1.0,7.0,7.0,1.0,1.0,,1.0,1.0,4.0,,2.0,3.0,20.0,1.2053,0.11,0.16,1.0,6.0,3.0,3.0,1.517,2.0,,1.0,,,yannickferreiracarrasco,True,1.0,1.0,,,,,,
14429532,home,Al-Shabab,Haroune Camara,haroune-camara,H. Camara,F,70,187.0,2967,M,926730,EUR,883612800.0,F,70,70,False,6.0,6.0,,,0.0,2.0,2.0,4.0,4.0,1.0,,,67.0,13.0,7.6,0.597925,,0,,0.6,0.0,,,,,1.0,,3.0,3.0,,,,,,2.0,,3.0,1.0,4.0,,,0.03,,2.0,,,,1.0,,,,1.0,,,,,1.0,,,,,
14429532,home,Al-Shabab,Abderrazak Hamdallah,abderrazak-hamdallah,A. Hamdallah,F,9,182.0,11081,M,826961,EUR,661392000.0,F,9,9,False,19.0,15.0,,,0.0,5.0,6.0,10.0,13.0,1.0,,,90.0,28.0,6.5,0.0105603,,2,,-0.23,0.16,,,,,,1.0,1.0,3.0,,,1.0,,,2.0,,2.0,,7.0,0.2303,-0.57,0.29,,1.0,,,,,,,2.0,,abderrazak_hamdallah,,1.0,,,,,,,
14429532,home,Al-Shabab,Hammam Al-Hammami,al-hammami-hammam,H. Al-Hammami,F,22,169.0,198,M,1836904,EUR,1075420800.0,F,22,22,True,10.0,7.0,,,0.0,,1.0,7.0,9.0,1.0,,,23.0,18.0,6.8,0.224399,,0,,0.27,-0.02,,Hammam Al-Hammami,,3.0,,1.0,3.0,2.0,1.0,,1.0,,1.0,1.0,,,2.0,8.0,,,0.04,1.0,,,,,1.0,,,,,,,,,,,,,,
