match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_ownGoals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_accurateCross,stat_totalContest,stat_wonContest,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalOffside,captain,stat_errorLeadToAShot
11352523,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,1,1,False,36.0,30.0,8.0,2.0,0.0,29.0,30.0,1.0,6.0,1.0,13.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,90.0,55.0,6.5,7.0,0.00012186,0,-0.8041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352523,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,35.0,32.0,1.0,,0.0,21.0,21.0,11.0,15.0,1.0,2.0,,,,,,,,90.0,60.0,6.6,9.0,0.036281,0,,,,1.0,1.0,3.0,9.0,1.0,2.0,1.0,6.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,
11352523,home,Aston Villa,Diego Carlos,diego-carlos,D. Carlos,D,34,185,2746,M,,604232,EUR,732153600,D,3,3,False,58.0,54.0,6.0,3.0,0.0,42.0,43.0,12.0,15.0,3.0,4.0,,,,,,,,90.0,66.0,6.0,5.0,0.00556858,2,,,,,1.0,8.0,1.0,1.0,1.0,,,,,,2.0,1.0,1.0,1.0,1.0,4.0,1.0001,,,,,,,,,,,
11352523,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192,4099,M,pauttorres,864169,EUR,853372800,D,14,14,False,48.0,44.0,6.0,4.0,0.0,33.0,35.0,11.0,13.0,4.0,4.0,,,,,,,,90.0,60.0,6.7,4.0,0.00907947,1,,,,,1.0,1.0,2.0,,,,1.0,1.0,,,,,,1.0,1.0,1.0,0.0142,,,,,,,,,,,
11352523,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,12,12,False,39.0,28.0,6.0,2.0,0.0,16.0,19.0,14.0,26.0,3.0,6.0,,,,,,,,90.0,71.0,6.3,24.0,0.0624892,1,,,,6.0,2.0,7.0,8.0,1.0,,1.0,1.0,,1.0,3.0,1.0,,1.0,,,2.0,0.0083,2.0,5.0,2.0,1.0,,,,,,,
11352523,home,Aston Villa,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177,9789,M,youritielemans,331737,EUR,862963200,M,8,8,False,31.0,27.0,2.0,1.0,0.0,16.0,18.0,11.0,13.0,1.0,3.0,,,,,,,,65.0,42.0,7.4,6.0,0.0895698,1,,,,,,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,0.1871,,1.0,1.0,,1.0,1.0,0.2004,,,,
11352523,home,Aston Villa,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175,11801,M,Douglas_Luiz,867887,EUR,894672000,M,6,6,False,44.0,39.0,3.0,1.0,0.0,27.0,28.0,12.0,18.0,,3.0,,,,,,,,80.0,55.0,6.8,10.0,0.0115362,1,,,,2.0,1.0,2.0,4.0,,,1.0,,,1.0,2.0,,,1.0,,,1.0,0.115,,2.0,1.0,1.0,,,,,,,
11352523,home,Aston Villa,Leon Bailey,leon-bailey,L. Bailey,M,31,178,7677,M,leonbailey,808590,EUR,871084800,M,31,31,False,21.0,16.0,,,0.0,4.0,5.0,12.0,16.0,,4.0,,,,,,,,90.0,43.0,7.4,13.0,0.974121,3,,,,,1.0,7.0,9.0,1.0,2.0,,1.0,1.0,3.0,2.0,1.0,,1.0,2.0,,1.0,0.1625,,7.0,5.0,3.0,,,,1.0,1.0,,
11352523,home,Aston Villa,Moussa Diaby,diaby-moussa,M. Diaby,M,19,170,7575,M,moussadiaby,855817,EUR,931305600,M,19,19,False,27.0,21.0,,,1.0,8.0,9.0,13.0,18.0,1.0,2.0,,,,,,,,90.0,41.0,8.2,9.0,0.415702,3,,,,,,3.0,6.0,1.0,,,,,1.0,2.0,,,2.0,,,,0.4415,,6.0,4.0,5.0,1.0,,0.0603,1.0,1.0,,
11352523,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,31.0,28.0,3.0,2.0,0.0,8.0,9.0,22.0,25.0,1.0,7.0,,,,,,,,90.0,53.0,7.1,11.0,0.254885,1,,,,3.0,,5.0,7.0,1.0,2.0,,1.0,,3.0,3.0,,,,1.0,,1.0,0.0391,2.0,4.0,3.0,2.0,,,,,,True,
