match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_fouls,stat_expectedGoals,captain,stat_accurateCross,stat_aerialLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_blockedScoringAttempt,stat_dispossessed,stat_hitWoodwork,stat_goals,stat_totalOffside
12764200,home,Real Sociedad,Unai Marrero,Unai Marrero,unai-marrero,U. Marrero,G,13,187,283,M,1094782,EUR,1002585600,G,13,13,False,22.0,16.0,8.0,2.0,0.0,16.0,18.0,4.0,3.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,90.0,33.0,7.4,7.0,2.4e-05,0,0.7831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764200,home,Real Sociedad,Álvaro Odriozola,,alvaro-odriozola,Á. Odriozola,D,20,175,2586,M,353250,EUR,818899200,D,2,2,False,22.0,22.0,,,0.0,8.0,8.0,15.0,,2.0,,,,,,,,45.0,26.0,6.7,1.0,0.0109268,1,,,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0079,,,,,,,,,,,,,,,,,,,,,
12764200,home,Real Sociedad,Aritz Elustondo,,aritz-elustondo,A. Elustondo,D,6,178,410,M,785468,EUR,764812800,D,6,6,False,79.0,72.0,5.0,2.0,1.0,44.0,48.0,32.0,5.0,3.0,,,,,,,,90.0,94.0,7.9,8.0,0.130637,1,,,29.0,1.0,4.0,1.0,5.0,,2.0,,0.0405,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1599,1.0,,,,,,,,,,,
12764200,home,Real Sociedad,Nayef Aguerd,,nayef-aguerd,N. Aguerd,D,21,188,25685,M,877102,EUR,828144000,D,21,21,False,87.0,80.0,9.0,4.0,0.0,42.0,45.0,42.0,4.0,6.0,,,,,,,,90.0,98.0,7.5,7.0,0.0153522,0,,,38.0,,1.0,2.0,3.0,,2.0,,,,,1.0,,,,,,,,nayefaguard,1.0,1.0,1.0,1.0,1.0,,,,,
12764200,home,Real Sociedad,Sergio Gómez,,sergio-gomez,S. Gómez,M,17,171,4433,M,855835,EUR,968025600,D,17,17,False,43.0,40.0,,,0.0,26.0,29.0,18.0,1.0,2.0,,,,,,,,81.0,57.0,7.1,8.0,0.0553612,0,,,15.0,4.0,,2.0,,,1.0,1.0,,,1.0,,,,1.0,,,,1.0,sergiogm_10,1.0,1.0,,,,,,,,
12764200,home,Real Sociedad,Sheraldo Becker,,sheraldo-becker,S. Becker,F,23,180,1512,M,352544,EUR,792288000,M,11,11,False,36.0,27.0,2.0,1.0,1.0,6.0,7.0,36.0,1.0,1.0,,,,,,,,90.0,54.0,7.5,13.0,0.583427,4,,,24.0,7.0,,3.0,4.0,1.0,,2.0,0.4849,,3.0,1.0,2.0,2.0,2.0,2.0,2.0,0.3882,2.0,,,,1.0,1.0,1.0,1.0,,,,
12764200,home,Real Sociedad,Martín Zubimendi,,martin-zubimendi,M. Zubimendi,M,36,180,26374,M,966837,EUR,917913600,M,4,4,False,46.0,44.0,5.0,5.0,0.0,23.0,25.0,21.0,3.0,4.0,,2.0,,,,,,63.0,56.0,6.9,5.0,0.0144387,1,,,21.0,,,2.0,,,1.0,1.0,0.032,,,,1.0,,,,1.0,0.0102,,martin_zubimendi,,,,,,,,,,
12764200,home,Real Sociedad,Pablo Marín,Pablo Marín,pablo-marin,P. Marín,M,15,178,493,M,1139409,EUR,1057190400,M,28,28,False,39.0,32.0,3.0,2.0,0.0,16.0,19.0,21.0,,4.0,,1.0,,,,,,90.0,50.0,6.7,11.0,0.0988777,1,,,17.0,1.0,,6.0,2.0,1.0,1.0,2.0,0.102,,1.0,1.0,1.0,,,,,,1.0,,,,2.0,1.0,,,2.0,,,
12764200,home,Real Sociedad,Ander Barrenetxea,,ander-barrenetxea,A. Barrenetxea,F,7,174,1649,M,966862,EUR,1009411200,M,7,7,False,22.0,16.0,,,0.0,5.0,7.0,17.0,,5.0,,2.0,,,,,,73.0,43.0,7.3,11.0,0.550598,0,,,12.0,2.0,,5.0,7.0,,1.0,,,,1.0,1.0,,,1.0,,,,2.0,,2.0,1.0,4.0,2.0,3.0,,2.0,,,
12764200,home,Real Sociedad,Brais Méndez,,brais-mendez,B. Méndez,M,23,184,2008,M,845385,EUR,852595200,F,23,23,False,67.0,59.0,1.0,1.0,0.0,22.0,25.0,42.0,,2.0,,3.0,,,,,,90.0,80.0,7.5,12.0,0.318469,3,,,37.0,,,4.0,2.0,1.0,,2.0,0.2095,,,1.0,2.0,1.0,2.0,1.0,,,4.0,,,,,,1.0,2.0,,,,
