match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalContest,stat_wonContest,stat_wasFouled,captain,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_challengeLost,stat_goalAssist,stat_aerialWon,stat_bigChanceCreated,stat_keyPass,player_sofascoreId,stat_dispossessed,stat_onTargetScoringAttempt,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,stat_bigChanceMissed,stat_hitWoodwork
10382061,home,FC Emmen,Mickey van der Hart,mickey-van-der-hart,M. v. d. Hart,G,188,97,M,242313,EUR,771465600,G,32,32,False,34.0,18.0,22.0,6.0,16.0,18.0,2.0,16.0,1.0,10.0,5.0,90.0,44.0,6.8,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382061,home,FC Emmen,Mike te Wierik,mike-te-wierik,M. t. Wierik,D,191,47,M,127554,EUR,707961600,D,17,17,False,17.0,13.0,,,8.0,10.0,5.0,8.0,1.0,2.0,,90.0,34.0,6.4,6.0,0,23,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10382061,home,FC Emmen,Miguel Araujo,miguel-araujo,M. Araujo,D,178,883,M,370226,EUR,782956800,D,5,5,False,44.0,35.0,12.0,6.0,28.0,33.0,7.0,11.0,7.0,10.0,,90.0,58.0,7.1,9.0,0,20,,,,2.0,1.0,2.0,3.0,3.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10382061,home,FC Emmen,Jeroen Veldmate,jeroen-veldmate,J. Veldmate,D,187,9,,28111,EUR,594950400,D,4,4,False,29.0,21.0,7.0,4.0,14.0,20.0,7.0,9.0,1.0,7.0,,90.0,44.0,6.8,9.0,0,,,,,9.0,2.0,1.0,1.0,1.0,,,,,True,1.0,,,,,,,,,,,,,,,,,,,,
10382061,home,FC Emmen,Lorenzo Burnet,lorenzo-burnet,L. Burnet,D,170,12,M,100384,EUR,663552000,D,18,18,False,16.0,14.0,2.0,1.0,8.0,8.0,6.0,9.0,4.0,3.0,,76.0,34.0,6.9,3.0,0,18,1.0,,3.0,7.0,,2.0,4.0,3.0,2.0,,,,,,Lorenzo,Burnet,1.0,,,,,,,,,,,,,,,,,
10382061,home,FC Emmen,Keziah Veendorp,keziah-veendorp,K. Veendorp,D,183,41,M,361778,EUR,856137600,M,2,2,False,16.0,9.0,4.0,2.0,6.0,9.0,3.0,7.0,5.0,2.0,,45.0,24.0,7.1,8.0,0,,,,2.0,,,1.0,2.0,2.0,,1.0,1.0,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10382061,home,FC Emmen,Ahmed El Messaoudi,ahmed-el-messaoudi,A. E. Messaoudi,M,182,170,M,369798,EUR,807408000,M,23,23,False,10.0,8.0,2.0,,6.0,8.0,2.0,2.0,1.0,1.0,,45.0,13.0,6.3,3.0,0,10,,,3.0,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10382061,home,FC Emmen,Ole Romeny,ole-romeny,O. Romeny,F,185,13950,M,921948,EUR,961459200,M,77,77,False,9.0,7.0,,,4.0,5.0,3.0,4.0,2.0,6.0,,90.0,25.0,6.2,12.0,1,11,,2.0,6.0,2.0,,,1.0,,,2.0,,1.0,,6.0,,,,,,,,oleromeny,2.0,1.0,,,,,,,,,,
10382061,home,FC Emmen,Mark Diemers,mark-diemers,M. Diemers,M,175,198,M,252123,EUR,750297600,M,10,10,False,24.0,19.0,3.0,1.0,11.0,13.0,10.0,22.0,3.0,4.0,,85.0,44.0,6.8,17.0,0,10,11.0,,3.0,,,,2.0,1.0,,,,1.0,,1.0,,,1.0,,,,2.0,,2.0,,2.0,,,,,,,,,
10382061,home,FC Emmen,Jeremy Antonisse,jeremy-antonisse,J. Antonisse,F,177,141,M,1092638,EUR,1017360000,M,57,57,False,9.0,4.0,1.0,1.0,3.0,6.0,2.0,6.0,6.0,4.0,,67.0,23.0,6.6,12.0,0,7,3.0,1.0,4.0,,1.0,,2.0,1.0,,1.0,,2.0,,4.0,Jeremy,Antonisse,2.0,,2.0,,,,,,1.0,,,,,,,,,
