match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,captain,stat_blockedScoringAttempt,stat_penaltyConceded,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_goalAssist,stat_aerialLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_goals,stat_accurateCross,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyMiss,stat_penaltyWon
11406821,home,Sassuolo,Andrea Consigli,andrea-consigli,A. Consigli,G,189,262,M,38618,EUR,538704000,G,47,47,False,42.0,19.0,31.0,9.0,10.0,12.0,9.0,30.0,11.0,1.0,1.0,1.0,90.0,47.0,6.8,23.0,0.00518975,0,0.2535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406821,home,Sassuolo,Marcus Pedersen,marcus-pedersen,M. Pedersen,D,178,644,M,934409,EUR,963705600,D,3,3,False,22.0,20.0,5.0,5.0,12.0,12.0,8.0,11.0,3.0,,,,90.0,44.0,7.2,7.0,0.00744788,0,,16,1.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11406821,home,Sassuolo,Martin Erlić,martin-erlic,M. Erlić,D,192,1953,M,789234,EUR,885600000,D,5,5,False,50.0,37.0,10.0,2.0,25.0,25.0,12.0,25.0,4.0,,,,90.0,58.0,6.9,14.0,0.00183299,0,,6,,,1.0,2.0,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11406821,home,Sassuolo,Gian Marco Ferrari,gian-marco-ferrari,G. M. Ferrari,D,189,224,M,170887,EUR,705888000,D,13,13,False,32.0,23.0,6.0,,12.0,17.0,11.0,15.0,3.0,,,,90.0,48.0,6.7,9.0,0.00776343,1,,,,1.0,3.0,5.0,,,,7.0,,3.0,1.0,,1.0,1.0,True,1.0,1.0,2.0,0.0271,,,,,,,,,,,,,,,,,,,
11406821,home,Sassuolo,Josh Doig,josh-doig,J. Doig,D,189,836,M,989276,EUR,1021680000,D,43,43,False,14.0,8.0,4.0,1.0,6.0,8.0,2.0,9.0,4.0,,,,90.0,51.0,6.7,16.0,0.00158217,0,,3,3.0,,7.0,4.0,1.0,2.0,,4.0,3.0,4.0,2.0,2.0,,3.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
11406821,home,Sassuolo,Uroš Račić,uros-racic,U. Račić,M,193,669,M,839909,EUR,890092800,M,6,6,False,48.0,41.0,12.0,7.0,16.0,17.0,25.0,31.0,4.0,,,,90.0,62.0,8.0,7.0,0.149491,2,,10,,1.0,3.0,6.0,,1.0,1.0,,,2.0,1.0,,2.0,1.0,,,,,0.0759,1.0,,,1.0,2.0,1.0,1.0,2.0,0.0302,,,,,,,,,,
11406821,home,Sassuolo,Kristian Thorstvedt,kristian-thorstvedt,K. Thorstvedt,M,187,1387,M,924973,EUR,921283200,M,42,42,False,42.0,34.0,4.0,1.0,12.0,14.0,22.0,29.0,5.0,,,,63.0,52.0,7.3,11.0,0.0212838,1,,42,1.0,2.0,6.0,4.0,,1.0,,,1.0,2.0,,1.0,,1.0,,,,3.0,0.1411,1.0,,,,1.0,,1.0,1.0,0.3175,1.0,,,,,,,,,
11406821,home,Sassuolo,Armand Laurienté,armand-lauriente,A. Laurienté,M,177,2531,M,932643,EUR,912729600,M,45,45,False,22.0,19.0,,,6.0,6.0,13.0,20.0,7.0,,,,84.0,48.0,7.0,17.0,0.0521079,1,,45,4.0,,10.0,7.0,2.0,8.0,5.0,,2.0,1.0,1.0,4.0,1.0,2.0,,,,2.0,0.0175,1.0,,,,1.0,,1.0,,0.0373,,,,,,,,,,
11406821,home,Sassuolo,Grégoire Defrel,gregoire-defrel,G. Defrel,F,179,185,M,148566,EUR,677116800,M,92,92,False,18.0,16.0,1.0,1.0,6.0,6.0,10.0,12.0,2.0,,,,72.0,30.0,6.8,7.0,0.023062,0,,92,,1.0,2.0,2.0,1.0,1.0,,,1.0,1.0,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
11406821,home,Sassuolo,Nedim Bajrami,nedim-bajrami,N. Bajrami,M,179,1671,M,825861,EUR,920160000,M,11,11,False,20.0,18.0,,,4.0,4.0,15.0,17.0,3.0,,,,90.0,34.0,7.1,7.0,0.0647031,2,,14,1.0,,3.0,3.0,1.0,2.0,2.0,,,1.0,,3.0,,,,2.0,,2.0,0.1242,2.0,,,,,,,,,,1.0,,,,,,,,
11406821,home,Sassuolo,Andrea Pinamonti,andrea-pinamonti,A. Pinamonti,F,185,2688,M,826198,EUR,927072000,F,9,9,False,15.0,5.0,,,3.0,6.0,2.0,9.0,2.0,,,,84.0,29.0,7.1,14.0,0.00199686,3,,99,,8.0,16.0,13.0,1.0,2.0,1.0,,,2.0,2.0,2.0,3.0,1.0,,1.0,,1.0,0.2564,,,,,12.0,1.0,1.0,,0.0913,,,,,,,,,,
11406821,home,Sassuolo,Matheus Henrique,matheus-henrique,M. Henrique,M,175,2961,M,912786,EUR,882489600,M,7,7,True,6.0,5.0,1.0,,2.0,3.0,3.0,3.0,2.0,,,,27.0,11.0,6.7,2.0,0.0246961,0,,8,,,3.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,
11406821,home,Sassuolo,Daniel Boloca,boloca-daniel,D. Boloca,M,185,442,M,882592,EUR,914284800,M,24,24,True,2.0,1.0,1.0,,,,1.0,2.0,1.0,,,,18.0,5.0,6.8,1.0,4.98e-05,0,,11,,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11406821,home,Sassuolo,Marash Kumbulla,marash-kumbulla,M. Kumbulla,D,191,1585,M,893642,EUR,949968000,D,19,19,True,1.0,,1.0,,,,,1.0,,,,,14.0,1.0,6.5,1.0,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406821,home,Sassuolo,Samuele Mulattieri,mulattieri-samuele,S. Mulattieri,F,183,531,M,927030,EUR,970876800,F,8,8,True,6.0,3.0,,,1.0,1.0,2.0,5.0,,,,,13.0,7.0,6.7,3.0,0.00442539,0,,7,,4.0,2.0,4.0,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
11406821,home,Sassuolo,Gianluca Pegolo,gianluca-pegolo,G. Pegolo,G,182,58,M,43985,EUR,354326400,G,25,25,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406821,home,Sassuolo,Alessio Cragno,alessio-cragno,A. Cragno,G,184,263,M,148740,EUR,772761600,G,28,28,True,,,,,,,,,,,,,,,,,,0,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406821,home,Sassuolo,Filippo Missori,filippo-missori,F. Missori,D,182,223,M,1121184,EUR,1080086400,D,2,2,True,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406821,home,Sassuolo,Ruan,ruan,Ruan,D,187,1238,M,914487,EUR,928713600,D,44,44,True,,,,,,,,,,,,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406821,home,Sassuolo,Mattia Viti,mattia-viti,M. Viti,D,190,528,M,1009268,EUR,1011830400,D,21,21,True,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406821,home,Sassuolo,Samu Castillejo,samu-castillejo,S. Castillejo,M,182,950,M,188405,EUR,790387200,M,20,20,True,,,,,,,,,,,,,,,,,,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406821,home,Sassuolo,Cristian Volpato,volpato-cristian,C. Volpato,M,187,875,M,1155625,EUR,1068854400,M,23,23,True,,,,,,,,,,,,,,,,,,0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406821,home,Sassuolo,Pedro Obiang,pedro-obiang,P. Obiang,M,192,280,M,46799,EUR,701654400,M,14,14,True,,,,,,,,,,,,,,,,,,0,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406821,home,Sassuolo,Luca Lipani,luca-lipani,L. Lipani,M,185,442,M,1154898,EUR,1116374400,M,35,35,True,,,,,,,,,,,,,,,,,,0,,35,,,,,,,,,,,,,,,,,,,,,Luca Lipani,,,,,,,,,,,,,,,,,
11406821,home,Sassuolo,Emil Konradsen Ceide,emil-konradsen-ceide,E. K. Ceide,F,175,915,M,933263,EUR,999475200,F,15,15,True,,,,,,,,,,,,,,,,,,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
