match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,captain,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_interceptionWon,stat_lastManTackle,stat_clearanceOffLine,stat_outfielderBlock,stat_errorLeadToAGoal,stat_challengeLost,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_errorLeadToAShot,stat_dispossessed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_goalkeeperValueNormalized,stat_goals
14025125,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195.0,61053,M,EmiMartínez,158263,EUR,715392000,G,23,23,False,24.0,20.0,7.0,3.0,0.0,13.0,14.0,7.0,10.0,1.0,1.0,4.0,8.0,1.0,1.0,2.0,2.0,90.0,32.0,6.6,4.0,0.00131041,13.206073501266,3.0,11.387485393785,0,-0.3009,0.03,0.01,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025125,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185.0,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,73.0,61.0,7.0,2.0,0.0,10.0,12.0,51.0,61.0,2.0,7.0,4.0,7.0,,,,,90.0,100.0,7.6,15.0,0.328458,263.85617552174,30.0,78.877851129457,4,,0.7,0.14,-0.13,4.0,3.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,0.2319,0.1915,19.598595040343,44.798740646721,2.0,2.0,-0.47,,,,,,,,,,,,,,,,,,,,,,
14025125,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183.0,3197,M,,827679,EUR,877564800,D,4,4,False,80.0,79.0,,,0.0,21.0,21.0,58.0,59.0,1.0,6.0,1.0,3.0,,,,,90.0,89.0,7.4,1.0,0.0784249,313.85089976825,28.0,209.9270303136,1,,0.26,0.29,0.39,,,1.0,1.0,1.0,,2.0,1.0,,2.0,,0.3492,,44.510300709793,170.34343638482,7.0,,-0.32,,,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14025125,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192.0,4099,M,pauttorres,864169,EUR,853372800,D,14,14,False,83.0,76.0,6.0,4.0,0.0,23.0,25.0,53.0,58.0,2.0,2.0,2.0,3.0,,,,,90.0,89.0,7.1,8.0,0.0600269,424.41601128078,47.0,270.59021176804,1,,0.33,0.31,-0.36,1.0,,2.0,2.0,1.0,,,,,,,0.1616,,41.818482786088,120.63491363526,4.0,,-0.54,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
14025125,home,Aston Villa,Ian Maatsen,ian-maatsen,I. Maatsen,D,22,178.0,5464,M,maatsen_,976263,EUR,1015718400,D,22,22,False,74.0,67.0,1.0,1.0,0.0,18.0,21.0,49.0,53.0,1.0,8.0,2.0,7.0,,,,,90.0,100.0,7.2,13.0,0.390223,229.11019949714,21.0,134.73357899597,2,,0.27,0.27,-0.15,4.0,1.0,3.0,4.0,1.0,,6.0,4.0,1.0,,,0.1457,,21.377795758765,125.29144686379,6.0,3.0,-0.14,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,
14025125,home,Aston Villa,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175.0,11801,M,Douglas_Luiz,867887,EUR,894672000,M,21,21,False,76.0,66.0,3.0,1.0,0.0,24.0,27.0,42.0,49.0,1.0,5.0,,5.0,,,,,90.0,97.0,6.7,15.0,0.186901,130.84033758271,23.0,69.742172774601,3,,0.09,0.24,-0.18,4.0,2.0,,2.0,1.0,1.0,2.0,2.0,2.0,,1.0,0.086,0.3145,11.015766587493,11.136697221349,1.0,5.0,-0.4,,,,2.0,2.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,
14025125,home,Aston Villa,Lamare Bogarde,lamare-bogarde,L. Bogarde,D,26,183.0,1118,M,,1089388,EUR,1073260800,M,26,26,False,21.0,19.0,1.0,1.0,0.0,6.0,7.0,13.0,14.0,,2.0,1.0,2.0,,,,,45.0,27.0,6.7,4.0,0.00427753,88.552240219563,11.0,27.776910559751,0,,0.01,0.11,0.16,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,11.583237911231,11.993348323133,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
14025125,home,Aston Villa,Jadon Sancho,sancho-jadon,J. Sancho,M,19,180.0,68579,M,JSancho,851100,EUR,953942400,M,19,19,False,50.0,42.0,,,0.0,8.0,8.0,34.0,42.0,1.0,3.0,,1.0,,,,,77.0,63.0,7.3,13.0,0.192078,219.28212898197,26.0,152.82912374845,1,,0.43,0.42,-0.05,2.0,1.0,,1.0,,,,,3.0,,,0.016,,22.719645742348,95.889649876557,7.0,2.0,-0.13,,,,3.0,2.0,,1.0,,,,,,1.0,,,,1.0,,,,,
14025125,home,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187.0,13638,M,mrogers,948261,EUR,1027641600,M,27,27,False,50.0,39.0,2.0,2.0,0.0,7.0,7.0,32.0,43.0,1.0,6.0,2.0,2.0,,,,,90.0,79.0,7.2,24.0,0.330714,274.02386280123,25.0,189.57767273304,4,,0.24,0.57,-0.01,6.0,,,5.0,1.0,1.0,1.0,,4.0,2.0,2.0,0.2094,0.1102,19.461552961342,141.85598977699,10.0,2.0,-0.27,,,,4.0,2.0,,,,,,,,2.0,2.0,,1.0,,,,,,
14025125,home,Aston Villa,Emiliano Buendía,emiliano-buendia,E. Buendía,M,10,170.0,7699,M,EM10Buendia,783126,EUR,851472000,M,10,10,False,48.0,43.0,,,0.0,17.0,20.0,26.0,28.0,2.0,6.0,2.0,5.0,,,,,90.0,68.0,6.1,10.0,0.161014,181.05447226043,21.0,89.609102387185,4,,0.25,-0.57,-0.07,1.0,,7.0,9.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,0.3542,0.1257,28.346776625748,29.342130137398,1.0,2.0,-0.59,,,,,,1.0,,,,,,,1.0,,,,,,,,,
14025125,home,Aston Villa,Tammy Abraham,tammy-abraham,T. Abraham,F,18,195.0,19720,M,tammy_abraham,610766,EUR,875750400,F,18,18,False,13.0,7.0,,,0.0,3.0,5.0,4.0,8.0,2.0,2.0,1.0,2.0,,,,,90.0,21.0,6.3,7.0,0.0777416,35.57783697424,5.0,-6.9715675146696,3,,0.07,0.03,0.13,,,3.0,3.0,,1.0,,,,,,0.6427,0.2377,,,,1.0,-0.62,,,,,,1.0,,,,,,,2.0,,,,,,,,,
14025125,home,Aston Villa,Leon Bailey,leon-bailey,L. Bailey,M,31,178.0,7677,M,leonbailey,808590,EUR,871084800,M,31,31,True,27.0,24.0,,,0.0,3.0,3.0,21.0,24.0,,,,3.0,,,,,45.0,37.0,7.0,11.0,0.282544,153.52466973269,14.0,104.34798969131,2,,0.34,0.44,-0.02,4.0,,,3.0,1.0,,,,2.0,,1.0,0.1251,,28.058755304767,102.87122532422,6.0,3.0,-0.31,,,,2.0,,,,,,,,,1.0,,,,,,,,,
14025125,home,Aston Villa,Harvey Elliott,harvey-elliott,H. Elliott,M,9,170.0,21132,M,harvelliott,955245,EUR,1049414400,M,9,9,True,17.0,15.0,1.0,1.0,0.0,,,15.0,17.0,1.0,1.0,,1.0,,,,,13.0,19.0,6.6,2.0,0.022478,78.101586597458,8.0,28.576301907206,2,,-0.08,0.11,-0.01,,,,,,,,,,,,0.0958,,10.330366391484,21.974536991709,1.0,1.0,-0.39,,,,,,,,,,,,,2.0,,,,,,,,,
14025125,home,Aston Villa,Marco Bizot,marco-bizot,M. Bizot,G,40,194.0,898,M,,100390,EUR,668563200,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025125,home,Aston Villa,Victor Lindelöf,victor-lindelof,V. Lindelöf,D,3,187.0,8884,M,victorlindelof,143334,EUR,774403200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
