match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_lastManTackle,stat_aerialLost,stat_outfielderBlock,stat_errorLeadToAGoal,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceCreated,stat_goalAssist,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,player_sofascoreId
11396210,home,1. FC Heidenheim,Kevin Müller,kevin-muller,K. Müller,G,22,190,180,M,121908,EUR,668995200,G,1,1,False,36.0,28.0,15.0,7.0,23.0,25.0,5.0,11.0,1.0,1.0,2.0,1.0,11.0,1.0,1.0,1.0,2.0,90.0,52.0,6.9,8.0,0.00145304,0,-0.8623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396210,home,1. FC Heidenheim,Haktab Omar Traore,haktab-omar-traore,H. O. Traore,D,23,184,112,M,920022,EUR,886550400,D,23,23,False,33.0,21.0,7.0,2.0,12.0,15.0,12.0,22.0,1.0,1.0,7.0,,5.0,,,,,90.0,67.0,7.2,18.0,0.281277,0,,,,4.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
11396210,home,1. FC Heidenheim,Patrick Mainka,patrick-mainka,P. Mainka,D,6,194,320,M,254429,EUR,784080000,D,6,6,False,44.0,35.0,5.0,4.0,24.0,27.0,11.0,17.0,1.0,3.0,6.0,1.0,2.0,,,,,90.0,57.0,6.9,10.0,0.00370743,0,,,,,,1.0,,4.0,1.0,5.0,4.0,,1.0,,True,1.0,,,,,,,,,,,,,,,,,,,
11396210,home,1. FC Heidenheim,Benedikt Gimber,benedikt-gimber,B. Gimber,D,5,185,137,M,798936,EUR,856310400,D,5,5,False,37.0,28.0,8.0,3.0,23.0,25.0,5.0,12.0,,5.0,1.0,1.0,1.0,,,,,68.0,42.0,5.7,10.0,0.00414129,0,,,,,,,,1.0,,1.0,,1.0,3.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11396210,home,1. FC Heidenheim,Jonas Föhrenbach,jonas-fohrenbach,J. Föhrenbach,D,19,185,79,M,311676,EUR,822614400,D,19,19,False,25.0,22.0,7.0,4.0,17.0,17.0,5.0,8.0,,,3.0,,4.0,,,,,90.0,44.0,6.7,8.0,0.00441091,0,,,,,,,,3.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11396210,home,1. FC Heidenheim,Eren Dinkçi,eren-dinkci,E. Dinkçi,M,8,188,848,M,1067120,EUR,1008201600,M,8,8,False,14.0,10.0,2.0,1.0,4.0,4.0,6.0,12.0,,2.0,1.0,1.0,4.0,1.0,,,,68.0,27.0,6.7,8.0,0.0125828,0,,,,2.0,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
11396210,home,1. FC Heidenheim,Lennard Maloney,lennard-maloney,L. Maloney,M,15,187,256,M,893962,EUR,939340800,M,33,33,False,26.0,23.0,4.0,2.0,20.0,20.0,3.0,6.0,2.0,1.0,4.0,,5.0,1.0,,,,54.0,32.0,6.8,3.0,0.00176127,0,,,,,,,,,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
11396210,home,1. FC Heidenheim,Jan-Niklas Beste,jan-niklas-beste,J. Beste,D,19,177,1027,M,836711,EUR,915408000,M,37,37,False,23.0,15.0,1.0,,10.0,13.0,8.0,19.0,,6.0,2.0,3.0,5.0,1.0,,,,90.0,44.0,6.5,17.0,0.185499,1,,,,9.0,3.0,2.0,,3.0,,1.0,,1.0,1.0,2.0,,,1.0,,,1.0,1.0,0.033,,,,,,,,,,,,,
11396210,home,1. FC Heidenheim,Kevin Sessa,sessa-kevin,K. Sessa,M,8,175,67,M,929806,EUR,962841600,M,16,16,False,33.0,23.0,7.0,3.0,11.0,13.0,12.0,20.0,,2.0,4.0,1.0,7.0,2.0,,,,84.0,45.0,6.9,12.0,0.0175636,3,,,,,,,,1.0,,2.0,2.0,2.0,,1.0,,,1.0,,,1.0,,0.4113,1.0,1.0,1.0,0.4238,,,,,,,,,
11396210,home,1. FC Heidenheim,Tim Kleindienst,tim-kleindienst,T. Kleindienst,F,11,194,2514,M,228981,EUR,809827200,F,10,10,False,29.0,13.0,1.0,,5.0,7.0,8.0,22.0,5.0,9.0,7.0,,4.0,,,,,90.0,46.0,7.2,19.0,0.118844,4,,,,,,1.0,1.0,2.0,,1.0,1.0,,2.0,1.0,,,5.0,,,2.0,,0.4064,1.0,2.0,,1.1205,2.0,1.0,,,,,,,
