match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,captain,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_totalCross,stat_totalOffside,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals,player_firstName,player_lastName,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot,player_sofascoreId
10438071,home,Marítimo,Matouš Trmal,matous-trmal,M. Trmal,G,29,190,50,M,909632,EUR,907286400,G,59,59,False,34.0,20.0,19.0,5.0,17.0,22.0,3.0,12.0,1.0,1.0,1.0,8.0,1.0,4.0,2.0,2.0,90.0,43.0,6.9,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438071,home,Marítimo,Matheus Costa,matheus-costa,M. Costa,D,14,188,49,M,886225,EUR,791078400,D,4,4,False,29.0,23.0,4.0,2.0,17.0,19.0,6.0,10.0,2.0,,4.0,3.0,,,,,80.0,40.0,6.4,7.0,0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10438071,home,Marítimo,Zainadine Júnior,zainadine-junior,Z. Júnior,D,,178,102,M,105457,EUR,583113600,D,5,5,False,36.0,27.0,6.0,2.0,19.0,25.0,8.0,11.0,2.0,1.0,4.0,9.0,,,,,90.0,48.0,6.9,10.0,1,,3.0,7.0,1.0,1.0,2.0,2.0,,1.0,True,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
10438071,home,Marítimo,Léo,leo,Léo,D,5,190,101,M,903027,EUR,892857600,D,66,66,False,44.0,34.0,9.0,3.0,28.0,33.0,6.0,12.0,2.0,1.0,2.0,5.0,,,,,90.0,54.0,6.5,11.0,0,1.0,,1.0,,3.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10438071,home,Marítimo,Cláudio Winck,claudio-winck,C. Winck,D,2,183,178,M,155998,EUR,766368000,M,2,2,False,43.0,22.0,11.0,2.0,8.0,13.0,14.0,34.0,4.0,1.0,1.0,6.0,,,,,90.0,79.0,6.3,35.0,1,,1.0,6.0,,1.0,1.0,1.0,,4.0,,,3.0,,4.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,
10438071,home,Marítimo,Diogo Mendes,mendes-diogo,D. Mendes,M,66,176,79,M,871046,EUR,885600000,M,16,16,False,31.0,25.0,3.0,1.0,12.0,15.0,13.0,16.0,10.0,1.0,2.0,6.0,,,,,90.0,49.0,6.4,10.0,0,4.0,4.0,7.0,,,1.0,1.0,,,,,2.0,2.0,,,2.0,1.0,,,2.0,,,,,,,,,,,
10438071,home,Marítimo,Stefano Beltrame,stefano-beltrame,S. Beltrame,M,,183,133,M,184425,EUR,729129600,M,10,10,False,19.0,17.0,3.0,2.0,5.0,6.0,13.0,16.0,4.0,1.0,,6.0,,,,,67.0,32.0,7.1,6.0,1,,,3.0,,1.0,1.0,,,,,,1.0,1.0,3.0,,1.0,2.0,1.0,,4.0,1.0,1.0,,,,,,,,,
10438071,home,Marítimo,Vitor Costa,vitor-costa,V. Costa,M,94,182,61,M,842345,EUR,773020800,M,94,94,False,34.0,24.0,6.0,2.0,10.0,14.0,14.0,24.0,1.0,,4.0,10.0,,,,,90.0,61.0,7.0,15.0,1,1.0,2.0,4.0,,,,,,,,1.0,2.0,,4.0,,,,,,1.0,,,,,,,,,,,
10438071,home,Marítimo,Bruno Xadas,bruno-xadas,B. Xadas,M,8,179,249,M,837410,EUR,881020800,F,23,23,False,18.0,13.0,2.0,1.0,7.0,7.0,7.0,15.0,3.0,1.0,,3.0,,,,,88.0,31.0,6.8,11.0,3,1.0,,2.0,,,1.0,,,3.0,,1.0,,2.0,4.0,,,1.0,1.0,2.0,,1.0,,,,,,,,,,
10438071,home,Marítimo,Joel Tagueu,joel-tagueu,Joel,F,95,178,140,M,599698,EUR,755136000,F,95,95,False,19.0,16.0,,,7.0,8.0,9.0,12.0,12.0,1.0,,6.0,,,,,88.0,34.0,6.7,9.0,4,6.0,1.0,5.0,,,1.0,1.0,,1.0,,1.0,1.0,2.0,1.0,2.0,,5.0,2.0,2.0,,,1.0,1.0,,,,,,,,
