match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_wasFouled,stat_accurateCross,captain,stat_blockedScoringAttempt,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_outfielderBlock,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_punches
11396288,home,VfL Wolfsburg,Koen Casteels,koen-casteels,K. Casteels,G,1,197,1416,M,70987,EUR,709430400,G,1,1,False,29.0,17.0,18.0,6.0,12.0,12.0,5.0,17.0,6.0,2.0,4.0,90.0,38.0,7.0,13.0,0.00350143,0,0.2579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396288,home,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,D,20,20,False,33.0,22.0,6.0,6.0,10.0,11.0,12.0,23.0,3.0,,,90.0,53.0,7.1,16.0,0.505698,1,,,,1.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.028,2.0,,,,,,,,,,,,,,,
11396288,home,VfL Wolfsburg,Maxence Lacroix,maxence-lacroix,M. Lacroix,D,5,192,6983,M,879674,EUR,954979200,D,4,4,False,27.0,23.0,6.0,3.0,17.0,17.0,6.0,10.0,5.0,,,90.0,36.0,6.4,8.0,0.0062475,0,,,,,5.0,2.0,1.0,,,,,,,1.0,1.0,1.0,4.0,3.0,,,1.0,1.0,,,,,,,,,,,,,
11396288,home,VfL Wolfsburg,Moritz Jenz,jenz-moritz,M. Jenz,D,15,190,340,M,920525,EUR,925430400,D,25,25,False,28.0,23.0,5.0,2.0,17.0,19.0,6.0,9.0,4.0,,,90.0,40.0,6.8,6.0,0.00381204,0,,,,,2.0,3.0,,,,,,,4.0,3.0,,,,2.0,,,,3.0,,,,,,,,,,,,,
11396288,home,VfL Wolfsburg,Joakim Mæhle,joakim-maehle,J. Mæhle,D,21,185,1469,M,842364,EUR,864086400,D,21,21,False,37.0,29.0,4.0,1.0,11.0,14.0,18.0,25.0,4.0,,,90.0,55.0,7.0,12.0,0.0262323,0,,,,2.0,1.0,6.0,,,2.0,2.0,,,,1.0,2.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,
11396288,home,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185,641,M,796987,EUR,915494400,M,32,32,False,11.0,5.0,2.0,1.0,,1.0,7.0,14.0,1.0,,,45.0,27.0,7.0,14.0,0.459166,0,,,,4.0,3.0,4.0,,2.0,,,1.0,,,,2.0,2.0,4.0,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
11396288,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,45.0,37.0,10.0,7.0,20.0,21.0,17.0,26.0,9.0,,,90.0,58.0,7.1,13.0,0.0755176,1,,,,2.0,6.0,3.0,1.0,,,,,,,3.0,3.0,3.0,2.0,4.0,0.0237,,1.0,,,,True,1.0,,,,,,,,,
11396288,home,VfL Wolfsburg,Lovro Majer,lovro-majer,L. Majer,M,10,179,4795,M,841947,EUR,884995200,M,19,19,False,33.0,26.0,5.0,1.0,6.0,7.0,21.0,32.0,2.0,,,90.0,53.0,6.6,16.0,0.0799923,3,,,,6.0,4.0,3.0,,2.0,2.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,0.1142,,,,1.0,1.0,,2.0,lovromajer,,,,,,,,
11396288,home,VfL Wolfsburg,Jonas Wind,jonas-wind,J. Wind,F,23,190,2374,M,826069,EUR,918345600,M,23,23,False,31.0,23.0,2.0,2.0,3.0,5.0,21.0,27.0,4.0,,,88.0,45.0,6.9,13.0,0.52354,1,,,,1.0,5.0,5.0,,1.0,2.0,,,,1.0,,1.0,1.0,1.0,1.0,0.1494,1.0,1.0,3.0,1.0,1.0,,,,1.0,0.4506,,,,,,
11396288,home,VfL Wolfsburg,Kevin Paredes,kevin-paredes,K. Paredes,M,40,175,775,M,1016810,EUR,1052265600,M,40,40,False,26.0,22.0,2.0,,9.0,10.0,13.0,19.0,3.0,,,90.0,47.0,6.6,13.0,0.02324,1,,,,3.0,4.0,6.0,,2.0,1.0,,,1.0,,,6.0,1.0,2.0,1.0,0.4156,1.0,,,,,,,,,,1.0,2.0,3.0,,,
