match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_accurateCross,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_blockedScoringAttempt,captain,stat_bigChanceMissed,stat_goals,stat_errorLeadToAGoal,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
12421071,home,KRC Genk,Hendrik Van Crombrugge,,,hendrik-van-crombrugge,H. V. Crombrugge,G,1,188,195,M,110777,EUR,736128000,G,1,1,False,34.0,21.0,17.0,4.0,0.0,18.0,21.0,3.0,13.0,1.0,8.0,5.0,5.0,1.0,90.0,45.0,7.4,14.0,0.00068846,0,0.5881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421071,home,KRC Genk,Zakaria El Ouahdi,,,zakaria-el-ouahdi,Z. E. Ouahdi,D,77,172,3909,M,1134470,EUR,1009756800,D,77,77,False,42.0,36.0,2.0,2.0,0.0,17.0,19.0,19.0,25.0,1.0,2.0,,,,90.0,63.0,7.1,11.0,0.180856,1,,z.elouahdi,2.0,1.0,2.0,5.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0423,1.0,,,,,,,,,,,,,,,,,,
12421071,home,KRC Genk,Mujaid Sadick,,,mujaid-sadick,M. Sadick,D,3,185,237,M,935309,EUR,952992000,D,3,3,False,53.0,45.0,6.0,3.0,0.0,33.0,36.0,12.0,17.0,4.0,2.0,,,,90.0,64.0,7.0,10.0,0.00680995,1,,,,,2.0,2.0,2.0,,1.0,,,,2.0,1.0,0.1326,,1.0,1.0,0.3504,,,,,,,,,,,,,,,
12421071,home,KRC Genk,Carlos Cuesta,,,carlos-cuesta,C. Cuesta,D,46,179,4440,M,839095,EUR,920937600,D,46,46,False,33.0,32.0,1.0,1.0,0.0,27.0,28.0,5.0,5.0,2.0,1.0,,,,43.0,38.0,6.6,2.0,0.0009464,0,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
12421071,home,KRC Genk,Joris Kayembe,,,joris-kayembe-ditu,J. Kayembe,D,18,180,4977,M,354046,EUR,776304000,D,18,18,False,57.0,44.0,7.0,4.0,0.0,19.0,22.0,26.0,37.0,1.0,4.0,,,,90.0,83.0,7.4,17.0,0.436992,0,,joriskayembe23,2.0,,,3.0,5.0,1.0,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,2.0,2.0,2.0,3.0,,,,,,,,,
12421071,home,KRC Genk,Patrik Hrošovský,,,patrik-hrosovsky,P. Hrošovský,M,17,172,366,M,198282,EUR,703900800,M,17,17,False,41.0,34.0,6.0,3.0,0.0,18.0,22.0,17.0,23.0,2.0,10.0,,,,90.0,59.0,6.9,14.0,0.141461,1,,,4.0,,,2.0,1.0,1.0,1.0,,,,1.0,,0.0758,1.0,,2.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,
12421071,home,KRC Genk,Bryan Heynen,,,heynen-bryan,B. Heynen,M,8,181,436,M,801025,EUR,855187200,M,8,8,False,69.0,57.0,5.0,3.0,0.0,17.0,18.0,40.0,51.0,5.0,4.0,,,,90.0,83.0,7.4,13.0,0.0441412,0,,,,2.0,1.0,5.0,5.0,,,,,,2.0,1.0,,,,1.0,,,2.0,,4.0,3.0,,,True,,,,,,,
12421071,home,KRC Genk,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179,987,M,1099462,EUR,1012780800,M,23,23,False,33.0,25.0,5.0,3.0,0.0,6.0,9.0,19.0,25.0,,2.0,,,,59.0,37.0,6.7,10.0,0.0186288,0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
12421071,home,KRC Genk,Konstantinos Karetsas,,,konstantinos-karetsas,K. Karetsas,M,20,171,6599,M,1468744,EUR,1195430400,M,20,20,False,29.0,20.0,,,0.0,7.0,10.0,13.0,21.0,,3.0,,,,59.0,42.0,6.4,16.0,0.0535582,0,,,2.0,1.0,,6.0,2.0,3.0,1.0,,,,,1.0,,,,1.0,,,,,,,2.0,,,,,,,,,
12421071,home,KRC Genk,Yira Collins Sor,,,yira-collins-sor,Y. C. Sor,F,14,174,386,M,985162,EUR,964396800,M,14,14,False,25.0,23.0,4.0,4.0,0.0,6.0,6.0,17.0,19.0,,,,,,88.0,33.0,6.9,5.0,0.0474155,3,,,,,,1.0,,,1.0,,,2.0,,,0.2026,,1.0,1.0,0.1071,,,,,,,,,,,,,,,
