match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_dispossessed,stat_totalTackle,stat_wasFouled,stat_fouls,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_outfielderBlock,stat_wonTackle,stat_errorLeadToAShot,stat_keyPass,stat_shotOffTarget,stat_aerialWon,stat_totalOffside,player_firstName,player_lastName,stat_bigChanceMissed,player_sofascoreId,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goodHighClaim,stat_goals
12624387,home,Al-Fayha,Orlando Mosquera,orlando-mosquera,O. Mosquera,G,52,191.0,495,M,886041,EUR,788313600,G,52,52,False,26.0,21.0,10.0,5.0,0.0,18.0,20.0,3.0,6.0,1.0,10.0,2.0,4.0,1.0,90.0,40.0,6.8,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624387,home,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,D,22,22,False,30.0,26.0,1.0,,0.0,15.0,17.0,11.0,13.0,2.0,6.0,,,,89.0,40.0,6.3,6.0,0,True,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12624387,home,Al-Fayha,Mokher Al-Rashidi,mokher-al-rashidi,M. Al-Rashidi,D,2,170.0,16,M,921767,EUR,927158400,D,2,2,False,48.0,45.0,7.0,6.0,0.0,38.0,40.0,7.0,8.0,2.0,2.0,,,,90.0,55.0,6.3,5.0,0,,1.0,4.0,3.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12624387,home,Al-Fayha,Chris Smalling,chris-smalling,C. Smalling,D,5,192.0,1654,M,47741,EUR,627696000,D,5,5,False,52.0,52.0,,,0.0,46.0,46.0,6.0,6.0,5.0,5.0,,,,90.0,61.0,6.7,,0,,,,1.0,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
12624387,home,Al-Fayha,Faris Abdi,abdi-faris,A. Faris,D,25,180.0,62,M,983833,EUR,926208000,D,25,25,False,66.0,60.0,4.0,3.0,0.0,40.0,41.0,21.0,28.0,,2.0,,,,90.0,84.0,6.9,11.0,0,,,6.0,6.0,2.0,,,,1.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,
12624387,home,Al-Fayha,Otabek Shukurov,otabek-shukurov,O. Shukurov,M,63,182.0,2967,M,358890,EUR,835401600,M,20,20,False,62.0,55.0,7.0,4.0,0.0,32.0,33.0,23.0,29.0,,8.0,,,,69.0,70.0,7.2,7.0,1,,1.0,3.0,4.0,,1.0,1.0,1.0,,,1.0,2.0,2.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,
12624387,home,Al-Fayha,Nawwaf Al Harthi,nawwaf-al-harthi,N. A. Harthi,M,7,169.0,18,M,948046,EUR,908150400,M,29,29,False,47.0,40.0,3.0,3.0,0.0,15.0,18.0,27.0,33.0,,5.0,,,,89.0,65.0,7.3,13.0,0,,,5.0,8.0,3.0,2.0,1.0,,2.0,1.0,3.0,4.0,,4.0,2.0,1.0,,2.0,,3.0,,,,,,,,,,,,
12624387,home,Al-Fayha,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,14,168.0,20,M,982351,EUR,956534400,M,14,14,False,16.0,9.0,,,0.0,2.0,5.0,8.0,13.0,1.0,4.0,,,,70.0,27.0,6.8,9.0,0,,,2.0,4.0,2.0,,,2.0,1.0,,1.0,2.0,,2.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,
12624387,home,Al-Fayha,Alejandro Pozuelo,alejandro-pozuelo,A. Pozuelo,F,10,170.0,264,M,153964,EUR,685238400,M,8,8,False,37.0,31.0,,,0.0,6.0,6.0,25.0,35.0,,1.0,,,,90.0,55.0,6.1,18.0,2,,,5.0,3.0,2.0,3.0,2.0,,3.0,2.0,,1.0,,4.0,,,,,,1.0,2.0,,,Alejandro,Pozuelo,2.0,,,,,,
12624387,home,Al-Fayha,Fashion Sakala,fashion-sakala,F. Sakala,F,10,178.0,8842,M,876626,EUR,858297600,M,10,10,False,38.0,34.0,2.0,1.0,0.0,7.0,7.0,27.0,36.0,,2.0,,,,90.0,61.0,6.7,20.0,1,,1.0,8.0,5.0,,10.0,4.0,,2.0,1.0,,,,5.0,,1.0,,,,1.0,,1.0,,,,,fashionjr10,1.0,,,,
12624387,home,Al-Fayha,Renzo López,renzo-lopez,R. López,F,31,190.0,440,M,926513,EUR,766454400,F,9,9,False,8.0,7.0,,,0.0,3.0,3.0,4.0,5.0,2.0,,,,,89.0,19.0,6.6,3.0,2,,2.0,4.0,2.0,1.0,,,,2.0,,,1.0,1.0,,,,1.0,,,,1.0,1.0,3.0,,,1.0,,,1.0,1.0,,
12624387,home,Al-Fayha,Rakan Kaabi,rakan-kaabi,R. Kaabi,M,6,170.0,25,M,1171233,EUR,1038787200,M,66,66,True,15.0,15.0,1.0,1.0,0.0,6.0,6.0,9.0,9.0,1.0,2.0,,,,21.0,19.0,6.7,,0,,,,3.0,,,,,,,2.0,1.0,,,,,,,,,,,,Rakan Kaabi,,,,,,,,
12624387,home,Al-Fayha,Khalid Al-Kaabi,khalid-al-kaabi,K. Al-Kaabi,M,70,171.0,9,M,791558,EUR,706579200,M,77,77,True,5.0,4.0,,,0.0,1.0,2.0,3.0,3.0,,,,,,20.0,7.0,6.4,2.0,1,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
12624387,home,Al-Fayha,Mohammed Al Dowaish,mohammed-al-dowaish,M. A. Dowaish,D,47,,12,M,1542652,EUR,1085702400,D,47,47,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,1.0,2.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,Mohammed Al Dowaish,,,,,,,,
12624387,home,Al-Fayha,Abdulhadi Al-Harajin,abdulhadi-al-harajin,A. Al-Harajin,M,8,171.0,18,M,818887,EUR,785289600,M,15,15,True,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,,,,,,1.0,6.0,,1.0,0,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12624387,home,Al-Fayha,Malek Al Abdulmonam,malek-al-abdulmonam,M. A. Abdulmonam,F,9,174.0,23,M,1017888,EUR,889315200,F,99,99,True,,,,,0.0,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624387,home,Al-Fayha,Abdulraoof Al-Deqeel,abdulraoof-al-deqeel,A. Al-Deqeel,G,1,180.0,5,M,868411,EUR,807494400,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624387,home,Al-Fayha,Vinicius Rangel,rangel-vinicius,V. Rangel,D,2,177.0,64,M,1170706,EUR,1083283200,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624387,home,Al-Fayha,Khalid Al Rammah,khalid-al-rammah,K. A. Rammah,D,75,,16,M,1542651,EUR,1114819200,D,75,75,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Khalid Al Rammah,,,,,,,,
