match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_aerialLost,stat_wasFouled,captain,stat_keyPass,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_penaltyMiss,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_penaltyWon,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_goalsPrevented,stat_errorLeadToAShot,stat_penaltyConceded
10408394,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,33.0,19.0,24.0,11.0,10.0,14.0,9.0,19.0,5.0,1.0,1.0,90.0,34.0,6.8,14.0,0.0,0.0,0.00167673,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408394,home,Valencia,Dimitri Foulquier,dimitri-foulquier,D. Foulquier,D,20,183,461,M,,151138,EUR,732844800,D,20,20,False,36.0,24.0,11.0,6.0,14.0,16.0,11.0,25.0,6.0,,,90.0,67.0,7.0,20.0,0.0,0.0,0.0691795,0,,,5.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10408394,home,Valencia,Mouctar Diakhaby,mouctar-diakhaby,M. Diakhaby,D,4,192,4026,M,mouctar_dkh,797306,EUR,850953600,D,12,12,False,48.0,41.0,5.0,1.0,37.0,38.0,4.0,10.0,4.0,,,90.0,61.0,7.2,9.0,0.1801,0.0,0.00254002,1,,,,,1.0,1.0,1.0,,,3.0,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10408394,home,Valencia,Cenk Özkaçar,cenk-ozkacar,C. Özkaçar,D,39,190,733,M,,953097,EUR,970790400,D,15,15,False,49.0,43.0,8.0,4.0,33.0,37.0,10.0,12.0,4.0,,,90.0,60.0,7.3,6.0,0.1096,0.0,0.0119424,1,,,,,4.0,1.0,6.0,,,3.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10408394,home,Valencia,José Luis Gayà,jose-luis-gaya,J. L. Gayà,D,14,172,1685,M,,227922,EUR,801360000,D,14,14,False,28.0,15.0,8.0,2.0,7.0,11.0,11.0,24.0,8.0,,,90.0,67.0,7.1,21.0,0.0,0.0,0.0415074,0,,,7.0,3.0,,2.0,5.0,1.0,,2.0,1.0,2.0,,1.0,,,,,,3.0,True,1.0,,,,,,,,,,,,,,,,,,
10408394,home,Valencia,Yunus Musah,yunus-musah,Y. Musah,M,6,178,4211,M,yunusmusah8,983815,EUR,1038528000,M,4,4,False,24.0,17.0,1.0,,8.0,10.0,9.0,14.0,5.0,,,82.0,43.0,6.7,12.0,0.0,0.0,0.0147331,0,,,,,4.0,6.0,11.0,1.0,3.0,1.0,,,,1.0,,,,1.0,1.0,4.0,,,3.0,3.0,,,,,,,,,,,,,,,,
10408394,home,Valencia,Hugo Guillamón,hugo-guillamon,H. Guillamón,M,6,178,876,M,,855830,EUR,949276800,M,6,6,False,39.0,31.0,5.0,3.0,16.0,19.0,15.0,21.0,3.0,,,90.0,49.0,6.9,10.0,0.0,0.0,0.0166763,0,,,1.0,,6.0,5.0,8.0,1.0,,3.0,,2.0,2.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
10408394,home,Valencia,André Almeida,andre-almeida,A. Almeida,M,10,176,1200,M,,845693,EUR,959644800,M,18,18,False,24.0,19.0,3.0,2.0,11.0,13.0,8.0,12.0,5.0,,,72.0,42.0,7.0,11.0,0.0,0.0,0.0101478,0,,,1.0,,1.0,4.0,8.0,2.0,4.0,,,2.0,1.0,1.0,,,,2.0,,1.0,,,1.0,4.0,,,,,,,,,,,,,,,,
10408394,home,Valencia,Samu Castillejo,samu-castillejo,S. Castillejo,M,70,182,950,M,,188405,EUR,790387200,F,11,11,False,12.0,11.0,,,4.0,5.0,11.0,14.0,3.0,,,58.0,24.0,7.2,6.0,0.0,0.0,0.341686,0,,,7.0,4.0,,4.0,1.0,2.0,,,,,,,,,,1.0,1.0,1.0,,3.0,1.0,,1.0,,,,,,,,,,,,,,,
10408394,home,Valencia,Hugo Duro,hugo-duro,H. Duro,F,9,180,2868,M,,909119,EUR,942192000,F,19,19,False,17.0,9.0,2.0,1.0,2.0,2.0,7.0,15.0,4.0,,,90.0,39.0,5.9,15.0,0.8877,1.5268,0.0181643,2,,,,,1.0,4.0,6.0,,2.0,,1.0,1.0,1.0,,,,,4.0,1.0,3.0,,,2.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,
