match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_clearanceOffLine,stat_outfielderBlock,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_totalOffside,stat_totalContest,stat_bigChanceCreated,stat_wonContest,stat_blockedScoringAttempt,stat_goals,stat_hitWoodwork,stat_penaltyWon,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_penaltyConceded
10434020,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,36.0,29.0,11.0,6.0,28.0,33.0,1.0,3.0,4.0,3.0,3.0,90.0,39.0,6.9,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434020,home,Galatasaray,Sacha Boey,boey-sacha,S. Boey,D,93,178,14707,M,sacha_boey,980418,EUR,968803200,D,93,93,False,,46.0,31.0,2.0,1.0,5.0,9.0,27.0,43.0,6.0,,,90.0,77.0,7.3,25.0,1,,,6.0,1.0,2.0,6.0,6.0,9.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10434020,home,Galatasaray,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2642,M,Nelsson,846148,EUR,908323200,D,25,25,False,,56.0,50.0,6.0,4.0,37.0,40.0,13.0,16.0,4.0,,,90.0,64.0,7.9,6.0,0,,,,,,6.0,1.0,6.0,,,1.0,2.0,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,
10434020,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6104,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,,56.0,48.0,5.0,3.0,35.0,37.0,13.0,19.0,5.0,,,90.0,74.0,7.4,10.0,3,,,,,,4.0,3.0,7.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10434020,home,Galatasaray,Sam Adekugbe,sam-adekugbe,S. Adekugbe,D,3,175,284,M,,362042,EUR,790214400,D,32,32,False,,42.0,33.0,,,18.0,20.0,15.0,22.0,3.0,,,84.0,54.0,6.9,11.0,1,,,,,1.0,2.0,3.0,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
10434020,home,Galatasaray,Sérgio Oliveira,sergio-oliveira,S. Oliveira,M,27,181,1610,M,,991493,EUR,707443200,M,27,27,False,,43.0,33.0,7.0,5.0,11.0,13.0,24.0,39.0,7.0,,,74.0,64.0,6.6,21.0,1,,,9.0,2.0,2.0,1.0,11.0,3.0,2.0,1.0,2.0,1.0,1.0,,,1.0,2.0,4.0,,,4.0,,,,,1.0,1.0,,,,,,,,,,
10434020,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,ltorreira34,754794,EUR,823996800,M,5,5,False,,64.0,58.0,6.0,5.0,25.0,25.0,33.0,39.0,10.0,,,90.0,75.0,7.0,8.0,2,,,,,1.0,1.0,8.0,3.0,1.0,2.0,,2.0,2.0,,,,4.0,2.0,,,2.0,,,,,,,,,,,,,,,,
10434020,home,Galatasaray,Milot Rashica,milot-rashica,M. Rashica,M,7,177,3712,M,MRashica,800411,EUR,835920000,M,26,26,False,,33.0,26.0,3.0,,2.0,2.0,25.0,39.0,6.0,,,90.0,60.0,7.0,23.0,2,,,8.0,1.0,1.0,1.0,9.0,6.0,4.0,1.0,1.0,,2.0,,4.0,2.0,2.0,2.0,,,1.0,,,,,2.0,,1.0,1.0,,,,,,,,
10434020,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169,10127,M,driesmertens,32493,EUR,547257600,M,10,10,False,,30.0,24.0,1.0,1.0,10.0,11.0,14.0,20.0,8.0,,,65.0,38.0,6.7,10.0,0,,,1.0,,1.0,,4.0,2.0,,,,,,,,1.0,3.0,2.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,
10434020,home,Galatasaray,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24917,M,KAktürkoğlu,903324,EUR,908928000,M,7,7,False,,23.0,15.0,4.0,2.0,3.0,4.0,12.0,21.0,1.0,,,74.0,42.0,6.8,16.0,3,,,2.0,,4.0,,8.0,6.0,2.0,1.0,,,1.0,,2.0,3.0,,2.0,,,2.0,,1.0,,,2.0,,2.0,1.0,,,,,,,,
