match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,player_sofascoreId,stat_errorLeadToAShot,stat_goals,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside
10388227,home,FC Augsburg,Rafał Gikiewicz,rafal-gikiewicz,R. Gikiewicz,G,12,190,723,M,44938,EUR,562204800,G,1,1,False,50.0,37.0,31.0,18.0,24.0,27.0,13.0,23.0,2.0,3.0,1.0,15.0,1.0,1.0,2.0,3.0,6.0,1.0,90.0,69.0,7.4,13.0,0.0,0.0,0.00595665,0,1.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388227,home,FC Augsburg,Robert Gumny,robert-gumny,R. Gumny,D,20,182,1253,M,834986,EUR,896918400,D,2,2,False,22.0,16.0,5.0,2.0,7.0,9.0,9.0,14.0,,3.0,3.0,4.0,,,,,,,90.0,43.0,7.1,10.0,0.0,0.0,0.00855879,0,,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10388227,home,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,229,M,146853,EUR,679104000,D,6,6,False,35.0,26.0,5.0,1.0,20.0,21.0,6.0,14.0,3.0,6.0,10.0,8.0,,,,,,,90.0,62.0,7.1,12.0,0.0212,0.0316,0.00229151,1,,,,9.0,3.0,2.0,,5.0,1.0,,3.0,,True,3.0,2.0,1.0,2.0,,,,,,,,,,,,
10388227,home,FC Augsburg,Renato Veiga,renato-veiga,R. Veiga,D,12,190,11682,M,1087359,EUR,1059436800,D,8,8,False,27.0,23.0,3.0,1.0,19.0,20.0,4.0,7.0,4.0,4.0,,5.0,,,,,,,34.0,32.0,6.2,5.0,0.0,0.0,0.00111205,0,,,,4.0,,,1.0,,,,1.0,,,3.0,,,1.0,renatoveiga95,1.0,,,,,,,,,,
10388227,home,FC Augsburg,Mads Pedersen,mads-pedersen,M. Pedersen,D,3,179,157,M,809219,EUR,841536000,D,3,3,False,27.0,23.0,2.0,1.0,12.0,15.0,11.0,13.0,,2.0,,3.0,,,,,,,68.0,42.0,6.8,12.0,0.0,0.0,0.0104606,0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,
10388227,home,FC Augsburg,Arne Maier,arne-maier,A. Maier,M,10,183,359,M,836706,EUR,915753600,M,10,10,False,22.0,15.0,1.0,,8.0,11.0,7.0,11.0,1.0,5.0,,4.0,,,,,,,90.0,34.0,7.3,9.0,0.0548,0.1284,0.114088,1,,,,2.0,2.0,1.0,,1.0,3.0,3.0,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,
10388227,home,FC Augsburg,Arne Engels,engels-arne,A. Engels,M,27,185,1608,M,1001867,EUR,1062979200,M,27,27,False,32.0,23.0,4.0,3.0,14.0,19.0,10.0,19.0,1.0,4.0,,7.0,,1.0,,,,,90.0,50.0,7.1,14.0,0.012,0.0,0.0856636,1,,,6.0,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,
10388227,home,FC Augsburg,Niklas Dorsch,dorsch-niklas,N. Dorsch,M,30,175,332,M,794995,EUR,884822400,M,30,30,False,22.0,18.0,1.0,1.0,13.0,13.0,5.0,9.0,,1.0,,1.0,,,,,,,45.0,26.0,6.5,5.0,0.0,0.0,0.0042478,0,,,,2.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
10388227,home,FC Augsburg,Ruben Vargas,ruben-vargas,R. Vargas,M,11,179,2677,M,872919,EUR,902275200,M,16,16,False,12.0,7.0,,,2.0,3.0,5.0,12.0,,4.0,3.0,2.0,,2.0,,,,,68.0,33.0,6.5,11.0,0.2695,0.1207,0.00879729,4,,,3.0,6.0,3.0,2.0,,,,,2.0,1.0,,3.0,,1.0,1.0,,,,,,,,1.0,1.0,1.0,2.0,
10388227,home,FC Augsburg,Ermedin Demirović,ermedin-demirovic,E. Demirović,F,9,184,5628,M,878081,EUR,890784000,F,9,9,False,26.0,18.0,4.0,2.0,8.0,9.0,10.0,18.0,2.0,7.0,3.0,9.0,,2.0,,,,,90.0,51.0,7.0,18.0,0.1756,0.0226,0.0462243,1,,1.0,1.0,10.0,4.0,,,,3.0,1.0,,2.0,,5.0,,1.0,3.0,e.demirovic29,,,,,,,,1.0,,,1.0
