match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_wasFouled,stat_totalOffside,stat_totalContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_bigChanceMissed
12499675,home,1. FC Union Berlin,Jordan Siebatcheu,jordan-siebatcheu,J. Siebatcheu,F,29,190,661,M,788786,EUR,830476800,F,17,17,False,22.0,17.0,1.0,1.0,0.0,10.0,11.0,7.0,11.0,2.0,2.0,,,,90.0,40.0,7.3,10.0,0.0184015,4,,,,,5.0,4.0,8.0,6.0,,1.0,1.0,,2.0,1.0,4.0,2.0,1.0,,,,,,,0.2566,,4.0,,,1.0,,,,,,
12499675,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,True,42.0,34.0,7.0,3.0,0.0,23.0,26.0,11.0,16.0,6.0,2.0,,,,45.0,58.0,7.1,10.0,0.0109675,0,,,,,3.0,3.0,4.0,4.0,1.0,,2.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
12499675,home,1. FC Union Berlin,László Bénes,laszlo-benes,L. Bénes,M,8,181,800,M,354558,EUR,873763200,M,20,20,True,27.0,23.0,4.0,3.0,0.0,10.0,11.0,13.0,20.0,1.0,2.0,,,,45.0,37.0,7.0,8.0,0.0640621,0,,,4.0,,,1.0,,2.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
12499675,home,1. FC Union Berlin,Tim Skarke,tim-skarke,T. Skarke,M,21,179,194,M,800252,EUR,842054400,M,21,21,True,16.0,14.0,,,0.0,7.0,7.0,8.0,11.0,1.0,2.0,,,,31.0,26.0,6.7,5.0,0.0923247,0,,,2.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
12499675,home,1. FC Union Berlin,Robert Skov,robert-skov,R. Skov,M,24,183,755,M,327863,EUR,832550400,M,24,24,True,20.0,15.0,2.0,1.0,0.0,8.0,9.0,7.0,11.0,,1.0,,,,28.0,31.0,6.7,8.0,0.0133528,2,,,,,,2.0,2.0,3.0,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,1.0,0.0645,,1.0,,,,,,,,,
12499675,home,1. FC Union Berlin,Andrej Ilić,andrej-ilic,A. Ilić,F,23,189,856,M,953767,EUR,954720000,F,23,23,True,9.0,6.0,,,0.0,2.0,2.0,4.0,8.0,,,,,,21.0,14.0,6.8,5.0,0.00301413,2,,,1.0,,1.0,3.0,3.0,3.0,,,,,,,,2.0,,,,,,,,0.251,,2.0,,,,,,,,,
12499675,home,1. FC Union Berlin,Carl Klaus,carl-klaus,C. Klaus,G,25,189,47,M,148167,EUR,758678400,G,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499675,home,1. FC Union Berlin,Leopold Querfeld,querfeld-leopold,L. Querfeld,D,14,190,1226,M,1086547,EUR,1071878400,D,14,14,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499675,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499675,home,1. FC Union Berlin,András Schäfer,andras-schafer,A. Schäfer,M,13,179,2407,M,877302,EUR,923961600,M,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499675,away,FC Augsburg,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,564,M,822564,EUR,890956800,G,1,1,False,37.0,17.0,24.0,4.0,0.0,13.0,14.0,4.0,23.0,2.0,5.0,1.0,2.0,1.0,90.0,44.0,6.9,20.0,0.00216644,0,0.312,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
12499675,away,FC Augsburg,Chrislain Matsima,chrislain-matsima,C. Matsima,D,5,192,662,M,963198,EUR,1021420800,D,5,5,False,33.0,27.0,4.0,2.0,0.0,18.0,21.0,9.0,12.0,8.0,3.0,,,,75.0,49.0,7.5,8.0,0.0386509,1,,,,,1.0,7.0,1.0,8.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,0.1049,,1.0,,,,,,,,,
12499675,away,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,229,M,146853,EUR,679104000,D,6,6,False,50.0,38.0,12.0,4.0,1.0,21.0,23.0,17.0,27.0,5.0,5.0,,,,90.0,62.0,7.9,13.0,0.353306,0,,True,,,3.0,5.0,3.0,9.0,,,,1.0,3.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,
12499675,away,FC Augsburg,Cedric Zesiger,cedric-zesiger,C. Zesiger,D,16,191,349,M,798926,EUR,898646400,D,16,16,False,44.0,35.0,12.0,5.0,0.0,21.0,23.0,14.0,21.0,5.0,4.0,,,,90.0,57.0,7.5,11.0,0.0742551,1,,,,,3.0,4.0,5.0,4.0,,2.0,,3.0,,,,,1.0,,,,,,1.0,0.0417,,,,,,,,1.0,,,
12499675,away,FC Augsburg,Henri Koudossou,koudossou-henri,H. Koudossou,D,8,180,78,M,1083891,EUR,933638400,M,44,44,False,26.0,22.0,,,0.0,7.0,8.0,16.0,20.0,1.0,3.0,,,,69.0,52.0,7.3,9.0,0.0436617,0,,,2.0,1.0,1.0,,2.0,6.0,,,,1.0,5.0,2.0,4.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,
12499675,away,FC Augsburg,Frank Onyeka,frank-onyeka,F. Onyeka,M,16,183,4634,M,885864,EUR,883612800,M,19,19,False,46.0,39.0,2.0,2.0,0.0,17.0,18.0,22.0,28.0,1.0,6.0,,,,90.0,69.0,7.2,16.0,0.0438358,1,,,,,1.0,2.0,6.0,10.0,,3.0,2.0,1.0,2.0,2.0,5.0,1.0,,,,5.0,,2.0,1.0,0.0268,1.0,,,,,,,,,,
12499675,away,FC Augsburg,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181,2258,M,796206,EUR,863568000,M,17,17,False,44.0,33.0,1.0,,0.0,12.0,15.0,21.0,29.0,2.0,6.0,,,,90.0,61.0,7.1,14.0,0.0272152,0,,,,,2.0,,4.0,5.0,,,,2.0,3.0,2.0,1.0,,1.0,,,2.0,,2.0,,,,,,,,,,,,,
12499675,away,FC Augsburg,Dimitrios Giannoulis,dimitrios-giannoulis,D. Giannoulis,M,13,178,1037,M,354878,EUR,813888000,M,13,13,False,40.0,32.0,1.0,1.0,0.0,15.0,18.0,17.0,26.0,2.0,6.0,,,,90.0,70.0,6.8,19.0,0.0839078,1,,,4.0,,1.0,1.0,4.0,3.0,,1.0,,1.0,2.0,1.0,2.0,,1.0,,,,,2.0,1.0,0.0207,,,,,,,,,,,
12499675,away,FC Augsburg,Elvis Rexhbeçaj,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,F,8,8,False,25.0,18.0,2.0,1.0,0.0,4.0,4.0,16.0,24.0,,2.0,,,,60.0,47.0,7.1,14.0,0.174927,1,,,3.0,2.0,,,6.0,4.0,,6.0,,,,,,,2.0,,,3.0,,1.0,,0.0789,1.0,,1.0,0.0556,,,,,,,
12499675,away,FC Augsburg,Alexis Claude-Maurice,alexis-claude-maurice,A. Claude-Maurice,F,20,174,897,M,822877,EUR,897091200,F,20,20,False,20.0,18.0,2.0,2.0,0.0,3.0,3.0,15.0,17.0,,3.0,,,,75.0,39.0,8.8,5.0,0.0897,4,,,,,4.0,,7.0,5.0,1.0,,,1.0,,,3.0,2.0,,,,2.0,,3.0,2.0,0.8427,3.0,,2.0,1.1025,,,,,2.0,,
12499675,away,FC Augsburg,Samuel Essende,samuel-essende,S. Essende,F,9,192,6430,M,855808,EUR,885513600,F,9,9,False,7.0,4.0,,,0.0,3.0,3.0,1.0,4.0,,2.0,,,,60.0,17.0,5.9,10.0,0.0001514,1,,,,,6.0,3.0,13.0,3.0,,2.0,,,,,2.0,2.0,,,,,1.0,3.0,,0.1194,,,1.0,0.1922,,,,,,essende.s,1.0
12499675,away,FC Augsburg,Arne Maier,arne-maier,A. Maier,M,10,183,359,M,836706,EUR,915753600,M,10,10,True,13.0,10.0,1.0,1.0,0.0,3.0,5.0,8.0,12.0,,1.0,,,,30.0,23.0,6.6,9.0,0.208978,0,,,4.0,1.0,1.0,,5.0,1.0,,1.0,,1.0,,,1.0,2.0,1.0,,,,,2.0,,,1.0,,,,,,,,,,
12499675,away,FC Augsburg,Phillip Tietz,tietz-phillip,P. Tietz,F,20,190,467,M,822340,EUR,868406400,F,21,21,True,8.0,5.0,,,0.0,,,5.0,8.0,2.0,,,,,30.0,14.0,6.5,4.0,0.00952842,0,,,,,5.0,1.0,5.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
12499675,away,FC Augsburg,Marius Wolf,marius-wolf,M. Wolf,M,27,187,537,M,254119,EUR,801532800,M,11,11,True,10.0,4.0,2.0,1.0,0.0,2.0,3.0,2.0,7.0,2.0,4.0,,,,21.0,21.0,6.8,7.0,0.00478298,0,,,,,1.0,,2.0,2.0,,,,1.0,,,,,1.0,,,,,3.0,,,2.0,,,,,,,,,,
12499675,away,FC Augsburg,Noahkai Banks,noahkai-banks,N. Banks,D,40,193,620,M,1597260,EUR,1164931200,D,40,40,True,4.0,4.0,,,0.0,4.0,4.0,,,,,,,,15.0,7.0,6.5,,6.903e-05,0,,,,,1.0,,2.0,2.0,1.0,,,,1.0,,,,,Noahkai,Banks,1.0,,,,,,,,,,,,,,,
12499675,away,FC Augsburg,Mert Kömür,mert-komur,M. Kömür,M,36,183,897,M,1390682,EUR,1121558400,M,36,36,True,9.0,9.0,,,0.0,4.0,4.0,5.0,5.0,,4.0,,,,15.0,14.0,6.6,3.0,0.00257755,1,,,,,,,2.0,1.0,,2.0,,,,,1.0,,,,,1.0,,,,0.0273,,,1.0,0.0093,,,,,,,
12499675,away,FC Augsburg,Nediljko Labrović,nediljko-labrovic,N. Labrović,G,22,196,1320,M,947986,EUR,939513600,G,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499675,away,FC Augsburg,Tim Breithaupt,tim-breithaupt,T. Breithaupt,M,6,192,115,M,1049177,EUR,1013040000,M,18,18,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499675,away,FC Augsburg,Mahmut Kücüksahin,mahmut-kucuksahin,M. Kücüksahin,M,42,182,84,M,1388328,EUR,1081296000,M,42,42,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499675,away,FC Augsburg,Steve Mounié,steve-mounie,S. Mounié,F,9,190,6022,M,345035,EUR,780796800,F,15,15,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
