match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_penaltyConceded,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_goals,stat_bigChanceCreated,stat_penaltyWon,stat_goodHighClaim,stat_punches,stat_penaltyMiss,stat_errorLeadToAGoal
12437621,home,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,unai_simon,797291,EUR,865987200,G,1,1,False,True,31.0,21.0,19.0,9.0,0.0,14.0,15.0,7.0,16.0,4.0,2.0,1.0,1.0,2.0,90.0,36.0,7.3,11.0,0.0108577,0,0.0633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437621,home,Athletic Club,Andoni Gorosabel,andoni-gorosabel,A. Gorosabel,D,2,174,530,M,,866810,EUR,839116800,D,2,2,False,,45.0,37.0,1.0,,0.0,22.0,29.0,15.0,17.0,5.0,,,,,90.0,79.0,6.6,15.0,0.038768,0,,1.0,1.0,3.0,8.0,7.0,1.0,2.0,3.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12437621,home,Athletic Club,Daniel Vivian,daniel-vivian,D. Vivian,D,3,183,3110,M,,910978,EUR,931132800,D,3,3,False,,74.0,65.0,11.0,4.0,0.0,41.0,43.0,25.0,32.0,4.0,,,,,90.0,82.0,6.0,10.0,0.0292813,0,,1.0,1.0,1.0,3.0,1.0,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
12437621,home,Athletic Club,Aitor Paredes,aitor-paredes,A. Paredes,D,4,186,1132,M,,959872,EUR,956966400,D,4,4,False,,41.0,36.0,5.0,2.0,0.0,25.0,27.0,11.0,14.0,1.0,,,,,90.0,47.0,6.5,6.0,0.00332708,0,,,1.0,1.0,2.0,2.0,1.0,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12437621,home,Athletic Club,Adama Boiro,adama-boiro,A. Boiro,D,19,182,1918,M,,1398511,EUR,1024704000,D,32,32,False,,41.0,36.0,4.0,1.0,0.0,10.0,13.0,26.0,30.0,4.0,,,,,90.0,69.0,6.7,16.0,0.124367,0,,2.0,1.0,1.0,6.0,5.0,,3.0,2.0,1.0,,2.0,3.0,3.0,4.0,,1.0,1.0,Adama Boiro,,,,,,,,,,,,,,,,,,
12437621,home,Athletic Club,Mikel Jauregizar,mikel-jauregizar,M. Jauregizar,M,18,177,1766,M,,1495844,EUR,1068681600,M,23,23,False,,45.0,32.0,5.0,3.0,0.0,20.0,23.0,12.0,24.0,6.0,,,,,90.0,66.0,7.5,17.0,0.0152212,2,,2.0,2.0,4.0,5.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,0.1991,0.3182,,,,,,,,,,,
12437621,home,Athletic Club,Beñat Prados,benat-prados,B. Prados,M,24,179,600,M,,1012409,EUR,981590400,M,24,24,False,,35.0,27.0,3.0,2.0,0.0,14.0,17.0,13.0,18.0,1.0,,,,,59.0,43.0,6.9,10.0,0.00745975,0,,,,1.0,1.0,4.0,,,1.0,1.0,,1.0,2.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
12437621,home,Athletic Club,Álvaro Djaló,alvaro-djalo,Á. Djaló,F,14,176,1150,M,,1160960,EUR,934761600,M,11,11,False,,8.0,4.0,,,0.0,,,6.0,12.0,3.0,,,,,59.0,21.0,6.9,8.0,0.0619214,0,,4.0,1.0,1.0,4.0,7.0,,1.0,3.0,2.0,,,1.0,1.0,,3.0,2.0,,Álvaro Djaló,,2.0,,,,,,1.0,,,,,,,,,,
12437621,home,Athletic Club,Unai Gómez,unai-gomez,U. Gómez,M,20,183,803,M,,1391375,EUR,1053820800,M,20,20,False,,9.0,8.0,2.0,2.0,0.0,4.0,4.0,5.0,7.0,1.0,,,,,45.0,13.0,6.4,2.0,0.0397574,1,,2.0,2.0,,3.0,,1.0,,,,,,,,,,,1.0,,,1.0,,,,0.0852,,,1.0,1.0,1.0,,,,,,,
12437621,home,Athletic Club,Álex Berenguer,alex-berenguer,Á. Berenguer,M,7,175,1919,M,,592012,EUR,804816000,M,7,7,False,,25.0,21.0,1.0,,0.0,6.0,6.0,15.0,27.0,4.0,,,,,73.0,50.0,6.8,17.0,0.0282475,2,,8.0,1.0,,4.0,5.0,,1.0,3.0,1.0,1.0,,4.0,1.0,2.0,,,,,,,,,,0.2221,,,,2.0,,,,,,,,
