match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_shotOffTarget,stat_totalClearance,stat_wonTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_totalCross,stat_blockedScoringAttempt,stat_accurateCross,stat_dispossessed,stat_keyPass,captain,stat_challengeLost,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_goals,stat_bigChanceMissed,stat_penaltyWon,stat_bigChanceCreated,stat_errorLeadToAShot
12501581,home,Atalanta,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192,3101,M,865646,EUR,962409600,G,29,29,False,21.0,20.0,6.0,5.0,0.0,17.0,17.0,3.0,4.0,11.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,31.0,7.2,2.0,0.00032705,0,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501581,home,Atalanta,Odilon Kossounou,odilon-kossounou,O. Kossounou,D,3,191,9985,M,973437,EUR,978566400,D,3,3,False,42.0,35.0,3.0,2.0,0.0,15.0,16.0,20.0,26.0,3.0,,,,,,,59.0,57.0,7.0,11.0,0.0227283,0,,odilonkossounou,1.0,1.0,2.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12501581,home,Atalanta,Isak Hien,hien-isak,I. Hien,D,4,191,2306,M,1157713,EUR,916185600,D,4,4,False,49.0,42.0,2.0,1.0,0.0,22.0,26.0,20.0,23.0,9.0,,,,,,,90.0,63.0,6.7,7.0,0.0118226,1,,,5.0,4.0,6.0,6.0,,,,4.0,1.0,,,1.0,3.0,1.0,1.0,1.0,2.0,0.0537,,,,,,,,,,,,,,,,,
12501581,home,Atalanta,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,19,190,2156,M,151003,EUR,730080000,D,19,19,False,84.0,75.0,3.0,2.0,0.0,26.0,27.0,49.0,59.0,4.0,,,,,,,90.0,108.0,8.0,12.0,0.0934339,3,,,3.0,8.0,3.0,8.0,,,1.0,1.0,,,,2.0,11.0,,,,,0.1491,2.0,1.0,,,,,,,,,,,,,,,
12501581,home,Atalanta,Raoul Bellanova,raoul-bellanova,R. Bellanova,M,16,188,2480,M,826185,EUR,958521600,M,16,16,False,21.0,17.0,1.0,,0.0,5.0,6.0,15.0,24.0,4.0,,,,,,,45.0,36.0,6.8,12.0,0.172123,0,,,,,2.0,1.0,1.0,,,,,,,,1.0,,,1.0,,,9.0,,3.0,1.0,2.0,,,,,,,,,,,,
12501581,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1856,M,100389,EUR,670204800,M,15,15,False,100.0,89.0,11.0,6.0,0.0,21.0,23.0,69.0,78.0,1.0,,,,,,,90.0,110.0,7.8,11.0,0.376791,0,,,1.0,3.0,2.0,6.0,,,,1.0,2.0,,,,4.0,2.0,,1.0,,,1.0,,1.0,,1.0,True,1.0,,,,,,,,,,
12501581,home,Atalanta,Éderson,ederson,Éderson,M,13,183,7659,M,946888,EUR,931305600,M,13,13,False,96.0,80.0,4.0,3.0,0.0,16.0,17.0,64.0,79.0,5.0,,,,,,,80.0,109.0,7.5,21.0,0.211282,3,,ederson99,,2.0,3.0,3.0,,,,,,2.0,,1.0,1.0,,,1.0,,0.1416,,1.0,,3.0,2.0,,,,,1.0,0.0777,,,,,,
12501581,home,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,77,182,2125,M,132318,EUR,708220800,M,77,77,False,52.0,43.0,2.0,1.0,0.0,11.0,14.0,34.0,44.0,9.0,,,,,,,90.0,81.0,6.9,17.0,0.270965,3,,,1.0,2.0,7.0,3.0,5.0,1.0,,,,,,1.0,,,,,1.0,0.089,6.0,1.0,2.0,,2.0,,1.0,,,1.0,0.0257,,,,,,
12501581,home,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,20,189,7385,M,190437,EUR,792288000,F,8,8,False,31.0,25.0,3.0,1.0,0.0,1.0,1.0,25.0,32.0,,,,,,,,64.0,43.0,7.2,9.0,0.28274,2,,pasalicmario,2.0,2.0,4.0,2.0,1.0,,,,,,1.0,,,,,1.0,,0.2756,2.0,,1.0,1.0,2.0,,,,,2.0,0.5611,,,,,,
12501581,home,Atalanta,Ademola Lookman,ademola-lookman,A. Lookman,F,22,174,80703,M,824200,EUR,877305600,F,11,11,False,48.0,40.0,,,0.0,7.0,8.0,35.0,45.0,2.0,,,,,,,90.0,63.0,7.4,16.0,0.290121,2,,molalookman,1.0,2.0,6.0,3.0,3.0,1.0,,,,2.0,,1.0,,,,,3.0,0.2584,5.0,,2.0,,3.0,,,,,1.0,0.3082,,,,,,
