match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_challengeLost,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_dispossessed,stat_goals,player_firstName,player_lastName,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_hitWoodwork
10433964,home,MKE Ankaragücü,Bahadır Han Güngördü,bahadir-han-gungordu,B. H. Güngördü,G,13,190,97,M,807289,EUR,821750400,G,99,99,False,21.0,10.0,11.0,2.0,9.0,14.0,1.0,7.0,1.0,9.0,2.0,1.0,1.0,90.0,30.0,6.1,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433964,home,MKE Ankaragücü,Kévin Malcuit,kevin-malcuit,K. Malcuit,D,,178,215,,115666,EUR,680918400,D,24,24,False,54.0,45.0,2.0,1.0,20.0,23.0,26.0,38.0,2.0,4.0,,,,86.0,78.0,7.9,16.0,0,1.0,7.0,1.0,1.0,2.0,6.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
10433964,home,MKE Ankaragücü,Uroš Radaković,uros-radakovic,U. Radaković,D,26,194,313,M,151900,EUR,765072000,D,26,26,False,95.0,90.0,6.0,5.0,55.0,57.0,35.0,38.0,1.0,16.0,,,,90.0,103.0,7.3,5.0,1,,,,3.0,3.0,4.0,1.0,1.0,,3.0,2.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,
10433964,home,MKE Ankaragücü,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189,775,M,858004,EUR,892598400,D,18,18,False,77.0,71.0,5.0,2.0,38.0,42.0,33.0,35.0,3.0,6.0,,,,90.0,87.0,6.7,7.0,0,,,,4.0,5.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,2.0,,,,,,,,,,,,
10433964,home,MKE Ankaragücü,Yasin Güreler,yasin-gureler,Y. Güreler,D,27,187,2,M,816426,EUR,678412800,D,17,17,False,36.0,31.0,2.0,1.0,20.0,21.0,11.0,17.0,1.0,3.0,,,,61.0,53.0,6.5,11.0,1,,2.0,,,1.0,3.0,,,,1.0,1.0,,3.0,,,,2.0,1.0,,1.0,,,,,,,,,,,
10433964,home,MKE Ankaragücü,Tolga Ciğerci,tolga-cigerci,T. Ciğerci,M,38,185,114,M,120298,EUR,701308800,M,30,30,False,73.0,70.0,5.0,5.0,29.0,29.0,41.0,46.0,2.0,6.0,,,,90.0,89.0,6.7,6.0,6,,2.0,,4.0,8.0,1.0,,,,1.0,,,1.0,1.0,3.0,1.0,,1.0,,1.0,True,1.0,2.0,3.0,,,,,,,
10433964,home,MKE Ankaragücü,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174,320,M,202032,EUR,777600000,M,54,54,False,23.0,17.0,,,4.0,6.0,13.0,20.0,,3.0,,,,56.0,32.0,6.4,13.0,0,,3.0,,,1.0,1.0,,,,,,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10433964,home,MKE Ankaragücü,Ghayas Zahid,ghayas-zahid,G. Zahid,M,29,173,472,M,252121,EUR,785116800,M,19,19,False,78.0,75.0,,,18.0,18.0,59.0,67.0,,3.0,,,,90.0,98.0,8.0,10.0,5,,7.0,2.0,3.0,4.0,4.0,,,,1.0,2.0,1.0,1.0,2.0,,4.0,,2.0,,,,1.0,1.0,2.0,1.0,1.0,,,,,
10433964,home,MKE Ankaragücü,Pedrinho,pedrinho,Pedrinho,M,14,170,130,M,182385,EUR,724809600,M,8,8,False,39.0,37.0,4.0,4.0,9.0,9.0,28.0,30.0,,2.0,,,,61.0,43.0,6.5,4.0,1,,,,,2.0,3.0,1.0,,,,,,1.0,1.0,1.0,,2.0,,,,,,,1.0,,,,,,,
10433964,home,MKE Ankaragücü,Jesé Rodríguez,jese-rodriguez,Jesé,F,10,178,1127,M,110781,EUR,730684800,M,10,10,False,21.0,17.0,1.0,1.0,7.0,9.0,10.0,13.0,,2.0,,,,61.0,28.0,6.3,8.0,0,,1.0,,,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
