match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_fouls,player_firstName,player_lastName,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_jerseyNumber,stat_aerialWon,stat_onTargetScoringAttempt,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,stat_shotOffTarget,stat_wasFouled,stat_goals,stat_totalOffside,captain,stat_keyPass,player_sofascoreId,stat_bigChanceMissed,stat_bigChanceCreated,stat_wonContest,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot,stat_hitWoodwork
11453030,home,Abha,Ciprian Tătărușanu,ciprian-tatarusanu,C. Tătărușanu,G,198.0,624,M,44453,EUR,508291200,G,16,16,False,24.0,19.0,11.0,7.0,0.0,15.0,16.0,4.0,8.0,11.0,4.0,6.0,3.0,3.0,90.0,37.0,7.9,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453030,home,Abha,Saleh Al Qumayzi,saleh-al-qumayzi,S. Al Qumayzi,D,180.0,9,M,160891,EUR,688780800,D,17,17,False,31.0,21.0,6.0,5.0,0.0,12.0,19.0,9.0,12.0,,,,,,90.0,43.0,6.7,10.0,1,1.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453030,home,Abha,Saad Natiq,saad-natiq,S. Natiq,D,188.0,510,M,836756,EUR,764035200,D,4,4,False,40.0,34.0,10.0,5.0,0.0,29.0,30.0,5.0,10.0,3.0,,,,,88.0,54.0,6.5,9.0,0,,5.0,,7.0,,1.0,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11453030,home,Abha,Fabián Noguera,fabian-noguera,F. Noguera,D,192.0,73,M,581620,EUR,732585600,D,18,18,False,30.0,24.0,4.0,2.0,0.0,16.0,18.0,8.0,12.0,,,,,,90.0,43.0,6.9,6.0,1,1.0,4.0,,7.0,,3.0,,,4.0,,,,1.0,2.0,1.0,29,2.0,1.0,,,,,,,,,,,,,,,,,
11453030,home,Abha,Mohammed Al Oufi,mohammed-al-oufi,M. A. Oufi,D,168.0,14,M,1050350,EUR,1028764800,D,24,24,False,39.0,28.0,7.0,1.0,0.0,15.0,16.0,14.0,27.0,6.0,,,,,89.0,63.0,6.3,23.0,0,,3.0,,2.0,,,Mohammed Al Oufi,,1.0,,1.0,2.0,1.0,1.0,1.0,23,,,4.0,1.0,4.0,,,,,,,,,,,,,,
11453030,home,Abha,Zakaria Al-Sudani,zakaria-al-sudani,Z. Al-Sudani,M,183.0,5,M,328851,EUR,712195200,M,21,21,False,29.0,23.0,3.0,2.0,0.0,8.0,8.0,15.0,21.0,3.0,,,,,90.0,47.0,7.2,9.0,3,1.0,8.0,1.0,2.0,,4.0,,,13.0,,1.0,2.0,2.0,3.0,2.0,,7.0,,,,,2.0,3.0,,,,,,,,,,,,
11453030,home,Abha,Grzegorz Krychowiak,grzegorz-krychowiak,G. Krychowiak,M,187.0,2715,M,76227,EUR,633571200,M,5,5,False,34.0,27.0,7.0,5.0,0.0,14.0,16.0,13.0,18.0,2.0,,,,,90.0,41.0,7.5,7.0,2,,,1.0,1.0,,,Grzegorz,Krychowiak,1.0,,,,2.0,,,4,,1.0,,,,,1.0,1.0,,,,,,,,,,,
11453030,home,Abha,Fahad Bin Jumayah,fahad-bin-jumayah,F. B. Jumayah,D,170.0,22,M,893514,EUR,800064000,M,14,14,False,26.0,21.0,1.0,1.0,0.0,6.0,8.0,15.0,21.0,5.0,,,,,90.0,41.0,6.5,14.0,1,,6.0,,1.0,,,,,4.0,3.0,1.0,2.0,,,,14,1.0,,3.0,,2.0,1.0,3.0,,1.0,,,,,,,,,,
11453030,home,Abha,Saad Bguir,bguir-saad,S. Bguir,M,178.0,637,M,563030,EUR,764294400,M,10,10,False,29.0,23.0,6.0,5.0,1.0,8.0,8.0,18.0,29.0,1.0,,,,,88.0,42.0,8.9,12.0,2,,1.0,,,,1.0,Saad,Bguir,2.0,,,,,,,18,,2.0,8.0,3.0,1.0,,2.0,1.0,1.0,True,5.0,,,,,,,,
11453030,home,Abha,Karl Toko Ekambi,karl-toko-ekambi,K. Toko Ekambi,F,183.0,3818,M,842931,EUR,716428800,M,7,7,False,24.0,22.0,2.0,2.0,0.0,12.0,13.0,10.0,12.0,6.0,,,,,90.0,38.0,6.6,9.0,1,,4.0,,,,,,,4.0,2.0,1.0,1.0,,2.0,2.0,9,1.0,,1.0,,3.0,1.0,1.0,,1.0,,1.0,karltokoekambi,1.0,,,,,,
