match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_totalOffside,stat_penaltyWon,stat_blockedScoringAttempt,stat_goals,stat_accurateCross,stat_lastManTackle,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_bigChanceCreated
12530720,home,Beşiktaş JK,Mert Günok,mert-gunok,M. Günok,G,34,196,4070,M,39573,EUR,604713600,G,34,34,False,True,20.0,17.0,6.0,3.0,0.0,15.0,15.0,2.0,5.0,4.0,1.0,2.0,90.0,27.0,6.5,4.0,0.00741581,0,-0.8667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530720,home,Beşiktaş JK,Tayyip Talha Sanuç,tayyip-talha-sanuc,T. T. Sanuç,D,23,188,911,M,851909,EUR,945388800,D,5,5,False,,35.0,32.0,1.0,1.0,0.0,22.0,22.0,10.0,13.0,,,,69.0,52.0,7.1,4.0,0.0115465,0,,1.0,1.0,3.0,6.0,1.0,2.0,2.0,5.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12530720,home,Beşiktaş JK,Emirhan Topçu,emirhan-topcu,E. Topçu,D,53,188,2617,M,895009,EUR,971222400,D,53,53,False,,63.0,58.0,7.0,4.0,0.0,37.0,37.0,21.0,26.0,1.0,,,90.0,74.0,6.6,6.0,0.0103679,0,,2.0,,3.0,,1.0,6.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530720,home,Beşiktaş JK,Felix Uduokhai,felix-uduokhai,F. Uduokhai,D,14,193,1725,M,792142,EUR,873763200,D,14,14,False,,40.0,36.0,2.0,,0.0,24.0,26.0,12.0,14.0,3.0,,,90.0,57.0,6.7,5.0,0.0084677,0,,3.0,3.0,3.0,4.0,,7.0,4.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12530720,home,Beşiktaş JK,Arthur Masuaku,arthur-masuaku,A. Masuaku,D,27,179,10350,M,174975,EUR,752630400,D,26,26,False,,39.0,34.0,1.0,,0.0,15.0,19.0,19.0,27.0,8.0,,,87.0,68.0,7.0,15.0,0.0356503,1,,1.0,,4.0,6.0,,2.0,1.0,2.0,2.0,,1.0,,,masuaku26,7.0,1.0,2.0,1.0,1.0,3.0,0.0336,1.0,,,,,,,,,,,,,,,
12530720,home,Beşiktaş JK,Gedson Fernandes,gedson-fernandes,G. Fernandes,M,83,184,5232,M,862055,EUR,915840000,M,83,83,False,,30.0,23.0,,,0.0,5.0,5.0,18.0,25.0,3.0,,,90.0,47.0,6.9,11.0,0.0316054,2,,1.0,,5.0,6.0,,1.0,,,,2.0,2.0,,,gedson_83,,1.0,3.0,2.0,1.0,4.0,0.1491,2.0,1.0,1.0,0.1657,,,,,,,,,,,,
12530720,home,Beşiktaş JK,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,A. Oxlade-Chamberlain,M,21,180,3255,M,10577,EUR,745372800,M,15,15,False,,27.0,24.0,3.0,1.0,0.0,9.0,9.0,15.0,18.0,5.0,,,79.0,40.0,6.9,4.0,0.0155409,2,,,,3.0,4.0,,3.0,,3.0,2.0,,2.0,,,AlexOxChambo,,1.0,,,2.0,1.0,0.0419,,,1.0,,,,,,,,,,,,,
12530720,home,Beşiktaş JK,Milot Rashica,milot-rashica,M. Rashica,M,7,177,3712,M,800411,EUR,835920000,M,7,7,False,,39.0,31.0,2.0,1.0,0.0,8.0,9.0,23.0,35.0,3.0,,,68.0,51.0,6.9,15.0,0.250494,1,,1.0,,5.0,2.0,1.0,,,,,,1.0,,,MRashica,5.0,1.0,1.0,,,2.0,0.0664,1.0,1.0,,0.1351,1.0,,,,,,,,,,,
12530720,home,Beşiktaş JK,Rafa Silva,rafa-silva,R. Silva,M,27,170,17005,M,252577,EUR,737596800,M,27,27,False,,44.0,36.0,3.0,3.0,0.0,8.0,11.0,28.0,33.0,4.0,,,90.0,54.0,8.1,10.0,0.216341,1,,1.0,1.0,3.0,6.0,,,1.0,,,,,,,Rafa_Silva,,,4.0,2.0,,3.0,0.1291,4.0,1.0,,0.1808,1.0,1.0,,,,,,,,,,
12530720,home,Beşiktaş JK,João Mário,joao-mario,J. Mário,M,10,179,3772,M,97001,EUR,727401600,M,18,18,False,,42.0,36.0,1.0,1.0,0.0,10.0,11.0,26.0,35.0,2.0,,,79.0,49.0,7.1,11.0,0.0750381,2,,1.0,,3.0,,,,,,,,1.0,,,JoaoMario,4.0,1.0,,,1.0,,0.0892,2.0,1.0,,0.547,,,,,,,,,,,,
