match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_keyPass,stat_dispossessed,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_wonContest,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_errorLeadToAShot,player_sofascoreId
14035892,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187.0,289,M,996979,EUR,1015632000,G,1,1,False,19.0,15.0,10.0,6.0,0.0,10.0,10.0,5.0,9.0,6.0,1.0,90.0,26.0,6.7,4.0,0.00226701,0.092,0,-0.2145,0.07,-0.02,-0.07,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035892,home,Oud-Heverlee Leuven,Ewoud Pletinckx,,,ewoud-pletinckx,E. Pletinckx,D,28,190.0,193,M,949101,EUR,971136000,D,28,28,False,52.0,48.0,9.0,5.0,0.0,26.0,28.0,22.0,24.0,4.0,,90.0,75.0,7.2,8.0,0.01121,,0,,0.23,0.07,0.31,,2.0,1.0,2.0,2.0,8.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035892,home,Oud-Heverlee Leuven,Noë Dussenne,,,noe-dussenne,N. Dussenne,D,3,191.0,108,M,115569,EUR,702604800,D,3,3,False,59.0,46.0,13.0,5.0,0.0,28.0,31.0,18.0,28.0,3.0,,90.0,74.0,6.7,13.0,0.00500863,,0,,0.09,0.08,0.16,,,2.0,2.0,3.0,9.0,,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14035892,home,Oud-Heverlee Leuven,Takuma Ominami,,,takuma-ominami,T. Ominami,D,5,184.0,257,M,832976,EUR,881971200,D,5,5,False,31.0,25.0,6.0,3.0,0.0,18.0,18.0,7.0,13.0,,,75.0,41.0,6.4,7.0,0.00337546,,0,,0.02,0.08,-0.06,,,3.0,4.0,2.0,3.0,,2.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14035892,home,Oud-Heverlee Leuven,Óscar Gil,,,oscar-gil,Ó. Gil,D,27,175.0,90,M,959820,EUR,893548800,M,27,27,False,25.0,20.0,2.0,1.0,0.0,11.0,11.0,9.0,14.0,1.0,,90.0,50.0,7.6,12.0,0.442458,,2,,0.6,0.08,-0.05,,1.0,2.0,8.0,4.0,2.0,,,3.0,1.0,2.0,,1.0,,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.7167,0.6157,0.03,,,,,,,,,,,,,,,
14035892,home,Oud-Heverlee Leuven,Siebe Schrijvers,,,siebe-schrijvers,S. Schrijvers,M,8,178.0,212,M,190413,EUR,837648000,M,8,8,False,23.0,20.0,,,0.0,10.0,10.0,10.0,13.0,5.0,,76.0,39.0,6.6,7.0,0.0420822,,1,,0.02,0.05,0.14,,2.0,,4.0,4.0,3.0,,1.0,2.0,,3.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,0.0243,,-0.12,True,1.0,,,,,,,,,,,,,
14035892,home,Oud-Heverlee Leuven,Łukasz Łakomy,,,lukasz-lakomy,Ł. Łakomy,M,24,181.0,794,M,1001201,EUR,979776000,M,24,24,False,26.0,22.0,3.0,,0.0,12.0,13.0,10.0,13.0,5.0,,90.0,43.0,6.6,9.0,0.0275469,,3,,0.09,0.03,-0.06,,5.0,1.0,3.0,1.0,2.0,,2.0,,,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,0.1132,0.0376,0.01,,1.0,1.0,,,,,,,,,,,,
14035892,home,Oud-Heverlee Leuven,Takahiro Akimoto,,,takahiro-akimoto,T. Akimoto,D,30,170.0,293,M,1028340,EUR,886204800,M,30,30,False,24.0,20.0,3.0,1.0,0.0,11.0,14.0,9.0,10.0,6.0,,90.0,42.0,6.8,7.0,0.0487176,,2,,0.16,-0.03,0.17,,1.0,,1.0,5.0,4.0,,,2.0,,1.0,3.0,,,,,,2.0,,,,0.0684,,-0.32,,,,,,,,,,,,,,,
14035892,home,Oud-Heverlee Leuven,Casper Terho,,,terho-casper,C. Terho,F,17,184.0,347,M,1050672,EUR,1056412800,F,11,11,False,18.0,9.0,2.0,2.0,0.0,3.0,3.0,6.0,15.0,5.0,,75.0,34.0,6.4,17.0,0.283553,,1,,0.44,0.21,-0.09,,4.0,1.0,10.0,,1.0,,,,,4.0,,3.0,1.0,2.0,2.0,,,1.0,4.0,,0.0841,0.6688,0.2,,3.0,,1.0,,,,,,,,,,,
14035892,home,Oud-Heverlee Leuven,Sory Kaba,,,sory-kaba,S. Kaba,F,39,191.0,1032,M,869131,EUR,806889600,F,39,39,False,20.0,6.0,,,0.0,2.0,3.0,4.0,17.0,3.0,,90.0,33.0,6.6,19.0,0.0803896,,3,,-0.58,0.33,0.14,,,6.0,8.0,9.0,1.0,,,1.0,1.0,1.0,7.0,2.0,1.0,,1.0,1.0,2.0,1.0,3.0,,0.3203,,-0.07,,,,,1.0,1.0,,,,,,,,,
