match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_lastManTackle,stat_wonTackle,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_shotValueNormalized,player_firstName,stat_totalCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,player_lastName,captain,stat_bigChanceMissed,stat_goals,stat_totalOffside,player_sofascoreId
14062216,home,1. FSV Mainz 05,Daniel Batz,daniel-batz,D. Batz,G,33,189,139,M,94312,EUR,663638400,G,33,33,False,35.0,21.0,19.0,5.0,0.0,18.0,22.0,3.0,13.0,1.0,11.0,1.0,4.0,1.0,90.0,48.0,6.9,15.0,0.00228238,26.884195025394,6.0,10.270130941098,0.0,0.4138,0,0.0609,0.05,-0.07,-0.07,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062216,home,1. FSV Mainz 05,Dominik Kohr,dominik-kohr,D. Kohr,D,31,183,345,M,152206,EUR,759974400,D,31,31,False,19.0,15.0,4.0,2.0,0.0,11.0,11.0,4.0,8.0,7.0,1.0,,,,59.0,36.0,7.1,5.0,0.0044597,25.572411803938,6.0,4.6995637859804,0.0,,0,,0.06,0.02,0.22,,1.0,1.0,3.0,6.0,1.0,3.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
14062216,home,1. FSV Mainz 05,Stefan Posch,stefan-posch,S. Posch,D,4,188,1362,M,355486,EUR,863568000,D,4,4,False,41.0,28.0,11.0,2.0,0.0,19.0,21.0,9.0,20.0,3.0,7.0,,,,90.0,55.0,7.2,13.0,0.00698971,185.95975653249,16.0,108.42199021773,2.0,,1,,0.04,0.16,0.41,,2.0,5.0,3.0,10.0,,1.0,4.0,,1.0,,1.0,1.0,1.0,2.0,0.0364,23.780697181265,44.722458917977,2.0,-0.03,,,,,,,,,,,,,,,,
14062216,home,1. FSV Mainz 05,Kacper Potulski,kacper-potulski,K. Potulski,D,48,195,1288,M,1548910,EUR,1192752000,D,48,48,False,38.0,31.0,2.0,1.0,0.0,25.0,27.0,6.0,11.0,1.0,1.0,,,,90.0,48.0,5.9,9.0,0.00593177,4.2689681423032,1.0,2.5048997823807,0.0,,2,,-0.12,0.0,-0.29,,3.0,3.0,9.0,5.0,,1.0,1.0,,1.0,5.0,,,,1.0,0.1641,,,,-0.33,Kacper Potulski,1.0,1.0,1.0,1.0,0.3025,,,,,,,,,,
14062216,home,1. FSV Mainz 05,Danny da Costa,danny-da-costa,D. Costa,D,21,186,309,M,97926,EUR,742521600,M,21,21,False,30.0,21.0,8.0,5.0,1.0,12.0,17.0,9.0,13.0,6.0,4.0,,,,90.0,53.0,7.4,11.0,0.247026,78.225883874709,10.0,27.455336451833,1.0,,0,,0.4,0.06,0.17,,3.0,1.0,5.0,6.0,,,2.0,,1.0,1.0,,,,1.0,,14.02370480097,21.013988198341,2.0,,,3.0,,,,,2.0,3.0,2.0,1.0,,,,,,
14062216,home,1. FSV Mainz 05,Jae-sung Lee,jae-sung-lee,J. Lee,F,7,180,2656,M,537552,EUR,713404800,M,7,7,False,23.0,22.0,2.0,1.0,0.0,8.0,8.0,14.0,15.0,,3.0,,,,86.0,36.0,6.7,4.0,0.061578,16.846448807685,3.0,12.521787927311,0.0,,2,,0.26,0.06,-0.21,,1.0,1.0,8.0,6.0,,,3.0,,1.0,,4.0,1.0,,1.0,0.0563,,,,-0.15,,1.0,1.0,,1.0,,1.0,3.0,1.0,,,,,,,
14062216,home,1. FSV Mainz 05,Kaishu Sano,kaishu-sano,K. Sano,M,6,176,2319,M,1028307,EUR,978134400,M,6,6,False,28.0,22.0,4.0,2.0,0.0,12.0,12.0,10.0,16.0,,4.0,,,,90.0,37.0,7.0,8.0,0.0204003,59.573460705053,8.0,11.631225491982,0.0,,0,,0.17,0.04,-0.03,,2.0,3.0,3.0,7.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,2.0,2.0,,,,,,,
14062216,home,1. FSV Mainz 05,Nadiem Amiri,nadiem-amiri,N. Amiri,M,10,180,2903,M,327755,EUR,846374400,M,10,10,False,27.0,20.0,4.0,2.0,0.0,4.0,5.0,16.0,22.0,,4.0,,,,90.0,47.0,8.0,17.0,0.256222,162.41910212577,14.0,92.740115413975,6.0,,3,,0.41,0.26,-0.1,,,,3.0,3.0,,,1.0,1.0,1.0,,1.0,1.0,,,0.3187,28.82734769144,117.16045192812,3.0,0.46,,10.0,,1.0,1.0,0.8886,3.0,3.0,1.0,,,True,1.0,1.0,1.0,
14062216,home,1. FSV Mainz 05,Phillipp Mwene,phillipp-mwene,P. Mwene,M,2,170,475,M,138126,EUR,759801600,M,2,2,False,18.0,14.0,4.0,2.0,0.0,6.0,7.0,8.0,11.0,2.0,3.0,,,,90.0,37.0,7.2,11.0,0.040367,67.827519141438,7.0,39.553626730435,1.0,,0,,0.32,0.12,0.19,,,,,2.0,,,1.0,1.0,1.0,,,,,1.0,,12.403596308848,14.154643195786,1.0,,,6.0,,,,,1.0,,,,,,,,,
14062216,home,1. FSV Mainz 05,Silas,silas-katompa-mvumpa,S. K. Mvumpa,M,26,189,7747,M,949062,EUR,907632000,F,26,26,False,8.0,7.0,,,0.0,2.0,2.0,5.0,6.0,,2.0,,,,45.0,14.0,6.5,3.0,0.0165201,59.179798786429,6.0,18.988198774522,2.0,,1,,0.15,0.07,0.0,,2.0,,5.0,3.0,,,,,1.0,2.0,,,,,0.0148,16.555784036386,29.328928531171,1.0,-0.11,,1.0,,1.0,,0.1785,,3.0,2.0,,,,,,,silas
14062216,home,1. FSV Mainz 05,Phillip Tietz,tietz-phillip,P. Tietz,F,20,190,484,M,822340,EUR,868406400,F,20,20,False,23.0,11.0,1.0,1.0,0.0,4.0,4.0,7.0,19.0,,3.0,,,,90.0,40.0,5.9,17.0,0.00623135,17.84592914547,4.0,-2.3188867409377,0.0,,5,,-0.22,0.01,-0.08,,5.0,5.0,11.0,9.0,,1.0,2.0,2.0,2.0,2.0,1.0,4.0,,2.0,0.7647,,,1.0,-0.67,,,2.0,,1.0,,,1.0,,,,,1.0,,,
14062216,home,1. FSV Mainz 05,Sheraldo Becker,sheraldo-becker,S. Becker,F,23,180,1512,M,352544,EUR,792288000,F,23,23,True,12.0,9.0,,,0.0,1.0,1.0,8.0,11.0,,3.0,,,,45.0,18.0,7.2,6.0,0.0802815,50.487703297898,6.0,21.609057972409,0.0,,1,,0.62,0.13,0.0,,,,1.0,,,,,,,1.0,,1.0,,,0.0837,,,1.0,-0.18,,3.0,,,,,,,,,,,,,1.0,
14062216,home,1. FSV Mainz 05,Nikolas Veratschnig,nikolas-veratschnig,N. Veratschnig,D,22,178,243,M,1138150,EUR,1043366400,D,22,22,True,11.0,10.0,1.0,1.0,0.0,4.0,4.0,6.0,7.0,,,,,,31.0,22.0,6.3,7.0,0.204265,15.757414226884,2.0,-0.35240835797536,0.0,,1,,0.28,-0.3,-0.2,,1.0,,4.0,1.0,,,1.0,3.0,,2.0,,,,,0.0148,,,1.0,0.0,Nikolas Veratschnig,2.0,,,1.0,,1.0,1.0,,,,,,,,
