match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,captain,stat_challengeLost,stat_bigChanceCreated,stat_wonTackle,player_sofascoreId,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_hitWoodwork,player_firstName,player_lastName,stat_wonContest,stat_totalOffside,stat_errorLeadToAShot,stat_goodHighClaim,stat_errorLeadToAGoal
10385622,home,Brighton & Hove Albion,Jason Steele,jason-steele,J. Steele,G,23,188,538,M,31867,EUR,650937600,G,23,23,False,24.0,22.0,3.0,1.0,22.0,23.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,90.0,30.0,7.4,2.0,0.0,0.0,6.684e-05,0,0.1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385622,home,Brighton & Hove Albion,Joël Veltman,joel-veltman,J. Veltman,D,34,184,1147,M,219572,EUR,695433600,D,34,34,False,22.0,20.0,1.0,,15.0,15.0,7.0,1.0,2.0,,,,,,65.0,29.0,6.6,3.0,0.0,0.0,0.157651,0,,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385622,home,Brighton & Hove Albion,Adam Webster,adam-webster,A. Webster,D,4,191,505,M,216308,EUR,789177600,D,4,4,False,78.0,71.0,2.0,,48.0,50.0,28.0,4.0,6.0,,,,,,90.0,89.0,7.2,9.0,0.0,0.0,0.0144782,0,,23.0,2.0,2.0,4.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10385622,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1911,M,115365,EUR,690681600,D,5,5,False,95.0,88.0,11.0,5.0,62.0,63.0,32.0,2.0,7.0,,,,,,90.0,106.0,7.5,7.0,0.0,0.0,0.16273,0,,26.0,1.0,3.0,6.0,,2.0,,1.0,,,,2.0,3.0,True,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10385622,home,Brighton & Hove Albion,Pervis Estupiñán,pervis-estupinan,P. Estupiñán,D,2,175,14887,M,805465,EUR,885340800,D,30,30,False,47.0,43.0,1.0,1.0,21.0,23.0,27.0,,8.0,,,,,,90.0,71.0,7.5,8.0,0.4793,0.0,0.132205,2,,24.0,1.0,5.0,5.0,1.0,3.0,2.0,3.0,,,1.0,1.0,1.0,,2.0,1.0,,pervisestupinan,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10385622,home,Brighton & Hove Albion,Pascal Groß,pascal-gross,P. Groß,M,30,181,4733,M,48480,EUR,676944000,M,13,13,False,58.0,50.0,4.0,1.0,30.0,32.0,27.0,1.0,7.0,,,,,,90.0,65.0,8.5,9.0,0.6441,1.2336,0.188843,3,,20.0,,,1.0,,,,,,,,1.0,1.0,,,,1.0,pascalgross65,,1.0,,,,,1.0,2.0,2.0,,,,,,,,
10385622,home,Brighton & Hove Albion,Billy Gilmour,gilmour-billy,B. Gilmour,M,6,169,4342,M,907668,EUR,992217600,M,27,27,False,65.0,60.0,1.0,,28.0,30.0,35.0,,9.0,,,,,,90.0,71.0,6.9,7.0,0.074,0.0,0.174668,1,,32.0,,4.0,1.0,1.0,,3.0,,,1.0,,,1.0,,,,1.0,billygilmour,,,,,,1.0,,,,1.0,,,,,,,
10385622,home,Brighton & Hove Albion,Solly March,solly-march,S. March,M,7,180,1255,M,301288,EUR,774662400,M,7,7,False,15.0,12.0,3.0,1.0,9.0,11.0,5.0,3.0,4.0,,,,,,56.0,30.0,6.7,8.0,0.0799,0.0,0.00499438,1,,3.0,1.0,4.0,3.0,2.0,,2.0,,,2.0,,2.0,2.0,,,,2.0,,,1.0,,,,1.0,,,,,,,,,,,
10385622,home,Brighton & Hove Albion,Deniz Undav,deniz-undav,D. Undav,F,26,179,7434,M,794298,EUR,837734400,M,21,21,False,19.0,12.0,,,6.0,7.0,12.0,,5.0,,,,,,80.0,30.0,8.1,11.0,0.8256,1.4863,0.146464,3,,6.0,,6.0,2.0,1.0,,4.0,,,1.0,,,1.0,,,,1.0,denizundav,,,,2.0,,,1.0,2.0,2.0,,,,1.0,,,,
10385622,home,Brighton & Hove Albion,Julio Enciso,julio-enciso,J. Enciso,M,19,173,12907,M,973556,EUR,1074816000,M,20,20,False,22.0,15.0,,,4.0,6.0,17.0,,2.0,,,,,,65.0,38.0,8.1,14.0,0.1326,0.1999,0.231072,2,,11.0,1.0,5.0,7.0,1.0,1.0,,2.0,,2.0,,,2.0,,1.0,1.0,,julioenciso.33,2.0,1.0,,5.0,,1.0,,1.0,,,,,3.0,,,,
