match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_totalCross,stat_interceptionWon,player_firstName,player_lastName,stat_challengeLost,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_dispossessed,stat_totalContest,stat_wonContest,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_shotOffTarget,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside
12436459,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,1,1,False,41.0,25.0,29.0,13.0,0.0,19.0,22.0,6.0,19.0,2.0,11.0,4.0,2.0,3.0,2.0,90.0,57.0,7.5,16.0,0.00098845,0,0.2377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436459,home,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180,1146,M,190877,EUR,813196800,D,2,2,False,22.0,19.0,1.0,1.0,1.0,11.0,14.0,8.0,8.0,1.0,6.0,,,,,90.0,34.0,7.1,4.0,0.114732,0,,1.0,1.0,2.0,5.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12436459,home,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194,838,M,825719,EUR,852768000,D,31,31,False,33.0,26.0,5.0,3.0,0.0,21.0,25.0,5.0,9.0,6.0,4.0,,,,,90.0,45.0,6.9,8.0,0.00227626,0,,,1.0,,4.0,3.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12436459,home,Fulham,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8710,M,861972,EUR,946598400,D,3,3,False,37.0,33.0,3.0,3.0,0.0,23.0,25.0,10.0,12.0,5.0,1.0,,,,,90.0,49.0,6.7,6.0,0.00373979,0,,1.0,,4.0,1.0,,,2.0,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
12436459,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,40.0,20.0,6.0,1.0,0.0,14.0,26.0,6.0,18.0,5.0,7.0,,,,,90.0,69.0,6.7,27.0,0.00557728,0,,1.0,1.0,6.0,8.0,6.0,2.0,1.0,,4.0,3.0,,,2.0,1.0,,True,1.0,2.0,1.0,,,,,,,,,,,,
12436459,home,Fulham,Sander Berge,sander-berge,S. Berge,M,16,195,2096,M,793167,EUR,887414400,M,16,16,False,30.0,26.0,6.0,4.0,0.0,19.0,19.0,7.0,11.0,2.0,10.0,,,,,90.0,44.0,7.2,6.0,0.002921,0,,,,4.0,8.0,6.0,5.0,1.0,1.0,,1.0,,,1.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,
12436459,home,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,371222,EUR,839894400,M,20,20,False,23.0,22.0,3.0,3.0,0.0,12.0,13.0,10.0,10.0,2.0,1.0,,,,,89.0,37.0,7.1,2.0,0.172151,0,,,,1.0,4.0,2.0,1.0,1.0,,,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,
12436459,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,352770,EUR,831081600,M,17,17,False,18.0,12.0,2.0,,0.0,8.0,9.0,4.0,11.0,2.0,3.0,,,,,90.0,28.0,6.5,10.0,0.0114178,0,,,,3.0,2.0,1.0,1.0,1.0,,2.0,,,,1.0,1.0,1.0,,1.0,,,alexanderiwobi,,,,,,,,,,,
12436459,home,Fulham,Emile Smith Rowe,emile-smith-rowe,E. Smith Rowe,M,32,182,7311,M,867445,EUR,964742400,M,32,32,False,13.0,12.0,,,0.0,7.0,8.0,5.0,5.0,,,,,,,60.0,18.0,6.4,3.0,0.00133873,0,,,,3.0,2.0,,,1.0,,,,,,1.0,1.0,,,1.0,2.0,2.0,esr,,,,,,,,,,,
12436459,home,Fulham,Adama Traoré,adama-traore,A. Traoré,F,17,178,12517,M,286165,EUR,822528000,M,11,11,False,16.0,10.0,1.0,,0.0,3.0,5.0,7.0,11.0,,3.0,,,,,60.0,20.0,6.4,7.0,0.00919051,0,,1.0,,2.0,2.0,2.0,,,,,,,,,,,,,1.0,,adamatrd,,,,,,,,,,,
