match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalContest,stat_wasFouled,player_firstName,player_lastName,stat_outfielderBlock,stat_totalOffside,stat_keyPass,stat_totalCross,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_errorLeadToAShot,player_sofascoreId,captain,stat_bigChanceMissed,stat_punches
12624943,home,Al-Shabab,Abdullah Al-Mayouf,abdullah-al-mayouf,A. Al-Mayouf,G,187.0,197,M,118159,EUR,538358400,G,33,33,False,22.0,16.0,11.0,5.0,0.0,14.0,14.0,2.0,8.0,3.0,1.0,1.0,5.0,1.0,1.0,90.0,30.0,7.5,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624943,home,Al-Shabab,Mohammed Al-Thani,mohammed-al-thain,M. Al-Thani,M,174.0,72,M,954643,EUR,855532800,D,71,71,False,38.0,29.0,,,0.0,17.0,20.0,12.0,18.0,2.0,,,,,,90.0,60.0,6.7,10.0,0,17,3.0,4.0,8.0,8.0,4.0,1.0,6.0,2.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
12624943,home,Al-Shabab,Nader Al Sharari,nader-abdullah-al-sharari,N. A. Sharari,D,184.0,534,M,923040,EUR,831513600,D,5,5,False,53.0,48.0,1.0,1.0,0.0,37.0,38.0,11.0,15.0,4.0,,,,,,66.0,62.0,6.6,6.0,0,4,2.0,2.0,4.0,5.0,1.0,,2.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
12624943,home,Al-Shabab,Wesley Hoedt,wesley-hoedt,W. Hoedt,D,188.0,354,M,336813,EUR,762912000,D,4,4,False,78.0,73.0,10.0,8.0,0.0,56.0,57.0,17.0,21.0,1.0,,,,,,90.0,91.0,7.0,6.0,0,4,4.0,4.0,6.0,5.0,,,8.0,1.0,1.0,1.0,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
12624943,home,Al-Shabab,Robert Renan,robert-renan,R. Renan,D,186.0,3212,M,1191278,EUR,1065830400,D,30,30,False,61.0,56.0,5.0,2.0,0.0,34.0,35.0,22.0,26.0,9.0,,,,,,90.0,71.0,7.4,5.0,0,30,,2.0,1.0,4.0,1.0,,2.0,2.0,2.0,2.0,,,,Robert Renan,,1.0,,2.0,,,,,,,,,,,,,,
12624943,home,Al-Shabab,Giacomo Bonaventura,giacomo-bonaventura,G. Bonaventura,M,180.0,1098,M,36784,EUR,619747200,M,7,7,False,41.0,34.0,4.0,2.0,0.0,14.0,15.0,20.0,30.0,4.0,,,,,,90.0,62.0,7.1,16.0,3,,1.0,,7.0,4.0,3.0,2.0,1.0,2.0,1.0,,1.0,2.0,1.0,,,,,,4.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,
12624943,home,Al-Shabab,Musab Al Juwayr,musab-fahd-aljuwayr,M. A. Juwayr,M,175.0,850,M,1106234,EUR,1056067200,M,15,15,False,66.0,53.0,6.0,4.0,0.0,26.0,26.0,28.0,44.0,10.0,,,,,,66.0,83.0,7.4,19.0,0,10,,,1.0,4.0,1.0,,2.0,2.0,3.0,2.0,,1.0,,Musab Fahz Aljuwayr,,,,,4.0,1.0,,,,2.0,1.0,,,,,,,
12624943,home,Al-Shabab,Cristian Guanca,cristian-guanca,C. Guanca,M,177.0,565,M,789438,EUR,733190400,M,11,11,False,77.0,70.0,6.0,5.0,0.0,35.0,37.0,35.0,42.0,8.0,,,,,,89.0,87.0,7.4,10.0,0,10,,,1.0,2.0,1.0,,2.0,1.0,2.0,1.0,,,,,,,,1.0,2.0,,,,,,,1.0,,,,,,
12624943,home,Al-Shabab,Daniel Podence,daniel-podence,D. Podence,F,165.0,3019,M,308764,EUR,814233600,M,56,56,False,32.0,27.0,2.0,2.0,1.0,5.0,6.0,24.0,33.0,5.0,,,,,,89.0,62.0,8.3,19.0,1,56,1.0,,8.0,5.0,2.0,3.0,,,,,,5.0,2.0,,,,1.0,3.0,7.0,3.0,,1.0,,2.0,2.0,1.0,1.0,1.0,,,,
12624943,home,Al-Shabab,Haroune Camara,haroune-camara,H. Camara,F,187.0,2967,M,926730,EUR,883612800,F,70,70,False,5.0,3.0,,,0.0,2.0,2.0,1.0,3.0,1.0,,,,,,66.0,12.0,6.5,4.0,1,70,,,4.0,3.0,1.0,,,,2.0,2.0,2.0,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,
