match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,player_sofascoreId
10447720,home,Bari,Elia Caprile,,,elia-caprile,E. Caprile,G,1,191,1710,M,947954,EUR,998697600,G,25,25,False,
10447720,home,Bari,Raffaele Pucino,,,raffaele-pucino,R. Pucino,D,25,183,57,M,75806,EUR,673228800,D,25,25,False,
10447720,home,Bari,Valerio Di Cesare,,,valerio-di-cesare,V. D. Cesare,D,,187,55,M,44027,EUR,422496000,D,6,6,False,
10447720,home,Bari,Francesco Vicari,,,francesco-vicari,F. Vicari,D,34,190,73,M,328103,EUR,775872000,D,23,23,False,
10447720,home,Bari,Giacomo Ricci,,,giacomo-ricci,G. Ricci,M,31,180,57,M,606940,EUR,841622400,M,80,80,False,
10447720,home,Bari,Mattia Maita,,,mattia-maita,M. Maita,M,8,182,56,M,139402,EUR,725932800,M,4,4,False,
10447720,home,Bari,Raffaele Maiello,,,raffaele-maiello,R. Maiello,M,17,177,54,M,106260,EUR,679104000,M,17,17,False,
10447720,home,Bari,Michael Folorunsho,,,michael-folorunsho,M. Folorunsho,M,90,190,1513,M,869795,EUR,886809600,M,25,25,False,
10447720,home,Bari,Rubén Botta,,,ruben-botta,R. Botta,M,20,173,247,M,249829,EUR,633744000,M,10,10,False,
10447720,home,Bari,Mirco Antenucci,,,mirco-antenucci,M. Antenucci,F,,178,143,M,587720,EUR,463449600,F,7,7,False,
10447720,home,Bari,Walid Cheddira,,,walid-cheddira,W. Cheddira,F,99,187,3827,M,917485,EUR,885427200,F,11,11,False,walo_98
10447720,home,Bari,Emanuele Terranova,,,emanuele-terranova,E. Terranova,D,,185,18,M,25531,EUR,545356800,D,40,40,True,
10447720,home,Bari,Alessandro Mallamo,,,alessandro-mallamo,A. Mallamo,M,8,174,50,M,826197,EUR,922060800,M,81,81,True,
10447720,home,Bari,Nicola Bellomo,,,nicola-bellomo,N. Bellomo,M,10,174,63,M,126161,EUR,666835200,M,95,95,True,
10447720,home,Bari,Cristian Galano,,,cristian-galano,C. Galano,F,,170,33,M,100579,EUR,670464000,F,39,39,True,
10447720,home,Bari,Andrea D'Errico,Andrea,D'Errico,andrea-derrico,A. D'Errico,F,14,171,25,M,143945,EUR,701395200,F,67,67,True,
10447720,home,Bari,Emanuele Polverino,,,emanuele-polverino,E. Polverino,G,,182,1,M,895281,EUR,855792000,G,75,75,True,
10447720,home,Bari,Pierluigi Frattali,,,pierluigi-frattali,P. Frattali,G,,185,25,M,43945,EUR,502243200,G,1,1,True,
10447720,home,Bari,Marco Bosisio,,,marco-bosisio,M. Bosisio,D,,184,9,M,1067191,EUR,1019088000,D,52,52,True,
10447720,home,Bari,Antonio Mazzotta,,,antonio-mazzotta,A. Mazzotta,D,,184,18,M,79423,EUR,618019200,D,42,42,True,
10447720,home,Bari,Guillaume Gigliotti,,,guillaume-gigliotti,G. Gigliotti,D,13,180,12,M,126563,EUR,626572800,D,62,62,True,
10447720,home,Bari,Mehdi Dorval,Mehdi Dorval,,mehdi-dorval,M. Dorval,M,93,176,3543,M,1391304,EUR,981676800,M,88,88,True,
10447720,home,Bari,Leonardo Benedetti,,,leonardo-benedetti,L. Benedetti,M,32,182,76,M,893753,EUR,960249600,M,50,50,True,
10447720,home,Bari,Gianmarco Cangiano,,,gianmarco-cangiano,G. Cangiano,F,7,176,120,M,951927,EUR,1005868800,F,99,99,True,
10447720,away,Padova,Antonio Donnarumma,,,antonio-donnarumma,A. Donnarumma,G,1,192,591,M,125921,EUR,647308800,G,22,22,False,
10447720,away,Padova,Umberto Germano,,,umberto-germano,U. Germano,D,,175,13,M,170991,EUR,703900800,D,8,8,False,
10447720,away,Padova,Matei Ilie,,,matei-cristian-ilie,M. Ilie,D,27,191,271,M,1005347,EUR,1039564800,D,49,49,False,
10447720,away,Padova,Andrea Gasbarro,,,andrea-gasbarro,A. Gasbarro,D,23,181,9,M,347458,EUR,789436800,D,4,4,False,
10447720,away,Padova,Niko Kirwan,,,niko-kirwan,N. Kirwan,M,26,186,50,M,896531,EUR,810172800,M,26,26,False,
10447720,away,Padova,Simone Franchini,,,simone-franchini,S. Franchini,M,80,183,8,M,855953,EUR,891216000,M,8,8,False,
