match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_possessionLostCtrl,player_sofascoreId,stat_shotOffTarget,stat_fouls,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_dispossessed,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyMiss,stat_goalAssist,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_penaltyConceded,stat_totalOffside
10411395,home,Fiorentina,Pietro Terracciano,pietro-terracciano,P. Terracciano,G,1,193,1591,M,136856,EUR,636854400,G,1,1,False,20.0,20.0,5.0,5.0,18.0,18.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,90.0,26.0,6.5,0.0,0.0,0.001419,0,-0.0151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411395,home,Fiorentina,Dodô,dodo,Dodô,D,2,166,3348,M,822518,EUR,911260800,D,2,2,False,70.0,62.0,7.0,5.0,16.0,17.0,46.0,56.0,,4.0,,4.0,,,,,90.0,91.0,6.9,0.0205,0.345,0.0566778,1,,,,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,
10411395,home,Fiorentina,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195,5064,M,836168,EUR,876614400,D,4,4,False,33.0,31.0,4.0,2.0,13.0,13.0,18.0,20.0,3.0,4.0,1.0,,,,,,54.0,39.0,6.9,0.1195,0.0,0.0146555,1,,,,,1.0,3.0,1.0,,,,2.0,1.0,1.0,,2.0,milenkovicn_4,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411395,home,Fiorentina,Igor Júlio,igor-julio,I. Júlio,D,3,185,1338,M,842513,EUR,886809600,D,98,98,False,64.0,63.0,6.0,5.0,24.0,24.0,39.0,40.0,,4.0,,5.0,,,,,90.0,72.0,6.8,0.0,0.0,0.0216625,0,,,,,,3.0,1.0,1.0,,,,4.0,3.0,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
10411395,home,Fiorentina,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184,1338,M,122848,EUR,715305600,D,3,3,False,39.0,36.0,2.0,2.0,5.0,6.0,38.0,54.0,,2.0,,3.0,,,,,90.0,70.0,7.6,0.0,0.0,0.418406,0,,,,21.0,,2.0,,,,,1.0,2.0,,,18.0,,,2.0,1.0,True,7.0,4.0,,,,,,,,,,,,,,,
10411395,home,Fiorentina,Antonín Barák,antonin-barak,A. Barák,M,72,190,780,M,330705,EUR,786412800,M,72,72,False,24.0,20.0,3.0,3.0,3.0,3.0,17.0,24.0,1.0,3.0,2.0,3.0,,,,,79.0,39.0,7.1,0.1904,0.0,0.0360187,2,,,,3.0,1.0,2.0,,1.0,,,2.0,2.0,2.0,,9.0,,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,
10411395,home,Fiorentina,Sofyan Amrabat,sofyan-amrabat,S. Amrabat,M,34,183,27708,M,359272,EUR,840585600,M,34,34,False,81.0,73.0,8.0,7.0,20.0,20.0,54.0,63.0,,2.0,1.0,8.0,,,,,90.0,92.0,7.4,0.0576,0.4643,0.26799,2,,,,2.0,,1.0,,,,1.0,1.0,1.0,,1.0,11.0,sofyanamrabat,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,
10411395,home,Fiorentina,Youssef Maleh,maleh-youssef,Y. Maleh,M,29,177,1361,M,849274,EUR,903744000,M,14,14,False,15.0,13.0,,,3.0,3.0,11.0,14.0,1.0,3.0,,3.0,,,,,62.0,22.0,6.8,0.0523,0.0,0.0933062,1,,,,2.0,,3.0,,,,,,,,2.0,4.0,,,3.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
10411395,home,Fiorentina,Christian Kouamé,christian-kouame,C. Kouamé,F,31,185,2375,M,812946,EUR,881366400,F,99,99,False,19.0,15.0,,,,,16.0,23.0,1.0,6.0,,5.0,,,,,62.0,40.0,7.8,0.4821,0.7562,0.105488,2,,,,4.0,1.0,5.0,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,14.0,christianmichael.11,,2.0,5.0,,1.0,2.0,,,2.0,1.0,,,,,,,,,,,
10411395,home,Fiorentina,Luka Jović,luka-jovic,L. Jović,F,9,181,15141,M,319129,EUR,882835200,F,7,7,False,9.0,8.0,2.0,1.0,2.0,2.0,6.0,8.0,1.0,4.0,,,,,,,78.0,18.0,6.3,0.8394,0.9938,0.00888439,2,,,,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,4.0,lukajovic,1.0,2.0,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,
