match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_sofascoreId,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_outfielderBlock,stat_unsuccessfulTouch,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,captain,stat_totalCross,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,stat_goalAssist,stat_accurateCross,stat_wonContest,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_shotOffTarget,stat_errorLeadToAGoal,stat_ownGoals,stat_hitWoodwork
10407238,home,KV Mechelen,Gaëtan Coucke,gaetan-coucke,G. Coucke,G,98,187,159,M,794989,EUR,910051200,G,1,1,False,34.0,15.0,25.0,6.0,12.0,13.0,3.0,21.0,1.0,1.0,12.0,2.0,90.0,41.0,7.2,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407238,home,KV Mechelen,Sandy Walsh,sandy-walsh,S. Walsh,D,14,185,7764,M,163199,EUR,795139200,D,5,5,False,21.0,14.0,2.0,1.0,5.0,7.0,9.0,14.0,1.0,3.0,4.0,,90.0,41.0,6.9,12.0,0,,,sandywalsh,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,
10407238,home,KV Mechelen,Thibault Peyre,thibault-peyre,T. Peyre,D,23,182,18,M,252141,EUR,718070400,D,23,23,False,42.0,31.0,7.0,2.0,26.0,29.0,5.0,13.0,1.0,4.0,3.0,,90.0,58.0,7.4,13.0,0,,,,,,6.0,1.0,3.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
10407238,home,KV Mechelen,Alec Van Hoorenbeeck,alec-van-hoorenbeeck,A. V. Hoorenbeeck,D,18,187,118,M,974203,EUR,914976000,D,18,18,False,47.0,37.0,8.0,3.0,31.0,34.0,6.0,13.0,3.0,4.0,5.0,,90.0,58.0,7.2,11.0,0,,,,1.0,,4.0,3.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
10407238,home,KV Mechelen,Boli Bolingoli,boli-bolingoli,B. Bolingoli,D,5,180,130,M,333301,EUR,804556800,D,21,21,False,48.0,41.0,4.0,1.0,27.0,31.0,14.0,17.0,1.0,4.0,6.0,,89.0,71.0,6.8,13.0,1,,,,3.0,,2.0,1.0,3.0,2.0,,,1.0,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,
10407238,home,KV Mechelen,Jannes Van Hecke,jannes-van-hecke,J. V. Hecke,M,78,175,67,M,965741,EUR,1011052800,M,6,6,False,25.0,15.0,5.0,1.0,10.0,13.0,5.0,12.0,,2.0,2.0,,78.0,31.0,6.5,10.0,0,,,,2.0,,,,2.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,
10407238,home,KV Mechelen,Rob Schoofs,rob-schoofs,R. Schoofs,M,17,179,196,M,133164,EUR,764380800,M,16,16,False,43.0,32.0,7.0,4.0,14.0,17.0,18.0,27.0,1.0,3.0,9.0,,90.0,60.0,7.9,17.0,2,,,,3.0,,,4.0,2.0,1.0,,1.0,,,2.0,,,2.0,,True,1.0,2.0,1.0,1.0,,,,,,,,,
10407238,home,KV Mechelen,Dimitri Lavalėe,dimitri-lavalee,D. Lavalėe,D,24,187,151,M,857458,EUR,853113600,M,14,14,False,29.0,25.0,5.0,3.0,14.0,15.0,11.0,14.0,3.0,8.0,5.0,,90.0,42.0,7.3,4.0,0,,,,4.0,,3.0,3.0,4.0,2.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,
10407238,home,KV Mechelen,Geoffry Hairemans,geoffry-hairemans,G. Hairemans,F,11,184,137,M,58917,EUR,688003200,F,7,7,False,26.0,22.0,2.0,2.0,5.0,7.0,18.0,27.0,1.0,5.0,6.0,,78.0,50.0,7.7,17.0,1,,,,5.0,,,,1.0,1.0,3.0,3.0,,,3.0,2.0,1.0,,,,8.0,1.0,,2.0,1.0,1.0,,,,,,,
10407238,home,KV Mechelen,Julien Ngoy,julien-ngoy,J. Ngoy,F,7,185,143,M,848680,EUR,878428800,F,9,9,False,6.0,3.0,,,,,3.0,7.0,,2.0,3.0,,84.0,17.0,7.6,9.0,1,,,,6.0,,1.0,,1.0,,1.0,2.0,1.0,,3.0,2.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
