match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_ownGoals,stat_fouls,stat_totalTackle,stat_wonTackle,captain,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_outfielderBlock,stat_bigChanceCreated,stat_wasFouled,stat_totalOffside,player_firstName,player_lastName,stat_wonContest,stat_onTargetScoringAttempt,stat_punches
10664218,home,SV Waldhof Mannheim,Morten Behrens,morten-behrens,M. Behrens,G,26,193,28,M,814388,EUR,859852800,G,1,1,False,35.0,27.0,15.0,7.0,26.0,28.0,1.0,7.0,1.0,12.0,1.0,2.0,3.0,90.0,46.0,6.8,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10664218,home,SV Waldhof Mannheim,Niklas Wilson Sommer,niklas-wilson-sommer,N. W. Sommer,D,,177,943,M,874817,EUR,891475200,D,2,2,False,43.0,29.0,7.0,2.0,15.0,19.0,16.0,26.0,,5.0,,,,90.0,61.0,6.5,21.0,1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10664218,home,SV Waldhof Mannheim,Gerrit Gohlke,gerrit-gohlke,G. Gohlke,D,,192,10,M,906746,EUR,921196800,D,27,27,False,52.0,45.0,8.0,6.0,39.0,41.0,6.0,11.0,5.0,8.0,,,,90.0,64.0,6.5,7.0,1,,,4.0,5.0,4.0,,1.0,1.0,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
10664218,home,SV Waldhof Mannheim,Julian Riedel,julian-riedel,J. Riedel,D,,184,4,M,124375,EUR,681782400,D,3,3,False,44.0,39.0,9.0,5.0,36.0,38.0,3.0,6.0,2.0,5.0,,,,75.0,50.0,6.6,5.0,0,,,2.0,3.0,3.0,,,,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,
10664218,home,SV Waldhof Mannheim,Marcel Seegert,marcel-seegert,M. Seegert,D,21,186,30,M,147429,EUR,767577600,D,5,5,False,48.0,39.0,10.0,4.0,25.0,30.0,14.0,18.0,5.0,5.0,,,,90.0,64.0,6.8,12.0,2,,,6.0,4.0,7.0,,1.0,3.0,2.0,,2.0,1.0,,1.0,1.0,,True,1.0,1.0,,,,,,,,,,
10664218,home,SV Waldhof Mannheim,Laurent Jans,laurent-jans,L. Jans,D,21,178,131,M,137719,EUR,712972800,D,18,18,False,33.0,21.0,6.0,2.0,13.0,18.0,9.0,19.0,3.0,2.0,,,,90.0,63.0,6.4,20.0,1,4.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,,1.0,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,
10664218,home,SV Waldhof Mannheim,Johannes Dörfler,johannes-dorfler,J. Dörfler,D,,186,6,M,809546,EUR,840758400,M,16,16,False,12.0,9.0,1.0,1.0,3.0,5.0,7.0,8.0,,3.0,,,,70.0,23.0,6.8,7.0,0,1.0,1.0,,6.0,4.0,,,,1.0,1.0,,,,3.0,2.0,,,3.0,,,,1.0,2.0,1.0,,,,,
10664218,home,SV Waldhof Mannheim,Fridolin Wagner,fridolin-wagner,F. Wagner,M,26,182,13,M,798196,EUR,874972800,M,8,8,False,39.0,25.0,7.0,5.0,7.0,11.0,18.0,29.0,1.0,5.0,,,,90.0,62.0,6.7,23.0,1,1.0,,5.0,8.0,11.0,5.0,,2.0,3.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,4.0,,,,1.0,,
10664218,home,SV Waldhof Mannheim,Bentley Baxter Bahn,bentley-baxter-bahn,B. B. Bahn,M,8,180,29,M,126547,EUR,714960000,M,9,9,False,42.0,33.0,6.0,3.0,20.0,24.0,13.0,18.0,3.0,3.0,,,,85.0,53.0,6.8,10.0,0,,,2.0,4.0,3.0,,,2.0,,,3.0,1.0,,,1.0,1.0,,,,,,,,,,,,,
10664218,home,SV Waldhof Mannheim,Alexander Rossipal,alexander-rossipal,A. Rossipal,D,19,184,46,M,802863,EUR,834019200,M,21,21,False,22.0,12.0,4.0,1.0,6.0,7.0,7.0,21.0,,3.0,,,,70.0,32.0,6.5,17.0,0,6.0,1.0,3.0,6.0,3.0,,,,1.0,2.0,4.0,1.0,,,,,,1.0,,,,,,,,,,,
