match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_fouls,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_totalOffside,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_goals,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_goalsPrevented,stat_penaltyConceded
11370003,home,Royal Antwerp FC,Jean Butez,jean-butez,J. Butez,G,1,188,1350,M,599114,EUR,802569600,G,1,1,False,43.0,35.0,18.0,10.0,31.0,34.0,4.0,9.0,1.0,6.0,1.0,1.0,1.0,90.0,48.0,7.0,8.0,0.00175471,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370003,home,Royal Antwerp FC,Jelle Bataille,jelle-bataille,J. Bataille,D,25,175,224,M,889387,EUR,927158400,D,34,34,False,47.0,39.0,8.0,5.0,15.0,20.0,24.0,30.0,1.0,7.0,,,,90.0,79.0,7.6,13.0,0.069659,0,3.0,2.0,7.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
11370003,home,Royal Antwerp FC,Zeno Van Den Bosch,van-den-bosch-zeno,Z. V. D. Bosch,D,33,191,594,M,1103765,EUR,1057449600,D,33,33,False,62.0,58.0,6.0,4.0,34.0,34.0,24.0,28.0,3.0,5.0,,,,90.0,69.0,6.9,5.0,0.0217546,0,,4.0,1.0,,,,,,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11370003,home,Royal Antwerp FC,Toby Alderweireld,toby-alderweireld,T. Alderweireld,D,,186,1445,M,44575,EUR,604800000,D,23,23,False,64.0,54.0,9.0,3.0,36.0,39.0,18.0,27.0,4.0,3.0,,,,90.0,82.0,7.4,12.0,0.0141367,5,2.0,4.0,4.0,,,,,2.0,1.0,,,,,,4.0,3.0,,True,1.0,4.0,1.0,0.3251,,,,,,,,,,,,,,,
11370003,home,Royal Antwerp FC,Owen Wijndal,owen-wijndal,O. Wijndal,D,5,174,794,M,836673,EUR,943747200,D,5,5,False,63.0,53.0,7.0,4.0,26.0,28.0,27.0,38.0,,5.0,,,,90.0,79.0,7.0,16.0,0.0307575,0,3.0,6.0,3.0,,1.0,1.0,,1.0,1.0,,1.0,,,,2.0,1.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,
11370003,home,Royal Antwerp FC,Alhassan Yusuf,alhassan-yusuf,A. Yusuf,M,80,175,917,M,943114,EUR,963878400,M,8,8,False,48.0,41.0,4.0,2.0,6.0,7.0,35.0,41.0,,6.0,,,,89.0,65.0,7.7,9.0,0.035486,1,,3.0,9.0,,,,,1.0,8.0,5.0,1.0,1.0,,,2.0,,1.0,,,,1.0,0.0546,,1.0,,,,,,,,,,,,,
11370003,home,Royal Antwerp FC,Mandela Keita,mandela-keita,M. Keita,M,16,180,1237,M,1110136,EUR,1020988800,M,27,27,False,45.0,41.0,1.0,,20.0,22.0,21.0,23.0,,5.0,,,,83.0,58.0,7.6,6.0,0.0192997,1,,6.0,8.0,,3.0,1.0,,1.0,3.0,1.0,,3.0,Mandela Keita,,1.0,1.0,3.0,,,,,0.0146,,2.0,1.0,1.0,1.0,0.0203,,,,,,,,,
11370003,home,Royal Antwerp FC,Chidera Ejuke,chidera-ejuke,C. Ejuke,M,21,176,3126,M,875890,EUR,883699200,M,19,19,False,43.0,33.0,3.0,3.0,3.0,3.0,31.0,47.0,,6.0,,,,89.0,65.0,9.7,19.0,0.630844,3,7.0,1.0,6.0,,3.0,3.0,,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,0.4366,,3.0,1.0,1.0,3.0,0.6717,1.0,1.0,1.0,,,,,,
11370003,home,Royal Antwerp FC,Vincent Janssen,vincent-janssen,V. Janssen,F,18,184,1452,M,339901,EUR,771552000,M,18,18,False,46.0,42.0,9.0,7.0,16.0,17.0,27.0,31.0,,10.0,,,,90.0,66.0,8.3,10.0,0.14193,1,2.0,5.0,10.0,2.0,2.0,2.0,,,5.0,4.0,3.0,2.0,,,,1.0,2.0,,,,,0.0312,,3.0,,1.0,1.0,0.1564,1.0,1.0,,,,,,,
11370003,home,Royal Antwerp FC,Michel Ange Balikwisha,michel-ange-balikwisha,M. A. Balikwisha,M,10,177,4201,M,923969,EUR,989452800,M,10,10,False,13.0,11.0,1.0,1.0,2.0,2.0,10.0,18.0,,1.0,,,,45.0,34.0,6.6,14.0,0.0781417,1,7.0,4.0,,,2.0,,,,,,1.0,,,,,,,,,,,0.1094,,1.0,,,1.0,0.0194,1.0,2.0,,,,,,,
