match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_challengeLost,stat_totalTackle,stat_wonTackle,captain,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_dispossessed,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented
11391434,home,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,21.0,18.0,6.0,3.0,18.0,18.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,90.0,28.0,7.0,5.0,7.866e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391434,home,Nantes,Ronaël Pierre-Gabriel,ronael-pierre-gabriel,R. Pierre-Gabriel,D,18,175,899,M,826293,EUR,897696000,D,18,18,False,35.0,27.0,3.0,,12.0,16.0,22.0,4.0,,9.0,1.0,,,77.0,60.0,6.8,16.0,0.0547037,2,,,15.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,0.0386,,,,,,,,,,,,,,,,,,,
11391434,home,Nantes,Eray Cömert,eray-comert,E. Cömert,D,24,183,508,M,814023,EUR,886550400,D,24,24,False,79.0,74.0,11.0,8.0,53.0,54.0,25.0,4.0,1.0,7.0,4.0,,,90.0,92.0,7.7,5.0,0.0126193,1,,,21.0,,,1.0,,,,3.0,,,0.0125,1.0,1.0,1.0,0.1551,,,,,,,,,,,,,,,
11391434,home,Nantes,Jean-Charles Castelletto,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,88.0,79.0,6.0,3.0,49.0,55.0,33.0,6.0,3.0,9.0,1.0,,,90.0,98.0,7.4,11.0,0.0334048,0,,,30.0,,3.0,2.0,,,,,2.0,,,1.0,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,
11391434,home,Nantes,Jean-Kévin Duverne,jean-kevin-duverne,J. Duverne,D,29,184,2643,M,845930,EUR,868665600,D,2,2,False,59.0,45.0,6.0,2.0,25.0,28.0,33.0,5.0,1.0,7.0,1.0,,,90.0,85.0,7.2,22.0,0.00673744,1,,,20.0,2.0,2.0,5.0,2.0,1.0,,4.0,2.0,3.0,0.0292,,1.0,,0.0909,1.0,1.0,1.0,,,,,,,,,,,,
11391434,home,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,83.0,70.0,7.0,3.0,27.0,29.0,54.0,3.0,,8.0,1.0,,,90.0,94.0,7.6,14.0,0.470657,2,,,43.0,,,3.0,,,2.0,3.0,1.0,1.0,0.157,,,,,2.0,2.0,1.0,True,2.0,,,,,,,,,,
11391434,home,Nantes,Douglas Augusto,douglas-augusto,D. Augusto,M,66,173,491,M,809034,EUR,853113600,M,6,6,False,59.0,51.0,2.0,2.0,26.0,26.0,38.0,3.0,,4.0,1.0,,,70.0,76.0,7.3,12.0,0.194284,0,,,28.0,5.0,,5.0,,,,2.0,2.0,1.0,,2.0,,,,2.0,2.0,1.0,,3.0,3.0,1.0,,,,,,,,
11391434,home,Nantes,Ignatius Ganago,ignatius-ganago,I. Ganago,F,37,176,477,M,890329,EUR,919123200,M,7,7,False,21.0,15.0,,,3.0,3.0,21.0,1.0,,1.0,1.0,,,59.0,33.0,7.1,12.0,0.114753,3,,,12.0,3.0,,3.0,,,1.0,,1.0,,0.2041,2.0,,,,,,,,2.0,,,1.0,2.0,1.0,,,,,
11391434,home,Nantes,Moussa Sissoko,moussa-sissoko,M. Sissoko,M,17,187,1081,M,27014,EUR,619228800,M,17,17,False,29.0,25.0,1.0,1.0,11.0,11.0,20.0,2.0,2.0,2.0,,,,77.0,41.0,6.6,8.0,0.0141423,2,,,14.0,2.0,1.0,4.0,1.0,1.0,,,1.0,1.0,0.3281,2.0,,,,1.0,,,,,,,,2.0,1.0,1.0,,,,
11391434,home,Nantes,Moses Simon,moses-simon,M. Simon,F,27,168,4098,M,330051,EUR,805507200,M,27,27,False,29.0,25.0,1.0,1.0,4.0,4.0,31.0,8.0,,2.0,4.0,,,90.0,52.0,7.3,17.0,0.280879,1,,,22.0,6.0,,5.0,6.0,4.0,1.0,,3.0,,0.1692,,,,,,,,,1.0,1.0,,3.0,,,1.0,,,,
11391434,home,Nantes,Mostafa Mohamed,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,False,4.0,3.0,,,,,4.0,3.0,2.0,1.0,1.0,,,59.0,15.0,6.6,6.0,0.0034656,1,,,3.0,,2.0,3.0,1.0,,1.0,1.0,4.0,1.0,0.0446,1.0,,,,,,,,,,,,,,,mostafamohamed11,,,
11391434,home,Nantes,Adson,adson,Adson,M,28,171,2146,M,1105970,EUR,970790400,M,20,20,True,19.0,16.0,,,3.0,3.0,16.0,2.0,,2.0,,,,31.0,26.0,6.7,6.0,0.0844557,1,Adson,,13.0,,,3.0,3.0,1.0,,,1.0,1.0,0.0224,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,
11391434,home,Nantes,Matthis Abline,abline-matthis,M. Abline,F,10,182,1315,M,999070,EUR,1048809600,F,39,39,True,7.0,6.0,,,2.0,2.0,6.0,2.0,1.0,,,,,31.0,14.0,6.9,3.0,0.00607213,1,,,4.0,1.0,,2.0,3.0,2.0,,,,,0.1048,1.0,,,,,,,,1.0,,,,1.0,,,,,,
11391434,home,Nantes,Florent Mollet,florent-mollet,F. Mollet,M,91,174,195,M,234230,EUR,690508800,M,25,25,True,11.0,9.0,,,3.0,4.0,10.0,,,1.0,,,,20.0,18.0,6.9,4.0,0.152549,3,,,7.0,3.0,,1.0,,,,,,,0.1903,,,,,1.0,,,,2.0,1.0,1.0,,3.0,,1.0,,,,
11391434,home,Nantes,Jaouen Hadjam,jaouen-hadjam,J. Hadjam,D,3,184,9178,M,1049534,EUR,1048636800,D,26,26,True,17.0,15.0,1.0,,2.0,2.0,21.0,3.0,,1.0,,,,13.0,27.0,7.4,7.0,0.0753807,0,Jaouen Hadjam,,14.0,6.0,,1.0,,,,,,1.0,,,,,,,3.0,2.0,,2.0,1.0,1.0,,,,,jaouen.h3,,,
11391434,home,Nantes,Samuel Moutoussamy,moutoussamy-samuel,S. Moutoussamy,M,92,178,6604,M,892624,EUR,839808000,M,8,8,True,11.0,9.0,,,3.0,4.0,7.0,2.0,,4.0,1.0,,,13.0,16.0,7.0,4.0,0.00894878,1,Samuel,Moutoussamy,6.0,,,,,,,,2.0,,0.0413,,1.0,,0.1835,,1.0,1.0,,,,,,,,,,,,
11391434,home,Nantes,Rémy Descamps,remy-descamps,R. Descamps,G,40,194,488,M,788180,EUR,835660800,G,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391434,home,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391434,home,Nantes,Abdoul Kader Bamba,abdoul-kader-bamba,K. Bamba,M,32,176,177,M,938270,EUR,769824000,F,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391434,home,Nantes,Lamine Diack,lamine-diack,L. Diack,M,25,186,192,M,982317,EUR,974246400,M,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391434,away,Le Havre,Arthur Desmas,arthur-desmas,A. Desmas,G,16,196,105,M,798306,EUR,765676800,G,30,30,False,30.0,17.0,21.0,8.0,11.0,18.0,12.0,1.0,,9.0,1.0,2.0,,90.0,42.0,7.5,14.0,0.00054993,0,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.4295
11391434,away,Le Havre,Arouna Sangante,arouna-sangante,A. Sangante,D,93,189,741,M,1035988,EUR,1018569600,D,93,93,False,41.0,31.0,2.0,1.0,24.0,29.0,12.0,3.0,1.0,5.0,,,,90.0,62.0,6.8,12.0,0.00971596,0,,,7.0,,,9.0,,,,3.0,,4.0,,,,,,4.0,3.0,3.0,True,,,,1.0,,,,,,,
11391434,away,Le Havre,Étienne Youte Kinkoue,etienne-youte-kinkoue,É. Y. Kinkoue,D,6,195,254,M,980406,EUR,1010966400,D,6,6,False,43.0,38.0,5.0,1.0,35.0,35.0,8.0,1.0,6.0,4.0,,,,90.0,56.0,7.3,5.0,0.00140593,1,,,3.0,,,,,,,3.0,,,0.02,,,,,,1.0,1.0,,,,,,1.0,,,,,,
11391434,away,Le Havre,Gautier Lloris,gautier-lloris,G. Lloris,D,4,188,195,M,287887,EUR,806025600,D,4,4,False,42.0,33.0,5.0,1.0,31.0,37.0,5.0,2.0,8.0,3.0,,,,80.0,54.0,7.1,9.0,0.0005151,0,,,2.0,,2.0,2.0,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,
11391434,away,Le Havre,Christopher Operi,christopher-operi,C. Operi,D,21,182,1311,M,858977,EUR,862272000,D,27,27,False,39.0,25.0,8.0,3.0,17.0,25.0,16.0,1.0,2.0,2.0,,,,90.0,62.0,7.0,20.0,0.0386981,0,,,9.0,2.0,1.0,1.0,,,,,3.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,
11391434,away,Le Havre,Loic Négo,loic-nego,L. Négo,D,7,179,819,M,54308,EUR,663897600,M,7,7,False,19.0,12.0,1.0,,8.0,10.0,10.0,4.0,,8.0,3.0,,,65.0,33.0,6.6,9.0,0.109044,0,,,5.0,1.0,,6.0,2.0,1.0,,1.0,1.0,2.0,,2.0,,,,1.0,,,,,1.0,,,,,,,,,
