match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialWon,stat_totalCross,stat_aerialLost,stat_unsuccessfulTouch,stat_fouls,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_interceptionWon,stat_keyPass,stat_goalAssist,stat_shotOffTarget,stat_goals,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_penaltyFaced,stat_penaltyConceded
10411586,home,Inter,André Onana,,,andre-onana,A. Onana,G,24,190,53850,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,25.0,21.0,10.0,6.0,20.0,21.0,1.0,4.0,1.0,7.0,1.0,2.0,3.0,1.0,90.0,35.0,6.8,4.0,0.0,0.0,0.00016391,0,-0.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411586,home,Inter,Milan Škriniar,,,milan-skriniar,M. Škriniar,D,37,187,9818,M,milanskriniar,187205,EUR,792460800,D,37,37,False,65.0,61.0,3.0,1.0,45.0,45.0,16.0,20.0,2.0,5.0,,,,,90.0,71.0,6.7,4.0,0.0,0.0,0.00608291,0,,True,1.0,4.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10411586,home,Inter,Francesco Acerbi,,,francesco-acerbi,F. Acerbi,D,15,192,5573,M,,126816,EUR,571449600,D,15,15,False,71.0,65.0,8.0,4.0,49.0,51.0,16.0,20.0,4.0,7.0,,,,,90.0,76.0,6.8,6.0,0.0,0.0,0.00830999,0,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10411586,home,Inter,Alessandro Bastoni,,,alessandro-bastoni,A. Bastoni,D,95,190,15274,M,alessandrobastoni,826188,EUR,923961600,D,95,95,False,51.0,45.0,5.0,4.0,27.0,28.0,18.0,24.0,1.0,2.0,,,,,90.0,57.0,6.3,9.0,0.0,0.0,0.00837878,0,,,4.0,3.0,2.0,,,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10411586,home,Inter,Denzel Dumfries,,,denzel-dumfries,D. Dumfries,M,2,189,15021,M,ddumfries2,759520,EUR,829785600,M,2,2,False,22.0,21.0,1.0,,11.0,11.0,11.0,14.0,1.0,,,,,,61.0,37.0,6.9,7.0,0.0828,0.0977,0.460018,1,,,1.0,2.0,,,,,2.0,3.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10411586,home,Inter,Nicolò Barella,,,nicolo-barella,N. Barella,M,23,175,21290,M,nicolo_barella,363856,EUR,855273600,M,23,23,False,35.0,28.0,3.0,1.0,11.0,11.0,17.0,24.0,,2.0,,,,,74.0,38.0,6.8,7.0,0.0,0.0,0.0419652,0,,,2.0,3.0,,,,2.0,1.0,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,
10411586,home,Inter,Hakan Çalhanoğlu,,,hakan-calhanoglu,H. Çalhanoğlu,M,20,178,32988,M,HÇalhanoğlu,135700,EUR,760665600,M,20,20,False,43.0,35.0,2.0,1.0,21.0,24.0,15.0,20.0,,6.0,,,,,74.0,58.0,8.2,11.0,0.8286,0.9882,0.278103,2,,,1.0,3.0,,3.0,1.0,,,1.0,,2.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
10411586,home,Inter,Henrikh Mkhitaryan,,,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178,8680,M,micki_taryan,37151,EUR,601344000,M,22,22,False,43.0,37.0,,,12.0,12.0,25.0,32.0,2.0,6.0,,,,,90.0,55.0,6.2,12.0,0.0,0.0,0.0193414,0,,,5.0,1.0,,,,1.0,,1.0,,3.0,3.0,,1.0,,,,,,,,,1.0,,,,,,,,
10411586,home,Inter,Federico Dimarco,,,federico-dimarco,F. Dimarco,M,32,174,15308,M,dimarco32,284361,EUR,879120000,M,32,32,False,24.0,17.0,1.0,,5.0,7.0,14.0,22.0,,6.0,,,,,62.0,47.0,8.5,12.0,0.1472,0.7405,0.102853,2,,,2.0,2.0,,,,1.0,,5.0,,1.0,1.0,2.0,,,2.0,,1.0,,,2.0,,2.0,1.0,,,,,,,
10411586,home,Inter,Lautaro Martínez,,,lautaro-martinez,L. Martínez,F,10,175,122092,M,LautaroM,823984,EUR,872208000,F,10,10,False,15.0,10.0,2.0,2.0,4.0,4.0,6.0,11.0,2.0,1.0,,,,,62.0,26.0,7.1,8.0,0.042,0.0952,0.0172984,1,,,3.0,1.0,,,,1.0,,,1.0,2.0,1.0,,,,1.0,2.0,2.0,,,1.0,,1.0,,1.0,1.0,,,,,
10411586,home,Inter,Edin Džeko,,,edin-dzeko,E. Džeko,F,10,193,23224,M,EDzeko,14990,EUR,511401600,F,9,9,False,23.0,14.0,3.0,2.0,4.0,5.0,10.0,18.0,1.0,3.0,,,,,90.0,33.0,8.1,11.0,1.0033,0.3151,0.700744,4,,,1.0,1.0,,,,1.0,,,1.0,2.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,2.0,1.0,,
10411586,home,Inter,Raoul Bellanova,,,raoul-bellanova,R. Bellanova,M,16,188,2480,M,,826185,EUR,958521600,D,12,12,True,17.0,17.0,,,11.0,11.0,6.0,7.0,,,,,,,29.0,24.0,6.8,2.0,0.1843,0.0,0.00176614,1,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,
10411586,home,Inter,Robin Gosens,,,robin-gosens,R. Gosens,D,21,183,3165,M,,377118,EUR,773366400,D,8,8,True,10.0,9.0,,,2.0,2.0,8.0,11.0,,,,,,,28.0,21.0,7.4,4.0,0.4604,0.8273,0.360999,1,,,2.0,1.0,1.0,1.0,1.0,,,3.0,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,
10411586,home,Inter,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181,13097,M,marcelo_brozovic,108800,EUR,721872000,M,77,77,True,58.0,54.0,9.0,6.0,29.0,29.0,25.0,29.0,,4.0,,,,,28.0,59.0,7.3,4.0,0.0,0.0,0.108025,0,,,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
10411586,home,Inter,Kristjan Asllani,,,kristjan-asllani,K. Asllani,M,23,179,5914,M,KristjanAsllani,996820,EUR,1015632000,M,14,14,True,22.0,20.0,3.0,1.0,8.0,8.0,12.0,14.0,1.0,2.0,,,,,16.0,25.0,6.7,2.0,0.0397,0.0,0.0110411,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
10411586,home,Inter,Roberto Gagliardini,,,roberto-gagliardini,R. Gagliardini,M,63,188,567,M,,287057,EUR,765676800,M,5,5,True,15.0,14.0,,,3.0,3.0,11.0,12.0,,,,,,,16.0,15.0,6.6,1.0,0.0,0.0,0.0161459,0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
10411586,home,Inter,Alex Cordaz,,,alex-cordaz,A. Cordaz,G,,188,119,,,43872,EUR,410227200,G,21,21,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411586,home,Inter,Samir Handanović,,,samir-handanovic,S. Handanović,G,,193,1174,,,2949,EUR,458611200,G,1,1,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
