match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_accurateCross,captain,stat_goals,stat_bigChanceMissed,stat_challengeLost,stat_penaltyWon,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_penaltyFaced,stat_clearanceOffLine,stat_penaltyConceded
10980657,away,Stevenage,Taye Ashby-Hammond,taye-ashby-hammond,T. Ashby-Hammond,G,13,190,27,M,920512,EUR,921974400,G,12,12,False,27.0,13.0,24.0,11.0,3.0,4.0,10.0,23.0,,,,8.0,,4.0,6.0,,,,90.0,35.0,7.3,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
10980657,away,Stevenage,Luther James-Wildin,luther-james-wildin,L. James-Wildin,D,2,178,82,M,838709,EUR,881107200,D,2,2,False,27.0,19.0,5.0,,12.0,14.0,7.0,16.0,,4.0,,11.0,,,,,,,90.0,52.0,6.6,15.0,0,,,3.0,1.0,2.0,1.0,,,3.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
10980657,away,Stevenage,Dan Sweeney,dan-sweeney,D. Sweeney,D,6,191,22,M,856091,EUR,767232000,D,6,6,False,31.0,19.0,7.0,2.0,13.0,14.0,6.0,17.0,4.0,9.0,1.0,6.0,,,,,,,90.0,46.0,6.4,16.0,1,,,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,1.0,,,,,,,,
10980657,away,Stevenage,Terence Vancooten,terence-vancooten,T. Vancooten,D,5,185,28,M,888705,EUR,883353600,D,15,15,False,10.0,6.0,1.0,,3.0,3.0,4.0,8.0,1.0,2.0,3.0,4.0,,,,,,,43.0,20.0,6.4,7.0,0,,,1.0,2.0,4.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,
10980657,away,Stevenage,Carl Piergianni,carl-piergianni,C. Piergianni,D,5,185,45,M,113362,EUR,704851200,D,5,5,False,28.0,13.0,8.0,2.0,10.0,15.0,3.0,13.0,6.0,9.0,1.0,5.0,,,,,,,90.0,46.0,6.4,20.0,0,,,,1.0,2.0,,,,1.0,1.0,1.0,,2.0,,,,,,1.0,,,True,,,,,,,,,,
10980657,away,Stevenage,Max Clark,max-clark,M. Clark,D,3,180,31,M,836797,EUR,822009600,D,3,3,False,12.0,8.0,3.0,2.0,3.0,5.0,5.0,7.0,1.0,5.0,1.0,3.0,,,,,,,45.0,20.0,7.0,5.0,0,,,,1.0,3.0,,,,,2.0,1.0,,2.0,,,,,1.0,,,,,,,2.0,,,,,,1.0,
10980657,away,Stevenage,Jordan Roberts,jordan-roberts,J. Roberts,M,11,180,17,M,218546,EUR,757728000,M,11,11,False,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,18.0,2.0,6.4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980657,away,Stevenage,Jake Reeves,jake-reeves,J. Reeves,M,4,173,21,M,151058,EUR,738720000,M,4,4,False,33.0,24.0,4.0,2.0,9.0,12.0,18.0,29.0,1.0,4.0,,5.0,,,,,,,90.0,49.0,7.1,16.0,0,,,8.0,1.0,3.0,,,,2.0,3.0,1.0,1.0,,,,,,,,2.0,3.0,,,,2.0,,,,1.0,,,
10980657,away,Stevenage,Alex Gilbey,alex-gilbey,A. Gilbey,F,8,183,109,M,254823,EUR,786931200,M,17,17,False,7.0,6.0,,,2.0,2.0,4.0,5.0,,,2.0,3.0,,,,,,,56.0,13.0,6.2,4.0,0,,,,2.0,4.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10980657,away,Stevenage,Danny Rose,danny-rose,D. Rose,F,33,173,82,M,151183,EUR,755481600,F,32,32,False,25.0,8.0,,,,2.0,8.0,23.0,9.0,12.0,,2.0,,,,,,,56.0,30.0,7.0,18.0,1,,,,8.0,8.0,,1.0,1.0,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,2.0,,,
10980657,away,Stevenage,Jamie Reid,jamie-reid,J. Reid,F,19,181,175,M,288977,EUR,774230400,F,19,19,False,10.0,8.0,,,,1.0,8.0,10.0,,3.0,,2.0,,,,,,,90.0,28.0,7.1,12.0,2,,,1.0,4.0,9.0,1.0,4.0,1.0,1.0,2.0,1.0,5.0,,,,,2.0,,1.0,1.0,,,1.0,,,,,,1.0,,,
10980657,away,Stevenage,Dean Campbell,dean-campbell,D. Campbell,M,4,181,18,M,880702,EUR,984960000,M,10,10,True,24.0,19.0,4.0,2.0,12.0,14.0,7.0,11.0,2.0,5.0,1.0,9.0,,,,,,,72.0,34.0,6.5,8.0,0,,,1.0,,2.0,,1.0,,1.0,,,,3.0,,,,,,,,,,,,1.0,,,,,,,
10980657,away,Stevenage,Jake Taylor,jake-taylor,J. Taylor,M,25,178,8,M,95708,EUR,691545600,M,8,8,True,9.0,7.0,,,3.0,4.0,4.0,5.0,3.0,3.0,,2.0,,,,,,,47.0,17.0,6.8,4.0,2,Jake,Taylor,,1.0,2.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,1.0,,,
10980657,away,Stevenage,Jonathan Tomkinson,jonathan-tomkinson,J. Tomkinson,D,27,190,82,M,1014209,EUR,1018483200,D,22,22,True,12.0,7.0,4.0,1.0,5.0,7.0,2.0,5.0,,,1.0,2.0,,,,,,,45.0,17.0,6.0,6.0,0,,,,,3.0,,,,1.0,,,1.0,,,,,,1.0,3.0,,,,,,,,,,,,,1.0
10980657,away,Stevenage,Kane Smith,kane-smith,K. Smith,D,23,175,9,M,901217,EUR,823651200,D,14,14,True,8.0,8.0,1.0,1.0,6.0,6.0,2.0,4.0,,1.0,,1.0,,,,,,,34.0,14.0,6.5,3.0,0,,,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10980657,away,Stevenage,Luke Norris,luke-norris,L. Norris,F,18,182,34,M,151502,EUR,739065600,F,9,9,True,8.0,4.0,1.0,,,,4.0,8.0,2.0,3.0,,,,,,,,,34.0,12.0,6.8,5.0,2,,,,1.0,2.0,,,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,,
10980657,away,Stevenage,Aaron Chapman,aaron-chapman,A. Chapman,G,,203,6,M,340549,EUR,643939200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980657,away,Stevenage,Michael Bostwick,michael-bostwick,M. Bostwick,D,5,193,20,M,47544,EUR,579830400,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,,0,Michael,Bostwick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
