match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_wasFouled,stat_fouls,player_firstName,player_lastName,captain,stat_hitWoodwork,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_bigChanceMissed,player_sofascoreId,stat_totalOffside
11067358,home,Athletico,Léo Linck,leo-linck,L. Linck,G,24,194,1042,M,1119887,EUR,983577600,G,24,24,False,26.0,14.0,18.0,6.0,10.0,11.0,4.0,15.0,8.0,1.0,2.0,3.0,90.0,33.0,6.6,12.0,0.0,0.0,0.00120281,0,-0.4524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067358,home,Athletico,Madson,madson,Madson,D,22,182,227,M,243439,EUR,695260800,D,22,22,False,,,,,,,,,,,,,3.0,,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067358,home,Athletico,Cacá,caca,Cacá,D,25,185,3939,M,929200,EUR,924998400,D,25,25,False,42.0,36.0,5.0,2.0,29.0,30.0,7.0,12.0,4.0,,,,90.0,51.0,6.7,6.0,0.0649,0.0,0.0055481,1,,2.0,6.0,6.0,7.0,1.0,1.0,5.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
11067358,home,Athletico,Thiago Heleno,thiago-heleno,T. Heleno,D,44,185,283,M,33106,EUR,590457600,D,44,44,False,41.0,35.0,9.0,6.0,26.0,26.0,9.0,15.0,3.0,,,,90.0,52.0,6.9,8.0,0.0463,0.0,0.00234472,1,,1.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11067358,home,Athletico,Lucas Esquivel,lucas-esquivel,L. Esquivel,D,37,183,1067,M,1087079,EUR,1003017600,D,37,37,False,32.0,19.0,4.0,3.0,9.0,16.0,12.0,22.0,4.0,,,,90.0,72.0,6.4,26.0,0.0,0.0,0.0759492,0,,1.0,,6.0,4.0,,,1.0,,3.0,,Lucas Esquivel,,,,1.0,,6.0,2.0,1.0,5.0,1.0,1.0,,,,,,,,,,
11067358,home,Athletico,Erick,erick,Erick,M,14,176,1116,M,874063,EUR,879465600,M,26,26,False,19.0,15.0,5.0,4.0,6.0,6.0,9.0,13.0,2.0,,,,90.0,29.0,7.4,5.0,0.1449,0.1319,0.0122518,2,,1.0,2.0,2.0,4.0,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
11067358,home,Athletico,Fernandinho,fernandinho,Fernandinho,M,,179,1901,M,13630,EUR,484012800,M,5,5,False,31.0,26.0,5.0,2.0,11.0,12.0,15.0,20.0,4.0,,,,72.0,42.0,7.6,8.0,0.007,0.02,0.276143,1,,1.0,3.0,2.0,6.0,,,1.0,,1.0,1.0,,,,,,2.0,1.0,,,2.0,2.0,2.0,1.0,,,1.0,1.0,,,,,
11067358,home,Athletico,Vitor Bueno,vitor-bueno,Vitor Bueno,M,15,183,625,M,808785,EUR,778723200,M,8,8,False,39.0,35.0,4.0,3.0,11.0,13.0,26.0,29.0,10.0,,,,90.0,62.0,7.3,13.0,0.0262,0.1658,0.21146,1,,1.0,,6.0,7.0,,,,,4.0,1.0,,,,,1.0,3.0,3.0,2.0,1.0,5.0,2.0,5.0,1.0,,,,,1.0,1.0,,,
11067358,home,Athletico,Bruno Zapelli,bruno-zapelli,Bruno Zapelli,M,10,181,1443,M,1092354,EUR,1021507200,M,10,10,False,28.0,23.0,4.0,4.0,8.0,11.0,16.0,19.0,4.0,,,,72.0,40.0,7.0,9.0,0.1271,0.0783,0.202012,2,,,,2.0,3.0,,1.0,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,1.0,,,,
11067358,home,Athletico,Agustín Canobbio,agustin-canobbio,A. Canobbio,M,17,175,3082,M,846413,EUR,907200000,M,14,14,False,31.0,23.0,3.0,1.0,3.0,4.0,20.0,28.0,3.0,,,,90.0,56.0,6.9,16.0,0.2709,0.0398,0.224293,5,,1.0,,9.0,6.0,,3.0,,,1.0,2.0,,,,1.0,,1.0,1.0,,3.0,7.0,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,,
