match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_totalOffside,stat_keyPass,stat_onTargetScoringAttempt,stat_fouls,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_goodHighClaim,player_sofascoreId,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
13329564,home,Blackburn Rovers,Balázs Tóth,balazs-toth,B. Tóth,G,22,189,845,M,851309,EUR,873331200,G,12,12,False,25.0,18.0,9.0,2.0,0.0,17.0,19.0,1.0,6.0,1.0,1.0,2.0,8.0,1.0,1.0,5.0,1.0,2.0,2.0,90.0,40.0,7.1,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13329564,home,Blackburn Rovers,Joe Rankin-Costello,joe-rankin-costello,J. Rankin-Costello,D,26,183,69,M,905789,EUR,932947200,D,11,11,False,33.0,24.0,3.0,2.0,0.0,16.0,20.0,8.0,16.0,,6.0,1.0,3.0,,,,,,,90.0,63.0,6.8,18.0,1,,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,
13329564,home,Blackburn Rovers,Dominic Hyam,dominic-hyam,D. Hyam,D,5,183,120,M,802719,EUR,819417600,D,5,5,False,58.0,48.0,7.0,3.0,0.0,36.0,38.0,12.0,20.0,1.0,3.0,3.0,5.0,,,,,,,90.0,65.0,6.7,10.0,0,,,,2.0,,,,,1.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
13329564,home,Blackburn Rovers,Danny Batth,danny-batth,D. Batth,D,4,191,117,M,90121,EUR,653875200,D,15,15,False,36.0,33.0,9.0,7.0,0.0,28.0,29.0,5.0,7.0,,2.0,,7.0,,,,,,,90.0,46.0,7.2,3.0,1,,,,2.0,,,,,3.0,2.0,2.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,
13329564,home,Blackburn Rovers,Yuri Ribeiro,yuri-ribeiro,Y. Ribeiro,D,4,174,221,M,357730,EUR,854064000,D,4,4,False,52.0,43.0,7.0,2.0,0.0,20.0,22.0,23.0,30.0,1.0,3.0,4.0,9.0,,,,,,,90.0,73.0,6.7,11.0,0,,,,2.0,,2.0,1.0,,1.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,
13329564,home,Blackburn Rovers,John Buckley,john-buckley,J. Buckley,M,6,173,168,M,970441,EUR,939772800,M,21,21,False,69.0,59.0,9.0,4.0,0.0,40.0,43.0,21.0,30.0,,3.0,2.0,8.0,,,,,,,90.0,88.0,6.6,17.0,1,,,4.0,7.0,2.0,1.0,1.0,1.0,1.0,,,2.0,2.0,,3.0,,,2.0,,2.0,True,2.0,,,,,,,
13329564,home,Blackburn Rovers,Adam Forshaw,adam-forshaw,A. Forshaw,M,28,175,113,M,103117,EUR,686880000,M,28,28,False,41.0,38.0,2.0,1.0,0.0,23.0,24.0,15.0,17.0,,2.0,2.0,1.0,,,,,,,84.0,51.0,7.0,4.0,0,,,,1.0,,,,,1.0,2.0,1.0,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,
13329564,home,Blackburn Rovers,Amario Cozier-Duberry,amario-cozier-duberry,A. Cozier-Duberry,M,19,170,818,M,1138842,EUR,1117324800,M,33,33,False,15.0,13.0,2.0,2.0,0.0,4.0,6.0,9.0,9.0,,6.0,,4.0,,,,,,,57.0,32.0,6.7,8.0,1,,,,6.0,1.0,7.0,4.0,,1.0,2.0,2.0,2.0,,1.0,,,,1.0,,1.0,,,1.0,1.0,,,,,
13329564,home,Blackburn Rovers,Todd Cantwell,todd-cantwell,T. Cantwell,M,10,177,1359,M,907070,EUR,888537600,M,8,8,False,23.0,19.0,,,0.0,11.0,14.0,9.0,12.0,,8.0,,4.0,1.0,,,,,,57.0,40.0,6.5,11.0,1,,,3.0,5.0,1.0,5.0,3.0,1.0,,2.0,1.0,1.0,3.0,,1.0,,,1.0,,1.0,,1.0,,,,,,,
13329564,home,Blackburn Rovers,Augustus Kargbo,kargbo-augustus,A. Kargbo,F,7,172,577,M,917327,EUR,935452800,M,47,47,False,14.0,10.0,,,0.0,2.0,2.0,8.0,14.0,,3.0,,3.0,,,,,,,67.0,31.0,6.2,14.0,1,,,2.0,6.0,2.0,4.0,1.0,1.0,,1.0,,3.0,1.0,,,,,,,2.0,,,,,,,,,
