match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,captain,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_errorLeadToAShot,stat_goals,stat_totalOffside
14572749,home,Basel,Marwin Hitz,marwin-hitz,M. Hitz,G,1,193.0,373,M,37813,EUR,558921600,G,1,1,False,16.0,10.0,9.0,3.0,0.0,8.0,11.0,2.0,5.0,2.0,8.0,1.0,2.0,2.0,1.0,45.0,26.0,6.7,6.0,0.00092828,25.242266438815,6.0,15.925010298601,0.116,0,-0.4199,0.03,-0.02,0.37,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572749,home,Basel,Kevin Rüegg,kevin-ruegg,K. Rüegg,D,27,173.0,106,M,855850,EUR,902275200,D,27,27,False,28.0,21.0,2.0,,0.0,11.0,16.0,10.0,12.0,4.0,8.0,,,,,90.0,67.0,6.2,14.0,0.013689,59.305395573251,8.0,48.813010089722,,0,,0.04,0.02,-0.13,,1.0,1.0,1.0,12.0,7.0,2.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,
14572749,home,Basel,Jonas Adjei Adjetey,adjei-adjetey-jonas,J. A. Adjetey,D,18,188.0,1987,M,1218056,EUR,1071273600,D,32,32,False,55.0,43.0,9.0,4.0,0.0,33.0,40.0,10.0,15.0,7.0,5.0,,,,,90.0,74.0,7.3,13.0,0.0208732,286.78238553142,27.0,99.283048540034,,4,,0.2,0.21,0.28,,1.0,1.0,9.0,3.0,9.0,,,,,1.0,,,,2.0,1.0,1.0,2.0,3.0,0.1808,0.2299,25.350233016427,85.35262731357,3.0,-0.43,,,,,,,,,,,,
14572749,home,Basel,Flavius Daniliuc,flavius-daniliuc,F. Daniliuc,D,24,186.0,441,M,901885,EUR,988329600,D,24,24,False,52.0,47.0,4.0,2.0,0.0,36.0,38.0,11.0,14.0,8.0,2.0,,,,,90.0,67.0,6.9,6.0,0.00402627,163.39777415068,16.0,95.293380039708,,0,,0.08,0.11,0.17,,,1.0,2.0,2.0,5.0,,,1.0,1.0,1.0,2.0,1.0,,1.0,,,,,,,14.126448538912,38.291108703663,2.0,,,,1.0,2.0,,,,,,,,
14572749,home,Basel,Dominik Schmid,dominik-schmid,D. Schmid,D,31,182.0,155,M,883466,EUR,889488000,D,31,31,False,21.0,16.0,2.0,,0.0,11.0,16.0,5.0,5.0,,3.0,,,,,64.0,38.0,6.4,8.0,0.0110384,39.118428662084,6.0,5.0259387911424,,0,,0.08,-0.04,-0.2,,1.0,2.0,2.0,3.0,3.0,1.0,,,,4.0,1.0,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,
14572749,home,Basel,Dion Kacuri,kacuri-dion,D. Kacuri,M,28,188.0,109,M,1156339,EUR,1076457600,M,28,28,False,26.0,23.0,,,0.0,16.0,18.0,7.0,8.0,1.0,3.0,,,,,90.0,38.0,7.1,3.0,0.00412538,45.927979179625,5.0,21.637740619382,,1,,-0.03,0.1,0.22,,,,1.0,1.0,7.0,,,,,1.0,5.0,4.0,1.0,1.0,1.0,,,,0.0792,,,,,-0.17,,,,,,,,,,,,
14572749,home,Basel,Koba Koindredi,koba-koindredi,K. Koindredi,M,8,184.0,470,M,930233,EUR,1004140800,M,8,8,False,15.0,8.0,1.0,,0.0,5.0,7.0,3.0,8.0,,1.0,,,,,57.0,23.0,6.5,8.0,0.00047194,44.951644990103,4.0,10.352602934108,,0,,-0.04,0.03,-0.01,,,,1.0,,2.0,,,,,4.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,
14572749,home,Basel,Bénie Traoré,benie-traore,B. Traore,M,11,172.0,1375,M,1099792,EUR,1038614400,M,11,11,False,11.0,9.0,,,0.0,3.0,3.0,6.0,8.0,3.0,2.0,,,,,57.0,30.0,6.1,13.0,0.0290736,87.734363515808,8.0,58.743547755405,,1,,0.03,0.21,-0.03,,1.0,1.0,,8.0,1.0,1.0,4.0,2.0,1.0,,,,,1.0,,,1.0,,0.0219,,17.046224569921,59.839961903395,3.0,-0.32,Benie Traore,,4.0,,,,,,,,,
14572749,home,Basel,Xherdan Shaqiri,xherdan-shaqiri,X. Shaqiri,M,10,169.0,6845,M,65953,EUR,687052800,M,10,10,False,37.0,27.0,8.0,3.0,0.0,11.0,15.0,16.0,22.0,,5.0,,,,,90.0,58.0,7.5,16.0,0.614619,75.304978596729,12.0,20.766126940315,,2,,0.6,0.08,-0.08,,9.0,,,1.0,5.0,,1.0,,,,,,5.0,,2.0,,,,0.3008,,,,,-0.09,,,,6.0,shaqirixherdan,True,4.0,1.0,1.0,,,
14572749,home,Basel,Philip Otele,philip-otele,P. Otele,M,27,185.0,657,M,988476,EUR,924134400,M,7,7,False,21.0,14.0,,,0.0,6.0,7.0,8.0,14.0,,4.0,,,,,79.0,40.0,6.5,16.0,0.0232601,209.25142307732,15.0,120.22111289512,,1,,-0.11,0.43,-0.05,,,4.0,2.0,9.0,7.0,,3.0,3.0,2.0,,1.0,1.0,2.0,1.0,,,1.0,,0.0135,,22.259072398237,106.80024200028,6.0,-0.04,,,4.0,,,,,,,,,
