match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,captain,stat_aerialWon,stat_challengeLost,stat_fouls,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_outfielderBlock,stat_penaltyWon,stat_errorLeadToAShot,stat_penaltyConceded,stat_hitWoodwork,stat_errorLeadToAGoal
14053714,home,PSV Eindhoven,Matěj Kovář,,,matej-kovar,M. Kovář,G,32,196,2046,M,927366,EUR,958521600,G,32,32,False,35.0,30.0,14.0,9.0,0.0,29.0,30.0,1.0,5.0,2.0,4.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,90.0,44.0,7.6,5.0,0.00149845,114.15545230706,14.0,71.295,13.755,0.5798,0,0.0343,0.1,0.02,-0.31,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053714,home,PSV Eindhoven,Sergiño Dest,,,sergino-dest,S. Dest,D,8,173,6120,M,906021,EUR,973209600,D,8,8,False,55.0,50.0,1.0,1.0,1.0,19.0,19.0,31.0,36.0,,8.0,,,,,,,,90.0,85.0,7.1,15.0,0.38863,159.56912109843,12.0,86.31,28.245,,1,,0.5,0.34,-0.46,,sergino,3.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0586,1.0,-0.12,,,,,,,,,,,,,,,,
14053714,home,PSV Eindhoven,Jerdy Schouten,,,jerdy-schouten,J. Schouten,M,22,185,1244,M,844234,EUR,853027200,D,22,22,False,97.0,89.0,6.0,4.0,0.0,52.0,56.0,37.0,41.0,,5.0,,,,,,,,90.0,107.0,6.6,11.0,0.042519,206.37270100056,32.0,125.895,21.84,,1,,0.4,0.16,-0.61,,,,,5.0,4.0,2.0,,,,1.0,,2.0,1.0,1.0,1.0,0.0466,1.0,-0.17,True,1.0,2.0,1.0,,,,,,,,,,,,
14053714,home,PSV Eindhoven,Armando Obispo,,,armando-obispo,A. Obispo,D,4,184,450,M,825838,EUR,920592000,D,4,4,False,74.0,67.0,10.0,7.0,0.0,46.0,48.0,21.0,26.0,5.0,4.0,,,,,,,,90.0,85.0,6.0,7.0,0.0127469,87.320680529258,13.0,7.455,9.765,,2,,0.25,0.05,-0.44,,,,,8.0,5.0,,1.0,1.0,,,,,,,,0.1556,,-0.45,,4.0,,,8.0,1.0,1.0,1.0,0.1913,,,,,,,
14053714,home,PSV Eindhoven,Anass Salah-Eddine,,,anass-salah-eddine,A. Salah-Eddine,D,2,179,6705,M,961684,EUR,1011312000,D,2,2,False,54.0,51.0,1.0,1.0,0.0,29.0,29.0,22.0,25.0,1.0,8.0,,,,,,,,90.0,79.0,6.7,9.0,0.224581,167.19242262323,15.0,100.8,20.16,,1,,0.32,0.37,-0.51,,,4.0,2.0,3.0,5.0,,3.0,1.0,,,,2.0,2.0,1.0,1.0,0.0379,2.0,-0.03,,1.0,,1.0,,,,1.0,,,,,,,,
14053714,home,PSV Eindhoven,Guus Til,,,guus-til,G. Til,M,20,183,2263,M,845798,EUR,882748800,M,20,20,False,18.0,16.0,,,0.0,6.0,8.0,10.0,10.0,2.0,3.0,,,,,,,,90.0,30.0,8.3,8.0,0.0578167,100.74959741503,7.0,81.795,34.125,,2,,0.02,0.38,-0.05,,,,,2.0,2.0,1.0,,,,1.0,,,,5.0,1.0,0.2449,3.0,0.49,,1.0,,1.0,,,1.0,,0.3997,1.0,1.0,1.0,,,,
14053714,home,PSV Eindhoven,Mauro Júnior,,,mauro-junior,M. Júnior,D,17,171,1141,M,893499,EUR,925948800,M,17,17,False,76.0,67.0,7.0,5.0,0.0,35.0,39.0,32.0,37.0,2.0,5.0,,,,,,,,90.0,90.0,6.9,10.0,0.204378,168.23542534556,18.0,71.82,24.045,,0,,0.27,0.23,-0.37,,,4.0,3.0,3.0,4.0,,,,,,2.0,2.0,2.0,,,,2.0,,,2.0,,2.0,2.0,,,,,,,,1.0,1.0,,
14053714,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3780,M,850816,EUR,911433600,M,23,23,False,56.0,47.0,8.0,6.0,0.0,14.0,16.0,33.0,40.0,1.0,2.0,,,,,,,,83.0,71.0,8.5,12.0,0.374685,82.381070148371,13.0,0.84000000000004,9.03,,3,,0.58,0.31,-0.15,,,7.0,4.0,2.0,2.0,,,,1.0,,,1.0,,,1.0,0.3536,5.0,0.51,,,,1.0,1.0,,1.0,2.0,0.0754,1.0,,,,,,
14053714,home,PSV Eindhoven,Dennis Man,,,dennis-man,D. Man,M,27,182,10450,M,812145,EUR,904089600,F,27,27,False,21.0,18.0,1.0,,0.0,5.0,5.0,13.0,16.0,,4.0,,,,,,,,61.0,40.0,6.5,9.0,0.0535059,144.58637364538,12.0,48.09,27.825,,4,,-0.08,0.43,-0.01,,dennisman,2.0,1.0,6.0,2.0,1.0,3.0,1.0,,3.0,,,,1.0,1.0,0.3462,2.0,-0.53,,,,2.0,1.0,,,1.0,,,,,,,1.0,
14053714,home,PSV Eindhoven,Ricardo Pepi,,,ricardo-pepi,R. Pepi,F,9,185,3729,M,986395,EUR,1042070400,F,9,9,False,15.0,13.0,,,0.0,6.0,7.0,7.0,8.0,,1.0,,,,,,,,90.0,26.0,6.6,6.0,0.0120635,37.651783536514,6.0,5.04,11.34,,5,,-0.22,0.11,-0.01,,,,,1.0,2.0,,1.0,1.0,,2.0,,,,4.0,,1.1675,,0.26,,1.0,,1.0,,,2.0,1.0,0.8333,1.0,,,,,,
