match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_punches,stat_clearanceOffLine
11369305,home,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,unai_simon,797291,EUR,865987200,G,1,1,False,17.0,10.0,12.0,5.0,5.0,5.0,5.0,12.0,1.0,1.0,11.0,2.0,2.0,4.0,90.0,28.0,8.0,7.0,0.0,0.0,0.0029842,0,0.8807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369305,home,Athletic Club,Óscar de Marcos,oscar-de-marcos,Ó. de Marcos,D,10,180,561,M,,52663,EUR,608515200,D,18,18,False,62.0,50.0,10.0,7.0,16.0,16.0,36.0,50.0,,4.0,2.0,,,,90.0,88.0,7.9,17.0,0.0,0.0,0.418809,0,,,,True,1.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11369305,home,Athletic Club,Daniel Vivian,daniel-vivian,D. Vivian,D,3,183,3110,M,,910978,EUR,931132800,D,3,3,False,51.0,45.0,4.0,3.0,30.0,32.0,15.0,19.0,,4.0,9.0,,,,90.0,62.0,7.3,9.0,0.0,0.0,0.00606173,0,,,,,,,,1.0,1.0,,,,,3.0,,,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,
11369305,home,Athletic Club,Aitor Paredes,aitor-paredes,A. Paredes,D,4,186,1132,M,,959872,EUR,956966400,D,4,4,False,49.0,39.0,4.0,1.0,25.0,29.0,14.0,20.0,,3.0,5.0,,,,68.0,57.0,6.6,11.0,0.1945,0.0,0.00422729,1,,,,,,,,1.0,3.0,,,,,3.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,
11369305,home,Athletic Club,Yuri Berchiche,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,,84531,EUR,634608000,D,17,17,False,53.0,41.0,7.0,3.0,19.0,22.0,23.0,34.0,1.0,4.0,4.0,,,,90.0,76.0,7.1,17.0,0.011,0.0,0.0944216,1,,,,,,3.0,1.0,3.0,5.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,
11369305,home,Athletic Club,Mikel Vesga,mikel-vesga,M. Vesga,M,6,191,504,M,,359742,EUR,734227200,M,6,6,False,46.0,30.0,5.0,2.0,9.0,13.0,21.0,33.0,1.0,3.0,10.0,,,,90.0,53.0,6.5,18.0,0.0273,0.0,0.0165813,1,,,,,,,,3.0,7.0,3.0,,2.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,
11369305,home,Athletic Club,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,,96365,EUR,744595200,M,16,16,False,52.0,43.0,5.0,3.0,17.0,18.0,27.0,36.0,1.0,2.0,5.0,,,,81.0,61.0,7.0,12.0,0.0,0.0,0.224184,0,,,,,,2.0,1.0,1.0,3.0,,,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,
11369305,home,Athletic Club,Iñaki Williams,inaki-williams,I. Williams,M,9,186,20741,M,IñakiWill,783374,EUR,771638400,M,9,9,False,35.0,26.0,2.0,,4.0,5.0,22.0,35.0,,6.0,6.0,,,,90.0,68.0,8.3,23.0,0.7991,1.1891,0.240591,6,,,,,,5.0,,2.0,5.0,,,1.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,,7.0,1.0,1.0,,,3.0,2.0,1.0,1.0,,,,,
11369305,home,Athletic Club,Oihan Sancet,oihan-sancet,O. Sancet,M,8,188,3356,M,,966801,EUR,956620800,M,8,8,False,31.0,26.0,,,5.0,6.0,21.0,26.0,,6.0,3.0,,,,81.0,53.0,7.3,13.0,0.5257,0.0458,0.0366693,3,,,,,,1.0,,,4.0,1.0,,1.0,1.0,2.0,1.0,4.0,4.0,3.0,,,5.0,2.0,2.0,,1.0,1.0,,2.0,,,,,,
11369305,home,Athletic Club,Álex Berenguer,alex-berenguer,Á. Berenguer,M,7,175,1919,M,,592012,EUR,804816000,M,7,7,False,19.0,12.0,1.0,,6.0,7.0,8.0,17.0,1.0,2.0,4.0,,,,63.0,34.0,7.1,14.0,0.0523,0.0585,0.373766,2,,,,,,5.0,2.0,1.0,6.0,1.0,2.0,,,,,2.0,4.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,
11369305,home,Athletic Club,Gorka Guruzeta,gorka-guruzeta,G. Guruzeta,F,11,188,2498,M,,605672,EUR,842486400,F,12,12,False,20.0,11.0,,,3.0,5.0,8.0,15.0,3.0,7.0,4.0,,,,68.0,34.0,8.0,13.0,0.9477,0.404,0.0543387,4,,,,,,,,2.0,6.0,,,2.0,2.0,1.0,2.0,,1.0,1.0,1.0,,2.0,,1.0,,2.0,3.0,,,1.0,1.0,,,,
11369305,home,Athletic Club,Iker Muniain,iker-muniain,I. Muniain,M,19,169,1079,M,,71707,EUR,724723200,F,10,10,True,21.0,19.0,,,3.0,4.0,16.0,19.0,1.0,2.0,2.0,,,,27.0,26.0,6.7,5.0,0.0852,0.0,0.0400652,1,,,,,,2.0,,1.0,3.0,,,,,,1.0,,2.0,1.0,,,,,1.0,,,,,,,,,,,
11369305,home,Athletic Club,Yeray Álvarez,yeray-alvarez,Y. Álvarez,D,5,183,811,M,,807648,EUR,790905600,D,5,5,True,10.0,6.0,3.0,,4.0,5.0,2.0,5.0,,,1.0,,,,22.0,11.0,6.4,4.0,0.0,0.0,0.00029979,0,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11369305,home,Athletic Club,Asier Villalibre,asier-villalibre,A. Villalibre,F,12,183,829,M,,355072,EUR,875577600,F,20,20,True,8.0,7.0,,,3.0,4.0,4.0,4.0,1.0,2.0,3.0,,,,22.0,12.0,8.5,3.0,0.2539,0.7552,0.113411,1,,,,,1.0,,,,,,1.0,,,,,3.0,1.0,1.0,,,2.0,,,,,1.0,,,1.0,,,,,
11369305,home,Athletic Club,Ander Herrera,ander-herrera,A. Herrera,M,21,182,3084,M,,82474,EUR,619056000,M,21,21,True,10.0,9.0,,,2.0,2.0,7.0,8.0,,,1.0,,,,9.0,10.0,6.6,1.0,0.0,0.0,0.0114699,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369305,home,Athletic Club,Unai Gómez,unai-gomez,U. Gómez,M,20,183,803,M,,1391375,EUR,1053820800,M,30,30,True,5.0,3.0,,,,,3.0,5.0,1.0,2.0,,,,,9.0,6.0,6.6,2.0,0.0,0.0,0.00265925,0,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11369305,home,Athletic Club,Julen Agirrezabala,julen-agirrezabala,J. Agirrezabala,G,25,187,1097,M,,1014412,EUR,977788800,G,13,13,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369305,home,Athletic Club,Imanol García de Albéniz,imanol-garcia-de-albeniz,I. G. d. Albéniz,D,19,177,202,M,,1009662,EUR,960422400,D,19,19,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
