match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,playerName,rescinded,id,isHome,incidentClass,player_id,player_name,reason,length,injury,confirmed,description
10406795,FT,3.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
10406795,,,,,90,7.0,,1,,,card,David Atanga,False,120645311.0,True,yellow,786187.0,David Atanga,,,,,
10406795,,3.0,0.0,,90,5.0,,1,,,goal,,,168221127.0,True,regular,786187.0,David Atanga,,,,,
10406795,,,,,90,2.0,,1,,,card,Brandon Mechele,False,120645302.0,False,yellow,248331.0,Brandon Mechele,Foul,,,,
10406795,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,6.0,,,
10406795,,,,,86,,,5,,,substitution,,,121598262.0,True,regular,,,,,False,,
10406795,,,,,86,,,5,,,substitution,,,121598261.0,True,regular,,,,,False,,
10406795,,,,,84,,,7,,,varDecision,,,15712.0,False,goalAwarded,118085.0,Hans Vanaken,,,,False,
10406795,,,,,76,,,15,,,card,Ferran Jutglà,False,120645259.0,False,yellow,949962.0,Ferran Jutglà,Simulation,,,,
10406795,,,,,67,,,24,,,substitution,,,121598118.0,True,regular,,,,,False,,
10406795,,,,,63,,,28,,,substitution,,,121598102.0,False,regular,,,,,False,,
10406795,,2.0,0.0,,58,,,33,,,goal,,,168220825.0,True,regular,149817.0,Cameron McGeehan,,,,,
10406795,,,,,57,,,34,,,substitution,,,121598056.0,True,regular,,,,,False,,
10406795,,,,,57,,,34,,,substitution,,,121598055.0,True,regular,,,,,False,,
10406795,,,,,54,,,37,,,card,Matej Rodin,False,120645206.0,True,yellow,834079.0,Matej Rodin,Foul,,,,
10406795,,,,,46,,,45,,,substitution,,,121597961.0,False,regular,,,,,False,,
10406795,,,,,46,,,45,,,substitution,,,121597960.0,False,regular,,,,,False,,
10406795,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
10406795,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,2.0,,,
10406795,,1.0,0.0,,44,,,2,,,goal,,,168220341.0,True,regular,356024.0,Thierry Ambrose,,,,,
10406795,,,,,44,,,2,,,inGamePenalty,,,118416732.0,True,missed,356024.0,Thierry Ambrose,goalkeeperSave,,,,Goalkeeper save
