match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_aerialWon,stat_totalContest,stat_fouls,stat_outfielderBlock,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId
12117133,home,Criciúma,Gustavo,gustavo,Gustavo,G,1,186,199,M,124766,EUR,731721600,G,1,1,False,27.0,19.0,18.0,10.0,0.0,12.0,13.0,7.0,14.0,6.0,1.0,6.0,9.0,90.0,41.0,8.9,8.0,0.00315642,0,2.8353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117133,home,Criciúma,Claudinho,claudinho,Claudinho,D,2,180,509,M,992791,EUR,969753600,D,27,27,False,48.0,40.0,7.0,2.0,0.0,16.0,20.0,25.0,34.0,8.0,,,,83.0,74.0,7.5,16.0,0.332601,0,,,,6.0,1.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,,
12117133,home,Criciúma,Rodrigo Fagundes,rodrigo-fagundes,R. Fagundes,D,3,187,155,M,886773,EUR,542419200,D,3,3,False,40.0,36.0,5.0,3.0,0.0,19.0,20.0,17.0,22.0,3.0,,,,90.0,51.0,6.7,7.0,0.0128987,0,,,,2.0,,1.0,4.0,2.0,1.0,,6.0,1.0,,,,,1.0,True,2.0,1.0,1.0,,,,,,,,,,,
12117133,home,Criciúma,Wilker Ángel,wilker-angel,W. Ángel,D,4,190,807,M,147358,EUR,732412800,D,4,4,False,40.0,32.0,10.0,2.0,0.0,21.0,24.0,11.0,16.0,2.0,,,,90.0,59.0,7.3,8.0,0.00410632,0,,,,,,1.0,2.0,2.0,,,7.0,4.0,,,,1.0,,,1.0,,2.0,3.0,,,,,,,,,,
12117133,home,Criciúma,Marcelo Hermes,marcelo-hermes,M. Hermes,D,22,177,288,M,783490,EUR,791596800,D,22,22,False,38.0,27.0,8.0,1.0,0.0,12.0,16.0,15.0,27.0,3.0,,,,89.0,75.0,6.9,21.0,0.0279594,0,,,,5.0,,1.0,5.0,6.0,3.0,,6.0,,4.0,3.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,
12117133,home,Criciúma,Matheusinho,matheusinho,Matheusinho,M,98,164,482,M,822523,EUR,887155200,M,17,17,False,27.0,20.0,4.0,2.0,0.0,7.0,10.0,13.0,19.0,4.0,,,,83.0,45.0,7.8,13.0,0.0621983,4,,,,2.0,,1.0,5.0,4.0,,1.0,,1.0,2.0,1.0,,,1.0,,,4.0,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,0.5746,,,
12117133,home,Criciúma,Newton,newton,Newton,M,28,188,888,M,1463909,EUR,952819200,M,8,8,False,31.0,24.0,7.0,4.0,0.0,11.0,14.0,13.0,18.0,7.0,,,,90.0,48.0,6.7,10.0,0.0177806,2,,Newton,,1.0,,,9.0,7.0,3.0,,2.0,1.0,5.0,3.0,1.0,1.0,,,,2.0,5.0,,,1.0,,,2.0,,0.0573,,,
12117133,home,Criciúma,Barreto,barreto,Barreto,M,5,182,107,M,599688,EUR,818553600,M,88,88,False,42.0,35.0,5.0,3.0,0.0,17.0,20.0,18.0,22.0,6.0,,,,90.0,56.0,6.9,8.0,0.0309722,2,,,,,,1.0,5.0,6.0,3.0,,4.0,,2.0,1.0,,,,,3.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,0.0407,,,
12117133,home,Criciúma,Fellipe Mateus,fellipe-mateus,F. Mateus,M,7,178,153,M,865321,EUR,666316800,M,150,150,False,30.0,24.0,2.0,1.0,0.0,4.0,6.0,20.0,24.0,4.0,,,,74.0,43.0,7.0,10.0,0.0480106,2,,,,,,1.0,6.0,5.0,2.0,,,1.0,3.0,2.0,1.0,1.0,,,1.0,,1.0,,2.0,,1.0,1.0,,,0.0643,,,
12117133,home,Criciúma,Arthur Caíke,arthur-caike,Arthur Caíke,F,,174,195,M,829832,EUR,708566400,F,45,45,False,17.0,9.0,2.0,1.0,0.0,3.0,5.0,6.0,12.0,2.0,,,,75.0,29.0,6.5,10.0,0.00482271,1,,,,,,5.0,7.0,8.0,,,3.0,1.0,,,1.0,3.0,,,5.0,1.0,1.0,,,,,1.0,,,0.1417,1.0,,
