match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_fouls,player_sofascoreId,stat_dispossessed,stat_bigChanceCreated,stat_outfielderBlock,stat_wasFouled,captain,stat_totalOffside,stat_clearanceOffLine
12764081,home,Lazio,Christos Mandas,christos-mandas,C. Mandas,G,29,189.0,1753,M,913762,EUR,1000684800,G,35,35,False,25.0,23.0,5.0,4.0,0.0,22.0,23.0,1.0,2.0,1.0,1.0,1.0,14.0,2.0,1.0,3.0,1.0,2.0,2.0,90.0,39.0,7.4,2.0,0.00030872,0,0.9841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764081,home,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185.0,1140,M,267619,EUR,719280000,D,77,77,False,80.0,80.0,2.0,2.0,0.0,20.0,20.0,61.0,61.0,,,,6.0,,,,,,,90.0,97.0,7.3,1.0,0.0836762,1,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0207,1.0,,,,,,,,,,,,,,,,,,,,,,,
12764081,home,Lazio,Mario Gila Fuentes,mario-gila-fuentes,M. Gila,D,34,183.0,1786,M,965828,EUR,967507200,D,34,34,False,94.0,89.0,8.0,4.0,0.0,26.0,28.0,63.0,67.0,2.0,4.0,5.0,6.0,,,,,,,90.0,109.0,7.8,7.0,0.0865796,3,,1.0,,,2.0,,1.0,,0.3816,,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3746,,,,,,,,,
12764081,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185.0,1926,M,227864,EUR,789868800,D,13,13,False,92.0,86.0,4.0,2.0,0.0,38.0,41.0,48.0,51.0,1.0,1.0,1.0,4.0,,,,,,,90.0,99.0,6.9,7.0,0.0388305,1,,,,1.0,2.0,1.0,2.0,,0.0142,,,,,,,,,,,,,,,,1.0,,,,,,,,
12764081,home,Lazio,Nuno Tavares,nuno-tavares,N. Tavares,D,17,185.0,4820,M,944973,EUR,948844800,D,30,30,False,26.0,23.0,1.0,1.0,1.0,10.0,13.0,15.0,16.0,,3.0,,4.0,,,,,,,43.0,48.0,7.5,10.0,0.0913638,0,,3.0,2.0,,3.0,,2.0,2.0,,2.0,,,,5.0,3.0,,,,,,,,,,,nuno_tavares71,1.0,2.0,,,,,
12764081,home,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185.0,7161,M,852404,EUR,924048000,M,8,8,False,99.0,95.0,2.0,2.0,0.0,18.0,20.0,78.0,84.0,,2.0,2.0,5.0,,,,,,,90.0,114.0,7.9,9.0,0.385854,0,,5.0,1.0,1.0,4.0,,,,,4.0,,,1.0,2.0,1.0,,,,,,1.0,1.0,,,1.0,MatteoGuendouzi,,,1.0,,,,
12764081,home,Lazio,Nicolò Rovella,nicolo-rovella,N. Rovella,M,6,179.0,2973,M,937324,EUR,1007424000,M,6,6,False,128.0,118.0,7.0,4.0,0.0,27.0,31.0,91.0,98.0,,2.0,,5.0,,,,,,,90.0,138.0,7.3,11.0,0.117609,2,,1.0,,,1.0,1.0,,,0.0633,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,
12764081,home,Lazio,Gustav Isaksen,gustav-isaksen,G. Isaksen,M,18,181.0,3347,M,976381,EUR,987638400,M,18,18,False,31.0,27.0,1.0,1.0,1.0,7.0,9.0,20.0,23.0,,5.0,,4.0,,,,,,,56.0,46.0,7.7,8.0,0.129488,2,,1.0,,,4.0,2.0,,1.0,0.22,2.0,,,2.0,2.0,1.0,,,,,,,,,,1.0,,1.0,2.0,,4.0,,,
12764081,home,Lazio,Boulaye Dia,dia-boulaye,B. Dia,F,19,180.0,10936,M,960080,EUR,848102400,M,19,19,False,21.0,20.0,1.0,,0.0,8.0,8.0,12.0,13.0,2.0,3.0,1.0,2.0,,,,,,,76.0,30.0,6.8,6.0,0.0768982,1,,,,,1.0,,,4.0,0.0794,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,0.1711,,boulaye_dia,1.0,,,,,,
12764081,home,Lazio,Mattia Zaccagni,mattia-zaccagni,M. Zaccagni,M,10,176.0,4726,M,293581,EUR,803260800,M,10,10,False,32.0,29.0,1.0,1.0,0.0,9.0,9.0,21.0,25.0,,1.0,,1.0,,,,,,,56.0,43.0,7.2,8.0,0.0469988,1,,2.0,1.0,,7.0,,1.0,,0.3685,1.0,,,2.0,2.0,,,,1.0,,1.0,1.0,1.0,,0.386,1.0,,2.0,,,,True,,
