match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,player_id,player_name,confirmed,playerName,reason,rescinded
12450250,FT,0.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
12450250,,,,,90,5.0,,1,,,substitution,123681070.0,False,False,regular,,,,,,,
12450250,,,,,90,,,1,,,substitution,123681016.0,False,False,regular,,,,,,,
12450250,,,,,90,0.0,,1,,,injuryTime,,,,,6.0,,,,,,
12450250,,,,,86,,,5,,,substitution,123680985.0,False,False,regular,,,,,,,
12450250,,,,,83,,,8,,,substitution,123680965.0,False,True,regular,,,,,,,
12450250,,,,,83,,,8,,,substitution,123680964.0,False,True,regular,,,,,,,
12450250,,0.0,1.0,,79,,,12,,,goal,252816199.0,,False,regular,,1130942.0,Félix Lemaréchal,,,,
12450250,,,,,70,,,21,,,substitution,123680807.0,False,True,regular,,,,,,,
12450250,,,,,70,,,21,,,substitution,123680808.0,False,True,regular,,,,,,,
12450250,,,,,57,,,34,,,substitution,123680667.0,True,True,injury,,,,,,,
12450250,,,,,50,,,41,,,varDecision,32014.0,,False,goalAwarded,,962068.0,Sebastian Nanasi,False,,,
12450250,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
12450250,,,,,45,0.0,,1,,,injuryTime,,,,,2.0,,,,,,
12450250,,,,,39,,,7,,,card,122600070.0,,True,yellow,,809034.0,Douglas Augusto,,Douglas Augusto,Foul,False
12450250,,,,,7,,,39,,,card,122599564.0,,False,yellow,,1154657.0,Mamadou Sarr,,Mamadou Sarr,Foul,False
12450250,,,,,2,,,44,,,varDecision,32011.0,,True,penaltyNotAwarded,,999070.0,Matthis Abline,True,,,
