match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalOffside,stat_totalCross,stat_bigChanceMissed,stat_unsuccessfulTouch,captain,stat_shotOffTarget,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_hitWoodwork,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_ownGoals
11252726,home,Inter Miami CF,Leonardo Campana,leonardo-campana,L. Campana,F,9,187.0,3512,M,973557,EUR,964396800,F,9,9,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,leonardocampana,,
11252726,away,Charleston Battery,Trey Muse,trey-muse,T. Muse,G,25,191.0,17,M,973515,EUR,932947200,G,25,25,False,29.0,23.0,9.0,3.0,22.0,23.0,1.0,6.0,,,,9.0,,3.0,,90.0,38.0,6.7,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
11252726,away,Charleston Battery,Derek Dodson,dodson-derek,D. Dodson,D,,183.0,7,M,1009788,EUR,910051200,D,14,14,False,37.0,28.0,5.0,3.0,15.0,19.0,13.0,20.0,1.0,5.0,1.0,2.0,3.0,,,90.0,57.0,6.6,14.0,2,,1.0,,,,,1.0,1.0,1.0,,,,,,2.0,,2.0,1.0,1.0,,1.0,,,1.0,,,,
11252726,away,Charleston Battery,Sebastián Palma,sebastian-palma,S. Palma,D,25,189.0,25,M,928246,EUR,932256000,D,23,23,False,42.0,31.0,9.0,3.0,25.0,27.0,6.0,15.0,1.0,3.0,3.0,11.0,1.0,,,90.0,52.0,6.6,11.0,0,1.0,4.0,,,,1.0,1.0,1.0,3.0,,,,,,3.0,1.0,,,,,,,,,,,,1.0
11252726,away,Charleston Battery,AJ Cochran,aj-cochran,A. Cochran,D,,191.0,1,M,539582,EUR,729216000,D,3,3,False,41.0,31.0,6.0,2.0,22.0,26.0,9.0,15.0,,,,5.0,,,,81.0,43.0,6.4,10.0,0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
11252726,away,Charleston Battery,Deklan Wynne,deklan-wynne,D. Wynne,D,33,178.0,9,M,795941,EUR,827280000,D,28,28,False,31.0,25.0,3.0,,13.0,14.0,13.0,21.0,,3.0,,3.0,,,,81.0,55.0,6.7,10.0,0,1.0,1.0,,1.0,1.0,,2.0,2.0,,,,,,,1.0,,4.0,,,,,1.0,,,,,,
11252726,away,Charleston Battery,Dante Polvara,dante-polvara,D. Polvara,M,21,193.0,127,M,1189295,EUR,961545600,M,6,6,False,23.0,23.0,3.0,3.0,13.0,13.0,11.0,13.0,,3.0,,1.0,1.0,,,66.0,38.0,7.1,4.0,1,,1.0,,,,,2.0,1.0,,1.0,Dante Polvara,,1.0,,2.0,,3.0,,1.0,,1.0,1.0,,,,,,
11252726,away,Charleston Battery,Chris Allan,allan-chris,C. Allan,M,4,183.0,8,M,920575,EUR,906854400,M,4,4,False,36.0,32.0,8.0,7.0,22.0,25.0,10.0,13.0,,2.0,,9.0,,,,81.0,49.0,6.9,7.0,2,,5.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,,1.0,,2.0,,,,1.0,,,1.0,,,,
11252726,away,Charleston Battery,Fidel Barajas,fidel-barajas,F. Barajas,M,25,175.0,389,M,1407640,EUR,1144195200,M,11,11,False,14.0,11.0,,,3.0,4.0,8.0,12.0,,1.0,,3.0,,,,90.0,25.0,6.2,9.0,0,,4.0,1.0,2.0,,,1.0,1.0,,,Fidel Barajas,,1.0,,1.0,,2.0,,1.0,,,,,,,,,
11252726,away,Charleston Battery,Arturo Rodriguez,arturo-rodriguez,A. Rodriguez,M,10,173.0,10,M,1025318,EUR,913680000,M,12,12,False,33.0,26.0,2.0,2.0,12.0,12.0,15.0,23.0,2.0,7.0,,3.0,4.0,,,90.0,45.0,6.9,10.0,0,2.0,6.0,3.0,1.0,1.0,,,,1.0,2.0,,,,,,,2.0,,1.0,,,1.0,1.0,,,,,
11252726,away,Charleston Battery,Nick Markanich,nick-markanich,N. Markanich,F,20,185.0,113,M,1172532,EUR,946166400,M,13,13,False,2.0,,1.0,,,,,2.0,,,,,,,,9.0,2.0,6.3,2.0,0,,1.0,1.0,,,,,,,,Nick Markanich,,,,,,,,,,,,,,,,,
11252726,away,Charleston Battery,Augustine Williams,augustine-williams,A. Williams,F,9,188.0,43,M,884205,EUR,870566400,F,9,9,False,16.0,11.0,,,2.0,3.0,9.0,13.0,3.0,5.0,,2.0,1.0,,,90.0,37.0,6.2,20.0,1,4.0,12.0,1.0,3.0,,,1.0,1.0,1.0,,,,3.0,,,,,,9.0,,1.0,,,,1.0,,,
11252726,away,Charleston Battery,Jesse Randall,jesse-randall,J. Randall,F,21,176.0,253,M,1002506,EUR,1029715200,F,22,22,True,13.0,12.0,,,4.0,4.0,8.0,9.0,,4.0,1.0,3.0,2.0,,,81.0,29.0,6.6,7.0,2,,6.0,2.0,2.0,,,2.0,2.0,,1.0,,,2.0,1.0,,,,,2.0,,,,,1.0,,,,
11252726,away,Charleston Battery,Robbie Crawford,robbie-crawford,R. Crawford,M,19,180.0,7,M,233284,EUR,732499200,M,19,19,True,4.0,3.0,1.0,,1.0,1.0,2.0,5.0,,1.0,,1.0,,,,24.0,11.0,6.4,4.0,1,1.0,2.0,,1.0,,,1.0,,,,,,,,1.0,,2.0,1.0,,,1.0,,,,,,,
11252726,away,Charleston Battery,A.J. Paterson,aj-paterson,A. Paterson,D,20,188.0,5,M,983766,EUR,823046400,D,20,20,True,8.0,7.0,1.0,1.0,3.0,3.0,4.0,6.0,,1.0,,1.0,,,,9.0,15.0,7.0,2.0,1,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,1.0,,,,,,,
11252726,away,Charleston Battery,Andrew Booth,andrew-booth,A. Booth,M,7,,6,M,884375,EUR,900547200,M,7,7,True,18.0,15.0,4.0,2.0,9.0,9.0,6.0,9.0,,,,2.0,,,,9.0,20.0,6.5,3.0,2,,2.0,,,,,,,2.0,,,,,,,,,,,,1.0,,,1.0,,,,
11252726,away,Charleston Battery,Aidan Apodaca,aidan-apodaca,A. Apodaca,F,17,172.0,1,M,983711,EUR,832896000,F,17,17,True,6.0,6.0,,,1.0,1.0,5.0,5.0,,1.0,,,,,,9.0,8.0,6.6,,0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11252726,away,Charleston Battery,Daniel Kuzemka,daniel-kuzemka,D. Kuzemka,G,24,,2,M,1214282,EUR,906508800,G,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Daniel Kuzemka,,,,,,,,,,,,,,,,,
11252726,away,Charleston Battery,Leland Archer,leland-archer,L. Archer,D,5,193.0,8,M,803478,EUR,821059200,D,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
