match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_errorLeadToAShot,stat_fouls,stat_blockedScoringAttempt,stat_penaltyConceded,captain,stat_outfielderBlock,stat_keyPass,player_lastName,stat_accurateCross,stat_totalContest,stat_wonContest,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_hitWoodwork,stat_penaltyWon
10913443,home,Al Wehda,Munir El Kajoui,munir-mohamedi,M. El Kajoui,G,1,190.0,3804,M,Munir,141967,EUR,610761600,G,1,1,False,27.0,19.0,14.0,6.0,17.0,21.0,2.0,6.0,1.0,1.0,2.0,13.0,1.0,1.0,1.0,1.0,2.0,90.0,40.0,6.5,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913443,home,Al Wehda,Ali Makki,ali-makki,A. Makki,D,5,174.0,20,M,,1399144,EUR,924566400,D,2,2,False,32.0,28.0,1.0,,15.0,16.0,13.0,18.0,,5.0,2.0,8.0,,,,,,90.0,52.0,6.2,9.0,0,Ali Makki,2.0,1.0,5.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10913443,home,Al Wehda,Abdullah Al-Hafith,abdullah-al-hafith,A. Al-Hafith,D,17,188.0,29,M,,160901,EUR,725241600,D,17,17,False,58.0,51.0,8.0,6.0,42.0,46.0,9.0,12.0,,1.0,2.0,7.0,,,,,,90.0,67.0,6.4,8.0,0,,,2.0,5.0,2.0,3.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
10913443,home,Al Wehda,Óscar Duarte,oscar-duarte,Ó. Duarte,D,6,184.0,231,M,,156401,EUR,612835200,D,6,6,False,48.0,38.0,14.0,7.0,23.0,25.0,15.0,23.0,1.0,2.0,3.0,7.0,,,,,,90.0,58.0,6.3,10.0,1,,,1.0,2.0,,3.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10913443,home,Al Wehda,Amiri Kurdi,amiri-kurdi,A. Kurdi,D,,179.0,20,M,,115129,EUR,684547200,D,23,23,False,24.0,23.0,2.0,1.0,14.0,14.0,9.0,10.0,,1.0,2.0,4.0,,,,,,62.0,35.0,6.0,2.0,0,,,,2.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,
10913443,home,Al Wehda,Waleed Bakshween,waleed-bakshween,W. Bakshween,M,,176.0,23,M,,911303,EUR,626832000,M,4,4,False,71.0,61.0,9.0,6.0,33.0,37.0,28.0,35.0,1.0,6.0,1.0,8.0,,,,,,90.0,81.0,7.0,11.0,0,,1.0,,4.0,2.0,,4.0,2.0,,1.0,,,2.0,,,True,1.0,1.0,,,,,,,,,,,,
10913443,home,Al Wehda,Fayçal Fajr,faycal-fajr,F. Fajr,M,76,178.0,1037,M,,143786,EUR,586396800,M,76,76,False,76.0,62.0,16.0,8.0,28.0,35.0,38.0,50.0,2.0,8.0,1.0,9.0,,,,,,90.0,99.0,7.9,21.0,0,,9.0,1.0,2.0,1.0,2.0,2.0,1.0,,3.0,,,,,,,,4.0,,4.0,1.0,1.0,,,,,,,,
10913443,home,Al Wehda,Karim Yoda,karim-yoda,K. Yoda,M,10,182.0,57,M,,23448,EUR,593740800,M,74,74,False,36.0,27.0,4.0,2.0,13.0,13.0,15.0,25.0,,7.0,,3.0,,,,,,90.0,60.0,6.6,22.0,1,,2.0,,8.0,1.0,,2.0,2.0,4.0,2.0,,,,1.0,,,,2.0,,1.0,6.0,3.0,1.0,4.0,1.0,,,,,
10913443,home,Al Wehda,Anselmo,anselmo,Anselmo,M,87,182.0,171,M,,256671,EUR,603936000,M,87,87,False,31.0,28.0,5.0,5.0,8.0,9.0,20.0,23.0,,3.0,2.0,,,,,,,90.0,44.0,6.7,8.0,0,,1.0,1.0,2.0,1.0,,,,4.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,
10913443,home,Al Wehda,Hazzaa Al-Ghamdi,hazzaa-al-ghamdi,H. Al-Ghamdi,F,90,174.0,33,M,,1095802,EUR,979171200,M,90,90,False,14.0,11.0,,,2.0,3.0,9.0,14.0,,3.0,,1.0,,,,,,45.0,25.0,6.4,8.0,0,Hazzaa Ahmed Al-Ghamdi,3.0,1.0,4.0,1.0,2.0,2.0,2.0,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,
