match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_outfielderBlock,stat_fouls,stat_unsuccessfulTouch,stat_dispossessed,stat_blockedScoringAttempt,stat_errorLeadToAShot,captain,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated
10411514,home,Cremonese,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192.0,3101,M,865646,EUR,962409600,G,12,12,False,28.0,20.0,15.0,7.0,16.0,16.0,4.0,12.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,90.0,32.0,5.2,8.0,0.0,0.0,0.00108374,0,-0.7928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411514,home,Cremonese,Leonardo Sernicola,leonardo-sernicola,L. Sernicola,M,17,188.0,112,M,812314,EUR,870220800,D,17,17,False,18.0,14.0,1.0,,10.0,12.0,6.0,10.0,4.0,,,,,,,77.0,33.0,6.6,8.0,0.0,0.0,0.0898673,0,,,,4.0,2.0,1.0,2.0,2.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10411514,home,Cremonese,Vlad Chiricheş,vlad-chiriches,V. Chiricheş,M,21,184.0,782,M,69295,EUR,627004800,D,21,21,False,28.0,27.0,2.0,1.0,19.0,19.0,8.0,9.0,2.0,,,,,,,59.0,36.0,6.6,1.0,0.0,0.0,0.00558139,0,,,,,,1.0,,2.0,1.0,,,,2.0,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,
10411514,home,Cremonese,Johan Vásquez,johan-vasquez,J. Vásquez,D,22,185.0,4788,M,889785,EUR,909014400,D,5,5,False,51.0,44.0,8.0,3.0,29.0,30.0,15.0,21.0,9.0,,,,,,,90.0,58.0,6.0,9.0,0.0,0.0,0.175814,0,,,,,,1.0,3.0,2.0,5.0,,1.0,1.0,2.0,1.0,,,1.0,,,2.0,2.0,,,,,,,,,,,,
10411514,home,Cremonese,Emanuele Valeri,emanuele-valeri,E. Valeri,D,14,180.0,818,M,891346,EUR,912988800,D,3,3,False,28.0,20.0,1.0,,5.0,7.0,17.0,26.0,4.0,,,,,,,90.0,43.0,5.5,13.0,0.0224,0.0,0.20374,1,,,,5.0,2.0,,,5.0,2.0,2.0,,,,,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,
10411514,home,Cremonese,Michele Castagnetti,michele-castagnetti,M. Castagnetti,M,4,180.0,88,M,131910,EUR,630720000,M,19,19,False,25.0,22.0,3.0,3.0,8.0,10.0,14.0,15.0,2.0,,,,,,,70.0,33.0,6.7,3.0,0.1084,0.0,0.169631,1,,,,,,,,2.0,3.0,2.0,,,,1.0,2.0,1.0,1.0,1.0,,,,,1.0,,True,,,,,,,,
10411514,home,Cremonese,Soualiho Meïté,soualiho-meite,S. Meïté,M,8,187.0,963,M,139229,EUR,763862400,M,28,28,False,49.0,43.0,4.0,3.0,27.0,30.0,16.0,19.0,9.0,,,,,,,90.0,67.0,7.0,9.0,0.0395,0.0,0.0614075,1,,,,,,,,2.0,10.0,,2.0,2.0,1.0,,4.0,1.0,4.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,
10411514,home,Cremonese,Charles Pickel,charles-pickel,C. Pickel,M,18,184.0,11753,M,758664,EUR,863654400,M,6,6,False,32.0,24.0,,,13.0,15.0,12.0,18.0,5.0,,,,,,,90.0,40.0,6.4,10.0,0.0,0.0,0.0441171,0,,,,1.0,1.0,3.0,2.0,3.0,4.0,,,,2.0,,1.0,1.0,1.0,,,,2.0,,,,,charlespickel,,,,,,,
10411514,home,Cremonese,Pablo Galdames,pablo-galdames,P. Galdames,M,4,177.0,1069,M,386230,EUR,851904000,M,27,27,False,16.0,10.0,3.0,1.0,3.0,3.0,7.0,14.0,2.0,,,,,,,45.0,23.0,6.2,9.0,0.0,0.0,0.00434286,0,,,,1.0,,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,
10411514,home,Cremonese,David Okereke,david-okereke,D. Okereke,F,77,182.0,887,M,831290,EUR,872812800,M,77,77,False,16.0,14.0,1.0,1.0,4.0,4.0,10.0,13.0,4.0,,,,,,,90.0,35.0,6.2,9.0,0.6356,0.0,0.0287333,4,,,,1.0,,1.0,2.0,6.0,6.0,2.0,5.0,2.0,,2.0,,,2.0,2.0,,,3.0,,1.0,,,,1.0,3.0,1.0,,,,
10411514,home,Cremonese,Frank Tsadjout,frank-tsadjout,F. Tsadjout,F,74,190.0,194,M,927188,EUR,933120000,F,74,74,False,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,45.0,7.0,6.4,5.0,0.0,0.0,0.00010661,0,,,,,,1.0,,2.0,,,,,,1.0,,,,,,,2.0,1.0,,,,,,,,,,,
10411514,home,Cremonese,Cristian Buonaiuto,cristian-buonaiuto,C. Buonaiuto,F,92,179.0,57,M,126989,EUR,725587200,M,10,10,True,17.0,13.0,,,5.0,6.0,8.0,14.0,3.0,,,,,,,45.0,34.0,6.7,11.0,0.3315,0.1317,0.0614387,4,,,,3.0,,,,3.0,2.0,,2.0,1.0,,2.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,,,,,1.0,,1.0,,,
10411514,home,Cremonese,Daniel Ciofani,daniel-ciofani,D. Ciofani,F,,191.0,59,M,132410,EUR,491616000,F,9,9,True,8.0,5.0,1.0,,2.0,3.0,3.0,5.0,,,,,,,,45.0,14.0,7.2,3.0,0.0811,0.0777,0.0033052,1,,,,,,1.0,,1.0,2.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,
10411514,home,Cremonese,Luka Lochoshvili,luka-lochoshvili,L. Lochoshvili,D,24,191.0,1065,M,827473,EUR,896400000,D,44,44,True,17.0,15.0,1.0,,9.0,11.0,6.0,7.0,3.0,,,,,,,31.0,22.0,6.7,3.0,0.0752,0.0,0.00104074,1,,,,1.0,,,1.0,,2.0,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,1.0,
10411514,home,Cremonese,Giacomo Quagliata,giacomo-quagliata,G. Quagliata,M,12,177.0,118,M,973300,EUR,950918400,D,33,33,True,9.0,7.0,1.0,,5.0,5.0,4.0,7.0,2.0,,,,,,,20.0,16.0,6.8,3.0,0.0,0.0,0.156252,0,,,,3.0,2.0,,,,2.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
10411514,home,Cremonese,Felix Afena-Gyan,felix-afena-gyan,F. Afena-Gyan,F,33,175.0,3208,M,1108921,EUR,1042934400,F,20,20,True,8.0,7.0,,,5.0,5.0,2.0,3.0,1.0,,,,,,,13.0,9.0,6.5,1.0,0.0,0.0,0.00068762,0,,Felix,Afena-Gyan,,,,1.0,,1.0,,,,,,,,,,,,,,,,,ohenegyanfelix9,,,,,,,
10411514,home,Cremonese,Mouhamadou Sarr,mouhamadou-sarr,M. Sarr,G,1,190.0,144,M,954291,EUR,852422400,G,45,45,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411514,home,Cremonese,Gianluca Saro,gianluca-saro,G. Saro,G,23,179.0,82,M,962018,EUR,961891200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411514,home,Cremonese,Alex Ferrari,alex-ferrari,A. Ferrari,D,25,183.0,99,M,327429,EUR,773020800,D,24,24,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411514,home,Cremonese,Emanuel Aiwu,emanuel-aiwu,E. Aiwu,D,47,187.0,218,M,924690,EUR,977702400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411514,home,Cremonese,Matteo Bianchetti,matteo-bianchetti,M. Bianchetti,D,15,189.0,177,M,158037,EUR,732326400,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411514,home,Cremonese,Christian Acella,christian-acella,C. Acella,M,,,46,M,1011494,EUR,1026000000,M,23,23,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411514,home,Cremonese,Paolo Ghiglione,ghiglione-paolo,P. Ghiglione,M,18,188.0,100,M,787642,EUR,854841600,M,18,18,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
