match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,captain,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_goalAssist,player_sofascoreId,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10583878,home,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200,G,1,1,False,17.0,13.0,10.0,6.0,10.0,13.0,3.0,4.0,1.0,1.0,9.0,1.0,1.0,90.0,23.0,7.1,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583878,home,Al-Taawoun,Tariq Mohammed,tariq-mohammed,T. Mohammed,M,6,170.0,26,M,871619,EUR,810345600,D,5,5,False,52.0,45.0,2.0,2.0,23.0,24.0,22.0,31.0,,3.0,6.0,,,90.0,73.0,7.3,13.0,0,,,3.0,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10583878,home,Al-Taawoun,Ziyad Al-Sahafi,ziyad-al-sahafi,Z. Al-Sahafi,D,21,182.0,36,M,831259,EUR,782352000,D,44,44,False,47.0,44.0,7.0,4.0,27.0,27.0,17.0,20.0,1.0,3.0,5.0,,,78.0,57.0,7.2,4.0,0,,,,3.0,3.0,,,1.0,2.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,
10583878,home,Al-Taawoun,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200,D,14,14,False,55.0,53.0,2.0,1.0,34.0,35.0,19.0,20.0,,5.0,3.0,,,90.0,69.0,7.2,4.0,1,,,,1.0,3.0,4.0,4.0,,1.0,,5.0,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10583878,home,Al-Taawoun,Saad Yaslam Balobaid,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168.0,155,M,1066588,EUR,948931200,D,31,31,False,42.0,34.0,2.0,,20.0,23.0,14.0,21.0,,9.0,5.0,,,90.0,80.0,7.6,20.0,0,Saad Yaslam Balobaid,,2.0,,4.0,6.0,6.0,4.0,2.0,1.0,3.0,2.0,,1.0,,,2.0,2.0,,,,,,,,,,,,,,
10583878,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000,M,18,18,False,77.0,71.0,11.0,10.0,34.0,35.0,37.0,42.0,1.0,5.0,8.0,,,90.0,87.0,7.5,9.0,0,,,,,4.0,4.0,4.0,1.0,1.0,,,2.0,,1.0,,,,2.0,1.0,,,,,,,,,,,,,
10583878,home,Al-Taawoun,Fahad Ayed Al-Rashidi,al-rashidi-fahad-ayed,F. A. Al-Rashidi,F,97,175.0,231,M,974517,EUR,863740800,M,7,7,False,26.0,21.0,,,6.0,7.0,17.0,23.0,,5.0,3.0,,,79.0,46.0,7.2,12.0,1,,,4.0,,3.0,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,4.0,,,2.0,1.0,1.0,3.0,,,,,,,,,
10583878,home,Al-Taawoun,Alejandro Romero,kaku,Kaku,M,10,171.0,1012,M,788936,EUR,789782400,M,17,17,False,36.0,27.0,4.0,2.0,6.0,7.0,22.0,33.0,,1.0,3.0,,,79.0,42.0,7.0,13.0,0,,,4.0,,1.0,,,,1.0,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,
10583878,home,Al-Taawoun,Álvaro Medrán,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600,M,10,10,False,63.0,56.0,5.0,3.0,26.0,26.0,32.0,41.0,1.0,4.0,9.0,,,89.0,76.0,7.1,10.0,2,,,4.0,,2.0,1.0,,1.0,,,,1.0,,,,,2.0,1.0,,2.0,1.0,1.0,1.0,2.0,,,,,,,,
10583878,home,Al-Taawoun,Sumaihan Al-Nabit,sumaihan-al-nabit,S. Al-Nabit,M,88,174.0,111,M,893167,EUR,827884800,M,8,8,False,26.0,22.0,1.0,1.0,10.0,10.0,12.0,18.0,2.0,7.0,6.0,,,90.0,50.0,6.1,15.0,1,,,2.0,,11.0,1.0,1.0,3.0,2.0,1.0,2.0,,,5.0,,,3.0,4.0,,,1.0,,,1.0,,,,,,,,
10583878,home,Al-Taawoun,Abdullah Radif,abdullah-radif,A. H. Radif,F,21,185.0,510,M,1101759,EUR,1043107200,F,49,49,False,6.0,4.0,,,1.0,1.0,3.0,5.0,,1.0,1.0,,,64.0,13.0,7.2,5.0,3,Abdullah Radif,,,,1.0,1.0,,2.0,1.0,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,,
10583878,home,Al-Taawoun,Turki Al Mutairi,turki-al-mutairi,T. Al-Mutairi,F,9,,12,M,1019325,EUR,991267200,F,99,99,True,3.0,1.0,,,1.0,3.0,,,,,1.0,,,26.0,7.0,7.1,3.0,1,Turki,Al Mutairi,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,
10583878,home,Al-Taawoun,Mohamed Al-Ghamdi,mohamed-al-ghamdi,M. Al-Ghamdi,D,16,180.0,7,M,1013848,EUR,760320000,D,6,6,True,6.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,,1.0,1.0,,,12.0,8.0,6.7,4.0,0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10583878,home,Al-Taawoun,Saad Fahad Al Nasser,saad-fahad-al-nasser,S. F. A. Nasser,D,96,172.0,581,M,1118494,EUR,978912000,M,9,9,True,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,11.0,7.0,7.3,1.0,0,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,1.0,,,,
10583878,home,Al-Taawoun,Hassan Al-Amri,hassan-al-amri,H. Al-Amri,M,7,172.0,19,M,818733,EUR,766886400,F,77,77,True,4.0,3.0,,,1.0,2.0,2.0,2.0,,4.0,2.0,,,11.0,9.0,6.7,2.0,0,,,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,
10583878,home,Al-Taawoun,Nawaf Al-Rashwodi,nawaf-al-rashwodi,N. Al-Rashwodi,M,8,169.0,8,M,1047945,EUR,966556800,F,20,20,True,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,2.0,,,0,Nawaf Al-Rashwodi,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
10583878,home,Al-Taawoun,Raghed Al-Najjar,raghid-najjar,R. Al-Najjar,G,36,188.0,830,M,925920,EUR,843177600,G,36,36,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583878,home,Al-Taawoun,Faisal Darwish,faisal-darwish,F. D. Faraj,M,,176.0,3,M,791560,EUR,678499200,D,25,25,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583878,home,Al-Taawoun,Rayan Saud Al Johani,rayan-saud-al-johani,R. S. A. Johani,M,66,,2,M,1168776,EUR,987724800,F,70,70,True,,,,,,,,,,,,,,,,,,0,Rayan Saud Al Johani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583878,home,Al-Taawoun,Yacouba Dembele,yacouba-dembele,Y. Dembele,F,,166.0,5,M,1134107,EUR,981504000,M,11,11,True,,,,,,,,,,,,,,,,,,0,Yacouba Dembele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583878,away,Al Wehda,Munir El Kajoui,munir-mohamedi,M. El Kajoui,G,1,190.0,3804,M,141967,EUR,610761600,G,1,1,False,27.0,22.0,11.0,6.0,18.0,20.0,4.0,7.0,,1.0,7.0,,,90.0,35.0,6.2,5.0,0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,Munir,1.0,1.0,1.0
10583878,away,Al Wehda,Hamad Al-Jayzani,hamad-al-jayzani,H. Al-Jayzani,D,28,176.0,11,M,802975,EUR,731203200,D,28,28,False,33.0,25.0,5.0,3.0,9.0,10.0,16.0,30.0,,6.0,3.0,,,90.0,64.0,6.2,21.0,0,,,7.0,,6.0,3.0,1.0,1.0,2.0,1.0,,,,,,,2.0,3.0,,,2.0,,,,,,,,,,,
10583878,away,Al Wehda,Ali Makki,ali-makki,A. Makki,D,5,174.0,20,M,1399144,EUR,924566400,D,2,2,False,47.0,41.0,8.0,4.0,32.0,33.0,9.0,14.0,,3.0,4.0,,,90.0,59.0,7.1,6.0,0,Ali Makki,,,1.0,1.0,3.0,3.0,,,,2.0,3.0,,,,,,,1.0,,,,,,,,,,,,,
10583878,away,Al Wehda,Óscar Duarte,oscar-duarte,Ó. Duarte,D,6,184.0,231,M,156401,EUR,612835200,D,6,6,False,48.0,42.0,9.0,5.0,31.0,33.0,11.0,15.0,,,6.0,,,90.0,57.0,6.8,6.0,0,,,,,,,,,,,4.0,1.0,,,,,,,2.0,,,,,,,,,,,,,
10583878,away,Al Wehda,Abdullah Bukhari,abdullah-bukhari,A. Bukhari,D,3,177.0,10,M,832637,EUR,774489600,D,3,3,False,12.0,10.0,2.0,1.0,5.0,6.0,5.0,9.0,,1.0,2.0,,,45.0,30.0,6.6,8.0,0,,,3.0,,1.0,1.0,1.0,3.0,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,
10583878,away,Al Wehda,Fayçal Fajr,faycal-fajr,F. Fajr,M,76,178.0,1037,M,143786,EUR,586396800,M,76,76,False,27.0,20.0,4.0,1.0,9.0,11.0,14.0,22.0,,2.0,3.0,,,58.0,42.0,6.4,15.0,0,,,6.0,,4.0,2.0,1.0,,1.0,,1.0,,,2.0,,,,,,3.0,1.0,,1.0,,,,,,,,,
